1035,Stardew Valley,Simulation,501.5,25.7,PLAYING
1037,Baldurs Gate 3,RPG,1.2,1.7,BACKLOG
1037,Counter-Strike 2,Tactical Shooter,482.6,12.3,PLAYING
1037,Dota 2,MOBA,75.0,67.1,COMPLETED
1037,Minecraft,Sandbox,98.8,61.3,COMPLETED
1037,League of Legends,MOBA,249.1,66.5,COMPLETED
1040,Counter-Strike 2,Tactical Shooter,0.9,0.8,BACKLOG
1040,Elden Ring,Action RPG,0.4,0.1,BACKLOG
1040,Fortnite,Battle Royale,1.5,3.8,BACKLOG
1040,Overwatch 2,Hero Shooter,121.1,47.6,COMPLETED
1040,Rocket League,Sports,18.6,26.9,ABANDONED
1041,Rocket League,Sports,391.6,64.1,PLAYING
1041,Tekken 8,Fighting,131.1,93.6,COMPLETED
1043,Rocket League,Sports,1.1,3.6,BACKLOG
1043,Minecraft,Sandbox,28.5,8.9,ABANDONED
1043,Dota 2,MOBA,653.9,62.1,PLAYING
1043,Tekken 8,Fighting,262.9,21.7,PLAYING
1043,Elden Ring,Action RPG,117.3,79.3,COMPLETED
1046,Hollow Knight Silksong,Metroidvania,17.2,16.2,ABANDONED
1046,EA Sports FC 26,Sports,33.2,12.2,ABANDONED
1046,Baldurs Gate 3,RPG,22.8,15.8,ABANDONED
1048,Valorant,Tactical Shooter,55.4,69.7,PLAYING
1048,Minecraft,Sandbox,128.5,80.0,COMPLETED
1048,Overwatch 2,Hero Shooter,122.6,26.4,PLAYING
1048,Helldivers 2,Coop Shooter,0.4,0.6,BACKLOG
1049,Valorant,Tactical Shooter,0.5,4.4,BACKLOG
1049,Roblox,Platform,623.0,30.5,PLAYING
1049,Marvel Rivals,Hero Shooter,0.4,4.1,BACKLOG
1050,Monster Hunter Wilds,Action RPG,616.6,23.6,PLAYING
1050,Baldurs Gate 3,RPG,102.0,46.0,COMPLETED
1050,Marvel Rivals,Hero Shooter,260.4,80.3,PLAYING
1050,GTA V,Open World,427.7,76.4,PLAYING
1050,Cyberpunk 2077,Action RPG,185.9,64.3,PLAYING
1051,EA Sports FC 26,Sports,222.9,62.8,COMPLETED
1051,Pokemon Legends Z-A,RPG,192.1,92.1,COMPLETED
1051,Valorant,Tactical Shooter,412.4,82.6,PLAYING
1052,Street Fighter 6,Fighting,608.4,8.0,PLAYING
1052,Valorant,Tactical Shooter,0.7,4.8,BACKLOG
1052,Minecraft,Sandbox,131.0,89.9,COMPLETED
1052,Elden Ring,Action RPG,103.5,89.8,COMPLETED
1052,Hades II,Roguelike,26.9,9.8,ABANDONED
1053,Street Fighter 6,Fighting,461.8,27.8,PLAYING
1053,Dota 2,MOBA,1.3,1.3,BACKLOG
1054,Minecraft,Sandbox,75.2,91.6,COMPLETED
1054,Stardew Valley,Simulation,333.9,29.6,PLAYING
1054,Counter-Strike 2,Tactical Shooter,0.3,0.3,BACKLOG
1055,Cyberpunk 2077,Action RPG,47.2,55.2,PLAYING
1055,Tekken 8,Fighting,434.7,91.3,PLAYING
1056,League of Legends,MOBA,34.6,98.0,COMPLETED
1057,Monster Hunter Wilds,Action RPG,187.5,71.8,COMPLETED
1057,Hollow Knight Silksong,Metroidvania,238.4,55.6,COMPLETED
1057,Stardew Valley,Simulation,115.8,77.2,PLAYING
1057,Fortnite,Battle Royale,49.2,88.6,COMPLETED
1057,Dead by Daylight,Horror,1.3,3.0,BACKLOG
1060,Fortnite,Battle Royale,19.4,28.7,ABANDONED
1060,Dead by Daylight,Horror,504.8,73.6,PLAYING
1060,Dota 2,MOBA,88.4,47.3,COMPLETED
1060,Elden Ring,Action RPG,547.5,89.0,PLAYING
1060,Hollow Knight Silksong,Metroidvania,165.4,82.6,PLAYING
1061,Marvel Rivals,Hero Shooter,250.8,25.6,PLAYING
1061,Helldivers 2,Coop Shooter,17.9,56.3,PLAYING
1061,Street Fighter 6,Fighting,384.2,58.4,PLAYING
1061,The Sims 4,Simulation,122.7,7.4,PLAYING
1062,Dota 2,MOBA,18.1,20.2,PLAYING
1062,Counter-Strike 2,Tactical Shooter,398.5,55.6,PLAYING
1063,Stardew Valley,Simulation,0.4,1.7,BACKLOG
1063,Overwatch 2,Hero Shooter,349.9,55.7,PLAYING
1063,Pokemon Legends Z-A,RPG,562.8,11.8,PLAYING
1063,Baldurs Gate 3,RPG,76.2,54.6,COMPLETED
1063,Helldivers 2,Coop Shooter,464.8,40.3,PLAYING
1064,Monster Hunter Wilds,Action RPG,61.9,20.7,PLAYING
1064,Stardew Valley,Simulation,18.3,88.5,COMPLETED
1064,Tekken 8,Fighting,363.4,71.8,PLAYING
1065,Marvel Rivals,Hero Shooter,0.8,4.0,BACKLOG
1065,Dead by Daylight,Horror,45.8,51.2,COMPLETED
1065,Helldivers 2,Coop Shooter,1.4,1.8,BACKLOG
1065,League of Legends,MOBA,650.7,11.4,PLAYING
1065,Hollow Knight Silksong,Metroidvania,563.4,39.1,PLAYING
1066,Hades II,Roguelike,66.4,50.5,COMPLETED
1066,Counter-Strike 2,Tactical Shooter,258.5,32.1,PLAYING
1066,Hollow Knight Silksong,Metroidvania,89.6,79.1,PLAYING
1068,Helldivers 2,Coop Shooter,135.7,69.7,COMPLETED
1068,Pokemon Legends Z-A,RPG,82.3,51.2,COMPLETED
1069,Marvel Rivals,Hero Shooter,0.3,5.0,BACKLOG
1069,Elden Ring,Action RPG,127.4,33.4,PLAYING
1069,GTA V,Open World,92.1,79.5,COMPLETED
1069,Dota 2,MOBA,280.6,28.0,PLAYING
1070,Helldivers 2,Coop Shooter,25.6,28.9,ABANDONED
1070,Street Fighter 6,Fighting,532.8,20.3,PLAYING
1070,The Sims 4,Simulation,130.2,26.6,PLAYING
1070,Cyberpunk 2077,Action RPG,669.4,22.7,PLAYING
1070,Marvel Rivals,Hero Shooter,0.2,0.9,BACKLOG
1071,Street Fighter 6,Fighting,567.0,54.6,PLAYING
1071,Dota 2,MOBA,524.7,51.0,PLAYING
1072,Stardew Valley,Simulation,181.4,36.6,PLAYING
1072,Hollow Knight Silksong,Metroidvania,324.8,59.9,PLAYING
1073,GTA V,Open World,314.3,84.6,PLAYING
1073,Hollow Knight Silksong,Metroidvania,1.4,1.8,BACKLOG
1074,Hades II,Roguelike,533.3,79.5,PLAYING
1074,Pokemon Legends Z-A,RPG,210.5,71.2,PLAYING
1075,Overwatch 2,Hero Shooter,0.2,4.3,BACKLOG
1075,Rocket League,Sports,333.8,80.9,PLAYING
1075,Hollow Knight Silksong,Metroidvania,533.9,60.9,PLAYING
1076,GTA V,Open World,288.5,17.0,PLAYING
1076,Elden Ring,Action RPG,15.3,24.0,ABANDONED
1076,Counter-Strike 2,Tactical Shooter,431.5,22.2,PLAYING
1076,Baldurs Gate 3,RPG,238.4,8.9,PLAYING
1076,Rocket League,Sports,150.4,61.2,COMPLETED
1078,Fortnite,Battle Royale,25.6,24.8,PLAYING
1078,Valorant,Tactical Shooter,13.7,48.4,PLAYING
1078,The Sims 4,Simulation,88.6,32.3,PLAYING
1078,Monster Hunter Wilds,Action RPG,150.3,68.1,PLAYING
1079,Hades II,Roguelike,568.6,85.3,PLAYING
1079,League of Legends,MOBA,1.4,2.7,BACKLOG
1079,Counter-Strike 2,Tactical Shooter,21.1,5.0,ABANDONED
1079,Pokemon Legends Z-A,RPG,645.6,30.8,PLAYING
1080,Elden Ring,Action RPG,96.0,93.0,COMPLETED
1080,Hollow Knight Silksong,Metroidvania,28.4,15.9,ABANDONED
1080,Street Fighter 6,Fighting,188.4,90.4,COMPLETED
1080,Baldurs Gate 3,RPG,79.6,88.0,COMPLETED
1081,Pokemon Legends Z-A,RPG,1.4,2.0,BACKLOG
1081,The Sims 4,Simulation,645.4,69.3,PLAYING
1081,Street Fighter 6,Fighting,1.2,1.9,BACKLOG
1081,Minecraft,Sandbox,696.8,20.5,PLAYING
1081,Hollow Knight Silksong,Metroidvania,0.0,4.8,BACKLOG
1082,Valorant,Tactical Shooter,387.6,75.8,PLAYING
1082,The Sims 4,Simulation,63.7,27.7,PLAYING
1082,Tekken 8,Fighting,11.6,22.9,ABANDONED
1082,Minecraft,Sandbox,203.8,48.6,PLAYING
1082,Helldivers 2,Coop Shooter,235.1,81.3,COMPLETED
1083,Marvel Rivals,Hero Shooter,26.2,84.0,COMPLETED
1083,The Sims 4,Simulation,177.4,87.9,COMPLETED
1083,Dead by Daylight,Horror,2.4,13.0,ABANDONED
1083,EA Sports FC 26,Sports,238.0,78.0,PLAYING
1083,Tekken 8,Fighting,99.2,50.1,COMPLETED
1084,EA Sports FC 26,Sports,22.8,39.1,PLAYING
1084,Baldurs Gate 3,RPG,17.9,13.9,ABANDONED
1084,Street Fighter 6,Fighting,1.3,4.9,BACKLOG
1084,Hades II,Roguelike,142.5,91.1,COMPLETED
1085,Dead by Daylight,Horror,1.3,0.3,BACKLOG
1086,Overwatch 2,Hero Shooter,420.0,10.5,PLAYING
1086,Cyberpunk 2077,Action RPG,29.9,27.9,ABANDONED
1086,EA Sports FC 26,Sports,32.4,12.9,ABANDONED
1088,Overwatch 2,Hero Shooter,258.0,53.0,PLAYING
1088,Rocket League,Sports,13.4,13.9,ABANDONED
1088,Tekken 8,Fighting,250.5,90.9,COMPLETED
1088,Monster Hunter Wilds,Action RPG,0.4,3.4,BACKLOG
1088,Minecraft,Sandbox,12.9,26.6,ABANDONED
1089,Tekken 8,Fighting,680.7,59.5,PLAYING
1089,The Sims 4,Simulation,143.2,70.2,COMPLETED
1089,Valorant,Tactical Shooter,44.6,55.9,COMPLETED
1089,Helldivers 2,Coop Shooter,246.1,49.1,COMPLETED
1090,Hollow Knight Silksong,Metroidvania,44.3,86.7,COMPLETED
1090,GTA V,Open World,96.4,68.0,PLAYING
1090,Fortnite,Battle Royale,1.5,0.9,BACKLOG
1090,Baldurs Gate 3,RPG,241.6,68.2,COMPLETED
1091,EA Sports FC 26,Sports,37.3,78.4,COMPLETED
1093,GTA V,Open World,226.4,82.0,PLAYING
1093,Elden Ring,Action RPG,0.8,4.0,BACKLOG
1093,Monster Hunter Wilds,Action RPG,1.2,1.1,BACKLOG
1094,Roblox,Platform,1.2,0.5,BACKLOG
1094,Helldivers 2,Coop Shooter,568.0,32.0,PLAYING
1095,Roblox,Platform,54.1,80.0,COMPLETED
1095,Valorant,Tactical Shooter,20.0,3.4,ABANDONED
1095,Helldivers 2,Coop Shooter,353.8,50.5,PLAYING
1096,Tekken 8,Fighting,1.4,0.9,BACKLOG
1096,Fortnite,Battle Royale,0.2,4.0,BACKLOG
1096,Stardew Valley,Simulation,0.8,3.2,BACKLOG
1096,Counter-Strike 2,Tactical Shooter,27.6,11.1,ABANDONED
1098,Monster Hunter Wilds,Action RPG,165.6,61.9,COMPLETED
1098,Valorant,Tactical Shooter,16.7,17.6,ABANDONED
1098,Street Fighter 6,Fighting,0.9,0.3,BACKLOG
1099,GTA V,Open World,501.3,26.8,PLAYING
1099,Baldurs Gate 3,RPG,662.5,31.7,PLAYING
1099,Fortnite,Battle Royale,185.1,93.3,COMPLETED
1102,The Sims 4,Simulation,0.5,2.8,BACKLOG
1102,Roblox,Platform,175.0,53.7,COMPLETED
1102,Counter-Strike 2,Tactical Shooter,29.7,91.5,COMPLETED
1103,Dead by Daylight,Horror,227.0,52.7,COMPLETED
1103,Cyberpunk 2077,Action RPG,528.8,38.4,PLAYING
1104,Rocket League,Sports,484.7,82.7,PLAYING
1104,Stardew Valley,Simulation,510.7,55.9,PLAYING
1105,Roblox,Platform,463.7,80.8,PLAYING
1105,Street Fighter 6,Fighting,0.7,0.5,BACKLOG
1105,Marvel Rivals,Hero Shooter,0.5,0.9,BACKLOG
1105,Minecraft,Sandbox,0.2,0.2,BACKLOG
1106,Counter-Strike 2,Tactical Shooter,688.5,14.6,PLAYING
1106,Pokemon Legends Z-A,RPG,46.5,48.4,COMPLETED
1106,League of Legends,MOBA,157.1,76.4,COMPLETED
1106,Valorant,Tactical Shooter,36.1,30.9,PLAYING
1107,Elden Ring,Action RPG,428.1,53.4,PLAYING
1107,Valorant,Tactical Shooter,5.8,4.3,ABANDONED
1107,League of Legends,MOBA,146.1,70.2,COMPLETED
1108,The Sims 4,Simulation,230.4,53.2,COMPLETED
1108,Dota 2,MOBA,1.2,1.5,BACKLOG
1108,Fortnite,Battle Royale,28.5,56.1,COMPLETED
1109,Dota 2,MOBA,421.1,77.1,PLAYING
1109,Overwatch 2,Hero Shooter,114.2,25.5,PLAYING
1110,Minecraft,Sandbox,8.7,23.5,ABANDONED
1111,Hollow Knight Silksong,Metroidvania,133.5,83.2,COMPLETED
1111,GTA V,Open World,273.8,44.0,PLAYING
1111,Dota 2,MOBA,0.4,1.0,BACKLOG
1111,Marvel Rivals,Hero Shooter,222.8,84.0,COMPLETED
1111,Overwatch 2,Hero Shooter,0.7,2.0,BACKLOG
1112,League of Legends,MOBA,204.6,98.3,COMPLETED
1112,Pokemon Legends Z-A,RPG,569.6,22.4,PLAYING
1113,Dota 2,MOBA,0.5,0.9,BACKLOG
1113,Monster Hunter Wilds,Action RPG,440.0,21.9,PLAYING
1114,Overwatch 2,Hero Shooter,525.3,91.8,PLAYING
1114,EA Sports FC 26,Sports,652.7,5.6,PLAYING
1115,EA Sports FC 26,Sports,220.8,64.7,COMPLETED
1115,Marvel Rivals,Hero Shooter,251.4,27.6,PLAYING
1115,Baldurs Gate 3,RPG,12.2,1.3,ABANDONED
1116,Marvel Rivals,Hero Shooter,38.2,66.2,PLAYING
1116,Helldivers 2,Coop Shooter,0.2,4.9,BACKLOG
1116,Dota 2,MOBA,85.5,79.5,PLAYING
1116,Counter-Strike 2,Tactical Shooter,304.0,21.8,PLAYING
1116,Baldurs Gate 3,RPG,35.4,94.6,COMPLETED
1117,Elden Ring,Action RPG,1.0,4.8,BACKLOG
1118,Rocket League,Sports,0.1,3.1,BACKLOG
1118,Roblox,Platform,0.7,0.2,BACKLOG
1118,Tekken 8,Fighting,43.4,95.5,COMPLETED
1118,The Sims 4,Simulation,1.0,2.9,BACKLOG
1118,Counter-Strike 2,Tactical Shooter,1.5,0.4,BACKLOG
1120,Helldivers 2,Coop Shooter,167.0,80.9,COMPLETED
1120,League of Legends,MOBA,27.7,13.0,ABANDONED
1121,Pokemon Legends Z-A,RPG,220.8,7.0,PLAYING
1122,Elden Ring,Action RPG,1.0,3.5,BACKLOG
1122,Marvel Rivals,Hero Shooter,475.0,53.3,PLAYING
1122,Hollow Knight Silksong,Metroidvania,8.7,4.3,ABANDONED
1122,Helldivers 2,Coop Shooter,0.8,2.1,BACKLOG
1122,Tekken 8,Fighting,535.0,80.0,PLAYING
1123,Dota 2,MOBA,214.4,46.7,PLAYING
1123,Hollow Knight Silksong,Metroidvania,151.5,58.9,COMPLETED
1123,Overwatch 2,Hero Shooter,0.4,1.1,BACKLOG
1123,The Sims 4,Simulation,0.0,2.8,BACKLOG
1125,Monster Hunter Wilds,Action RPG,94.8,89.9,COMPLETED
1125,Minecraft,Sandbox,175.6,80.6,COMPLETED
1126,The Sims 4,Simulation,0.2,3.7,BACKLOG
1126,Hollow Knight Silksong,Metroidvania,207.2,55.8,COMPLETED
1126,League of Legends,MOBA,73.5,45.4,COMPLETED
1126,Counter-Strike 2,Tactical Shooter,26.7,53.5,COMPLETED
1126,Stardew Valley,Simulation,216.6,72.5,PLAYING
1127,Pokemon Legends Z-A,RPG,202.1,69.0,COMPLETED
1127,Counter-Strike 2,Tactical Shooter,0.4,2.7,BACKLOG
1127,The Sims 4,Simulation,587.3,10.9,PLAYING
1128,Street Fighter 6,Fighting,16.1,19.2,ABANDONED
1128,Baldurs Gate 3,RPG,174.7,9.9,PLAYING
1129,Monster Hunter Wilds,Action RPG,0.1,0.5,BACKLOG
1130,League of Legends,MOBA,143.7,30.8,PLAYING
1130,Street Fighter 6,Fighting,131.3,65.8,COMPLETED
1130,Helldivers 2,Coop Shooter,146.7,24.4,PLAYING
1131,Valorant,Tactical Shooter,71.7,24.4,PLAYING
1131,Dead by Daylight,Horror,173.2,92.5,COMPLETED
1132,Pokemon Legends Z-A,RPG,234.7,62.1,PLAYING
1133,Monster Hunter Wilds,Action RPG,435.7,24.7,PLAYING
1135,Dead by Daylight,Horror,161.9,82.6,COMPLETED
1136,Elden Ring,Action RPG,8.6,2.5,ABANDONED
1137,League of Legends,MOBA,122.5,98.6,COMPLETED
1137,Stardew Valley,Simulation,70.7,98.0,COMPLETED
1137,Rocket League,Sports,312.0,28.0,PLAYING
1138,Counter-Strike 2,Tactical Shooter,48.0,14.6,PLAYING
1138,Rocket League,Sports,107.8,75.2,PLAYING
1138,Minecraft,Sandbox,257.9,39.9,PLAYING
1138,Overwatch 2,Hero Shooter,10.9,50.6,PLAYING
1140,Hades II,Roguelike,308.3,25.1,PLAYING
1140,Counter-Strike 2,Tactical Shooter,209.0,48.0,COMPLETED
1140,League of Legends,MOBA,147.0,34.8,PLAYING
1141,Counter-Strike 2,Tactical Shooter,530.8,43.0,PLAYING
1141,Minecraft,Sandbox,89.4,9.9,PLAYING
1141,Roblox,Platform,76.4,83.5,COMPLETED
1142,League of Legends,MOBA,421.5,61.8,PLAYING
1144,Elden Ring,Action RPG,28.2,52.0,PLAYING
1144,Baldurs Gate 3,RPG,0.4,4.3,BACKLOG
1144,Roblox,Platform,0.9,0.1,BACKLOG
1144,Valorant,Tactical Shooter,168.0,49.2,COMPLETED
1145,Counter-Strike 2,Tactical Shooter,1.3,4.3,BACKLOG
1145,Helldivers 2,Coop Shooter,12.7,8.8,ABANDONED
1145,The Sims 4,Simulation,203.1,93.4,PLAYING
1145,Minecraft,Sandbox,213.0,96.7,COMPLETED
1145,Elden Ring,Action RPG,1.4,1.3,BACKLOG
1146,Valorant,Tactical Shooter,24.0,12.6,ABANDONED
1146,Tekken 8,Fighting,265.9,84.1,PLAYING
1146,Marvel Rivals,Hero Shooter,230.1,90.1,COMPLETED
1146,Counter-Strike 2,Tactical Shooter,677.4,5.5,PLAYING
1146,Stardew Valley,Simulation,0.9,0.8,BACKLOG
1147,Cyberpunk 2077,Action RPG,0.8,1.0,BACKLOG
1147,Street Fighter 6,Fighting,4.9,13.7,ABANDONED
1147,GTA V,Open World,243.1,85.6,COMPLETED
1148,Monster Hunter Wilds,Action RPG,460.6,55.5,PLAYING
1149,Counter-Strike 2,Tactical Shooter,445.6,37.0,PLAYING
1149,The Sims 4,Simulation,143.3,59.4,PLAYING
1149,Rocket League,Sports,3.1,12.5,ABANDONED
1149,Tekken 8,Fighting,137.4,64.0,COMPLETED
1150,Elden Ring,Action RPG,259.6,82.7,COMPLETED
1150,Tekken 8,Fighting,26.3,7.5,ABANDONED
1150,Baldurs Gate 3,RPG,130.6,42.5,PLAYING
1150,Dead by Daylight,Horror,4.0,15.8,ABANDONED
1151,Elden Ring,Action RPG,682.9,66.7,PLAYING
1151,Tekken 8,Fighting,262.8,91.1,PLAYING
1151,Minecraft,Sandbox,632.2,81.3,PLAYING
1152,Valorant,Tactical Shooter,234.5,62.3,COMPLETED
1152,Hades II,Roguelike,127.9,82.7,COMPLETED
1152,Monster Hunter Wilds,Action RPG,223.0,46.7,COMPLETED
1152,Helldivers 2,Coop Shooter,417.7,30.2,PLAYING
1153,Helldivers 2,Coop Shooter,687.9,41.0,PLAYING
1154,Dead by Daylight,Horror,0.2,2.9,BACKLOG
1154,Baldurs Gate 3,RPG,1.3,1.2,BACKLOG
1154,EA Sports FC 26,Sports,21.7,7.3,ABANDONED
1154,Cyberpunk 2077,Action RPG,162.8,75.5,COMPLETED
1154,GTA V,Open World,1.3,3.3,BACKLOG
1156,Minecraft,Sandbox,458.1,57.0,PLAYING
1156,Stardew Valley,Simulation,16.0,67.3,COMPLETED
1156,GTA V,Open World,465.4,14.8,PLAYING
1156,Baldurs Gate 3,RPG,34.5,63.3,COMPLETED
1157,Fortnite,Battle Royale,199.7,87.3,COMPLETED
1157,Marvel Rivals,Hero Shooter,31.2,77.5,COMPLETED
1157,Roblox,Platform,325.5,19.8,PLAYING
1157,Cyberpunk 2077,Action RPG,437.6,67.2,PLAYING
1157,League of Legends,MOBA,213.9,84.3,PLAYING
1158,Hollow Knight Silksong,Metroidvania,195.4,78.7,COMPLETED
1158,Stardew Valley,Simulation,302.5,80.8,PLAYING
1159,Dead by Daylight,Horror,23.3,24.8,ABANDONED
1159,Pokemon Legends Z-A,RPG,318.2,34.2,PLAYING
1159,The Sims 4,Simulation,178.7,76.4,COMPLETED
1159,Valorant,Tactical Shooter,118.7,65.2,COMPLETED
1159,Roblox,Platform,223.4,61.0,COMPLETED
1160,Stardew Valley,Simulation,555.9,9.1,PLAYING
1161,Cyberpunk 2077,Action RPG,114.5,31.9,PLAYING
1162,Monster Hunter Wilds,Action RPG,218.1,83.1,COMPLETED
1163,GTA V,Open World,699.3,71.9,PLAYING
1163,Valorant,Tactical Shooter,0.6,0.7,BACKLOG
1163,Baldurs Gate 3,RPG,379.3,36.3,PLAYING
1164,Street Fighter 6,Fighting,3.3,11.0,ABANDONED
1164,Minecraft,Sandbox,1.0,1.0,BACKLOG
1164,Roblox,Platform,0.2,2.7,BACKLOG
1165,Overwatch 2,Hero Shooter,0.7,4.0,BACKLOG
1165,Helldivers 2,Coop Shooter,33.1,7.8,ABANDONED
1165,Fortnite,Battle Royale,21.1,15.8,ABANDONED
1165,Roblox,Platform,343.7,45.4,PLAYING
1165,Dead by Daylight,Horror,87.7,63.4,COMPLETED
1166,Stardew Valley,Simulation,186.3,77.9,COMPLETED
1166,Monster Hunter Wilds,Action RPG,479.8,41.9,PLAYING
1166,Roblox,Platform,489.5,78.1,PLAYING
1166,Cyberpunk 2077,Action RPG,5.2,20.2,ABANDONED
1166,Counter-Strike 2,Tactical Shooter,569.6,28.5,PLAYING
1167,Dota 2,MOBA,267.8,52.6,PLAYING
1167,Fortnite,Battle Royale,666.1,29.3,PLAYING
1167,Pokemon Legends Z-A,RPG,392.3,78.4,PLAYING
1167,GTA V,Open World,23.2,24.6,ABANDONED
1168,Baldurs Gate 3,RPG,13.0,11.2,ABANDONED
1168,Monster Hunter Wilds,Action RPG,101.6,5.3,PLAYING
1168,Counter-Strike 2,Tactical Shooter,178.1,88.8,COMPLETED
