1061,ClutchBoss696,22,Peru,PC
1062,CriticalTank704,19,Colombia,PC
1063,GhostCoder136,26,Chile,Xbox
1064,DragonSniper83,27,Peru,Nintendo Switch
1065,MochiSniper854,23,Peru,PC
1066,QuantumCarry815,19,Peru,PC
1067,PixelCat679,22,Brazil,PC
1068,NightDuck683,25,Colombia,Xbox
1069,NightPilot963,26,Colombia,Nintendo Switch
1070,LootCarry223,18,Colombia,Nintendo Switch
1071,QuantumTank760,23,Peru,PC
1072,QuantumCarry748,20,Peru,Nintendo Switch
1073,LlamaKnight666,19,Argentina,PC
1074,PixelCat44,22,Mexico,PC
1075,GGNinja706,19,Peru,PlayStation
1076,RetroTank923,27,Mexico,PC
1077,ClutchLegend979,22,Peru,PC
1078,CodeMain155,26,Ecuador,Nintendo Switch
1079,ProDuck834,21,Mexico,PC
1080,PandaMaster949,24,Peru,Xbox
1081,LagKnight920,18,Peru,PlayStation
1082,MangoBoss572,25,Argentina,PC
1083,ManaGoblin92,21,Peru,PC
1084,NoobPilot650,18,Mexico,PC
1085,NeoSupport650,18,Peru,PC
1086,RetroMaster959,24,Peru,PlayStation
1087,NightCoder678,22,Peru,PlayStation
1088,LagMaster654,18,Peru,PlayStation
1089,PingHunter670,18,Chile,Nintendo Switch
1090,PingCoder97,19,Peru,PlayStation
1091,CriticalEnjoyer475,18,Peru,PC
1092,LlamaHunter902,19,Peru,PC
1093,AFKNinja231,20,Ecuador,PC
1094,ChifaBear290,24,Brazil,PC
1095,HyperFox488,23,Peru,Xbox
1096,CoffeeHunter159,23,Chile,PC
1097,CoffeeSupport800,27,Peru,PC
1098,LimaNinja718,22,Peru,Xbox
1099,DragonGoblin74,27,Peru,PC
1100,EpicSniper503,21,Brazil,PC
1101,MochiBear702,19,Peru,PC
1102,RogueWolf35,20,Ecuador,PC
1103,CyberMaster833,25,Peru,Nintendo Switch
1104,PandaSupport365,24,Mexico,PC
1105,NovaBear29,21,Peru,Nintendo Switch
1106,LlamaSlayer854,20,Peru,PC
1107,PotatoWizard575,21,Chile,PC
1108,NeoEnjoyer319,22,Argentina,PC
1109,ChifaCarry354,22,Mexico,Nintendo Switch
1110,LimaCat432,27,Argentina,PlayStation
1111,RetroWolf602,19,Peru,Xbox
1112,MangoPlayer605,25,Colombia,PC
1113,PingCat198,26,Peru,PC
1114,PotatoMaster409,20,Peru,PC
1115,PotatoMaster613,23,Peru,PlayStation
1116,ShadowPlayer581,22,Spain,PlayStation
1117,PingEnjoyer981,23,Peru,PlayStation
1118,ZeroSniper735,22,Spain,PlayStation
1119,ByteEnjoyer957,18,Peru,PC
1120,NoobMaster168,25,Peru,PC
1121,RogueKid235,22,Peru,PC
1122,ZeroNinja561,27,Peru,PC
1123,RogueGamer520,22,Spain,PC
1124,TurboGamer884,20,Argentina,PlayStation
1125,MochiDuck390,26,Argentina,PC
1126,DragonFox347,24,Peru,PC
1127,NightFox823,18,Peru,PlayStation
1128,LlamaBoss179,19,Peru,PlayStation
1129,PotatoPlayer466,27,Peru,PlayStation
1130,DragonNinja179,25,Argentina,PC
1131,EpicMaster531,18,Colombia,PlayStation
1132,CriticalWolf694,24,Peru,PlayStation
1133,RespawnPlayer564,19,Peru,PC
1134,CoffeeSupport960,21,Peru,PC
1135,ShadowFox824,23,Peru,Nintendo Switch
1136,GGWizard675,25,Peru,PC
1137,GGBear377,21,Peru,PC
1138,NoobWizard843,21,Peru,PC
1139,LootMaster505,25,Peru,PC
1140,GhostGoblin117,27,Peru,Nintendo Switch
1141,ShadowMain186,18,Peru,PC
1142,EpicKnight492,21,Peru,PlayStation
1143,HyperTank321,22,Peru,PC
1144,RespawnSupport166,26,Peru,PlayStation
1145,NeoSniper241,20,Peru,PC
1146,CyberNinja970,19,Peru,PC
1147,DragonBear8,19,Spain,PC
1148,DragonCarry435,26,Chile,PC
1149,HyperEnjoyer264,25,Peru,PC
1150,CriticalPilot626,27,Peru,Xbox
1151,EpicSniper459,23,Peru,PC
1152,MangoPilot780,21,Mexico,PC
1153,ZeroNinja754,19,Peru,PlayStation
1154,LlamaPlayer586,18,Peru,PC
1155,LootWizard798,20,Argentina,PlayStation
1156,NovaWizard352,20,Peru,PlayStation
1157,LlamaSniper992,24,Peru,PC
1158,CyberGamer34,27,Peru,PC
1159,NeoMaster13,22,Peru,PC
1160,LimaHunter634,23,Brazil,PC
1161,PixelCat750,18,Chile,PC
1162,ByteWizard753,22,Colombia,PC
1163,RespawnSniper53,19,Argentina,PC
1164,ProHunter832,24,Ecuador,PC
1165,ShadowFox456,22,Peru,PC
1166,LagMaster300,23,Chile,PC
1167,BytePilot86,25,Peru,PlayStation
1168,QuantumEnjoyer60,22,Peru,PC
1169,RespawnBear211,21,Spain,PC
1170,HyperBoss944,23,Ecuador,PlayStation
1171,MangoSniper282,26,Spain,PC
1172,AFKGamer428,25,Brazil,Xbox
1173,ChifaHunter762,21,Peru,PC
1174,DragonKnight363,19,Spain,PC
1175,AFKCarry231,18,Chile,PC
1176,CodeTank677,24,Argentina,PC
1177,RespawnKid281,25,Peru,PlayStation
1178,AFKBoss679,21,Mexico,PlayStation
1179,NightSniper954,18,Ecuador,PlayStation
1180,LlamaKid997,23,Spain,PC
1181,GhostCarry707,24,Peru,PC
1182,MangoPilot690,25,Chile,PC
1183,MangoTank292,25,Colombia,PC
1184,PixelWolf133,25,Brazil,Nintendo Switch
1185,DragonWizard244,27,Peru,PlayStation
1186,EpicFox791,25,Peru,PC
1187,MochiPilot762,27,Chile,Xbox
1188,ChifaWolf376,26,Peru,Nintendo Switch
1189,CriticalHunter720,23,Brazil,Xbox
1190,LlamaBear696,24,Colombia,PC
1191,RespawnNinja466,20,Chile,Xbox
1192,LagLegend469,22,Argentina,PC
1193,CyberMain476,25,Spain,PC
1194,ManaPlayer939,23,Argentina,PC
1195,DragonSlayer139,25,Colombia,Xbox
1196,RetroGoblin821,24,Brazil,Nintendo Switch
1197,GhostKid73,19,Peru,Xbox
1198,AFKEnjoyer926,22,Brazil,PC
1199,EpicLegend877,20,Brazil,PC
1200,MochiMaster789,23,Peru,Nintendo Switch
1201,LlamaCoder963,27,Brazil,PC
1202,NoobBoss831,22,Colombia,PC
1203,LimaCoder588,21,Peru,PlayStation
1204,DragonMaster711,19,Peru,PC
1205,PingHunter280,26,Brazil,Xbox
1206,MangoWizard990,22,Ecuador,PC
1207,ManaPlayer169,26,Peru,PC
1208,ShadowCoder378,19,Peru,PC
1209,ChifaBear677,24,Chile,PC
1210,NovaCoder506,27,Argentina,PC
1211,AFKWolf451,24,Peru,PC
1212,EpicBear747,21,Mexico,PC
1213,CodeMain500,25,Peru,PC
1214,PotatoNinja31,24,Peru,PC
1215,EpicMaster328,26,Chile,PC
1216,ManaGamer62,23,Brazil,PC
1217,CyberPlayer187,20,Peru,PC
1218,DragonPilot849,24,Peru,PlayStation
1219,RespawnKnight773,21,Chile,Xbox
1220,PandaBear164,21,Peru,PlayStation
1221,PixelPlayer488,22,Peru,Xbox
1222,RogueFox138,21,Peru,PC
1223,ByteGoblin120,18,Peru,PC
1224,CodeMaster550,23,Peru,PC
1225,RespawnBear594,25,Chile,PC
1226,TurboSlayer295,18,Mexico,Xbox
1227,LimaWolf357,26,Chile,PC
1228,NeoPlayer5,20,Peru,PC
1229,ShadowCoder521,24,Peru,PC
1230,GGPlayer672,27,Mexico,PC
1231,TurboBear207,20,Peru,PC
1232,ClutchNinja51,18,Peru,PC
1233,RetroCat711,19,Peru,PlayStation
1234,LootGamer175,26,Peru,PC
1235,PotatoLegend399,23,Peru,Nintendo Switch
1236,NovaNinja203,23,Peru,Xbox
1237,CyberEnjoyer841,24,Peru,PC
1238,RespawnBoss793,20,Peru,Xbox
1239,CyberLegend318,18,Chile,PC
1240,RetroPilot419,25,Argentina,PC
1241,QuantumMaster258,23,Peru,PC
1242,ShadowFox955,18,Peru,Nintendo Switch
1243,CriticalBoss168,23,Chile,Xbox
1244,RoguePilot163,21,Peru,PC
1245,TurboCarry985,18,Peru,PlayStation
1246,CriticalGamer4,19,Peru,PC
1247,RespawnDuck360,20,Peru,Nintendo Switch
1248,LimaFox123,19,Mexico,PC
1249,AFKHunter192,26,Colombia,PC
1250,LlamaMain941,23,Argentina,Nintendo Switch
1251,PandaSlayer225,26,Peru,PC
1252,NovaLegend639,24,Peru,PC
1253,NovaWizard867,20,Brazil,PlayStation
1254,NightWolf205,19,Peru,PC
1255,ClutchWolf533,27,Peru,PC
1256,AFKMaster217,19,Peru,PC
1257,RogueGoblin301,20,Peru,Nintendo Switch
1258,ClutchSlayer992,19,Argentina,PlayStation
1259,DragonDuck452,26,Colombia,PC
1260,ProPlayer140,25,Chile,PC
1261,BytePilot32,26,Brazil,Nintendo Switch
1262,PixelDuck901,26,Peru,Nintendo Switch
1263,CriticalFox674,23,Chile,PC
1264,PingBoss855,21,Peru,PC
1265,PixelMaster348,18,Peru,PlayStation
1266,CyberMaster156,23,Peru,PC
1267,CodeGoblin647,26,Argentina,PC
1268,MangoFox133,27,Peru,PlayStation
1269,CyberSlayer443,21,Peru,PlayStation
1270,TurboWolf603,20,Peru,Nintendo Switch
1271,GGSlayer704,25,Argentina,PC
1272,AFKWolf921,21,Peru,PC
1273,RetroCarry859,27,Peru,PC
1274,EpicSlayer530,25,Peru,PC
1275,LlamaCoder56,21,Peru,Nintendo Switch
1276,CodeCat111,27,Peru,PlayStation
1277,HyperSlayer208,22,Peru,PlayStation
1278,ShadowTank966,18,Spain,Xbox
1279,HyperSupport91,27,Peru,PC
1280,CoffeeMaster95,27,Brazil,PC
1281,QuantumMain342,21,Argentina,PC
1282,TurboEnjoyer637,27,Peru,PC
1283,MochiLegend876,21,Peru,PC
1284,RetroNinja785,25,Peru,PlayStation
1285,GGCoder477,27,Brazil,PC
1286,CriticalSupport209,25,Ecuador,PC
1287,BytePilot198,26,Peru,PC
1288,CodeBoss111,20,Peru,PlayStation
1289,PixelSupport555,24,Peru,Nintendo Switch
1290,RespawnWolf96,24,Peru,PC
1291,MochiCoder299,21,Peru,Xbox
1292,PingWolf268,21,Argentina,PC
1293,ManaWizard201,21,Peru,PlayStation
1294,AFKBear136,18,Peru,PC
1295,GhostBoss992,18,Mexico,PC
1296,PixelGoblin465,19,Peru,PC
1297,LimaBoss177,18,Peru,PC
1298,EpicKnight713,25,Brazil,PC
1299,ShadowMain457,23,Argentina,PC
1300,ByteCoder538,21,Spain,PC
1301,GGEnjoyer877,27,Peru,PC
1302,CoffeeMain490,20,Argentina,Xbox
1303,GhostBoss759,19,Colombia,PlayStation
1304,CodeTank799,24,Chile,PC
1305,CodeCoder981,19,Mexico,PC
1306,QuantumGamer55,27,Peru,PC
1307,RogueBear494,21,Chile,PC
1308,ByteSlayer467,23,Peru,Nintendo Switch
1309,ManaPlayer611,21,Brazil,PC
1310,ByteWizard524,18,Peru,PC
1311,NightMain863,21,Peru,Nintendo Switch
1312,TurboSniper154,25,Peru,PC
1313,MochiMain756,23,Chile,PC
1314,ByteBear82,24,Peru,PC
1315,RetroSniper824,26,Peru,PC
1316,AFKMain942,21,Peru,Nintendo Switch
1317,GGWolf621,23,Peru,Nintendo Switch
1318,PixelEnjoyer639,19,Peru,Nintendo Switch
1319,ClutchHunter910,21,Peru,PC
1320,CriticalNinja703,26,Peru,Nintendo Switch
1321,HyperFox610,18,Peru,PC
1322,CodeGamer335,24,Colombia,PlayStation
1323,EpicBoss367,25,Mexico,PC
1324,LlamaSniper625,19,Peru,PC
1325,MochiGamer987,25,Brazil,PlayStation
1326,ChifaHunter216,21,Peru,PC
1327,HyperMain952,27,Ecuador,PC
1328,PotatoPlayer101,26,Argentina,PC
1329,ClutchGamer82,23,Chile,PlayStation
1330,NeoKnight375,21,Peru,PC
1331,ZeroNinja720,27,Peru,PlayStation
1332,NeoSniper320,27,Argentina,PlayStation
1333,ChifaCarry311,22,Argentina,PlayStation
1334,RetroCarry441,27,Brazil,PlayStation
1335,RespawnHunter94,19,Peru,PC
1336,GGSniper464,18,Peru,PC
1337,MochiKid321,27,Peru,PC
1338,AFKMain872,22,Peru,PC
1339,EpicWolf47,20,Peru,PC
1340,NeoNinja307,20,Argentina,Xbox
1341,LlamaBear513,25,Peru,PC
1342,ByteDuck761,26,Peru,PC
1343,PandaSlayer554,21,Peru,PC
1344,CoffeeKnight797,19,Peru,Xbox
1345,PandaCat713,20,Colombia,Xbox
1346,PingCoder157,21,Chile,PC
1347,DragonCarry606,26,Peru,PC
1348,ClutchSlayer560,22,Peru,Nintendo Switch
1349,PotatoLegend252,23,Peru,PC
1350,CodeFox920,24,Colombia,PC
1351,RespawnMaster128,20,Argentina,PC
1352,RespawnGamer141,25,Peru,PC
1353,LagKnight48,18,Peru,PC
1354,MochiLegend800,20,Argentina,Xbox
1355,MangoCarry863,27,Peru,PC
1356,QuantumNinja24,20,Peru,PC
1357,ClutchDuck328,26,Peru,PC
1358,CodeWolf945,25,Peru,PC
1359,CodeSniper475,20,Spain,PC
1360,RespawnPilot942,26,Argentina,PC
1361,ClutchKnight918,20,Peru,PlayStation
1362,ZeroSniper690,24,Spain,PlayStation
1363,ManaCat124,18,Chile,PC
1364,GGNinja394,18,Peru,PlayStation
1365,AFKBear46,25,Peru,PlayStation
1366,LootCat416,22,Spain,PlayStation
1367,RogueCarry757,27,Spain,PC
1368,NeoSlayer493,27,Spain,PC
1369,CoffeeSniper946,18,Colombia,PC
1370,RespawnSniper65,26,Peru,Xbox
1371,PingLegend364,27,Peru,PC
1372,ManaKid392,25,Peru,PC
1373,RespawnMaster982,27,Chile,PC
1374,ShadowKnight828,24,Argentina,PC
1375,ManaEnjoyer405,18,Peru,PC
1376,NoobHunter57,21,Brazil,PC
1377,CodeEnjoyer837,21,Colombia,PlayStation
1378,ByteCat71,24,Peru,PC
1379,MochiTank351,27,Spain,PC
1380,ManaNinja324,27,Peru,PC
1381,ByteBear254,18,Peru,PC
1382,CriticalWizard898,26,Chile,PC
1383,ByteKid498,24,Chile,PC
1384,EpicCarry201,23,Ecuador,PlayStation
1385,NoobNinja569,26,Chile,PC
1386,CodeFox255,19,Brazil,PC
1387,AFKDuck146,18,Peru,PC
1388,LootCoder740,19,Peru,PlayStation
1389,ChifaBoss321,27,Spain,PC
1390,RetroWizard701,23,Peru,PlayStation
1391,TurboBoss851,22,Peru,Nintendo Switch
1392,ByteKnight283,26,Mexico,PC
1393,MangoMain887,20,Peru,PC
1394,PixelDuck549,19,Argentina,PC
1395,LootMain371,19,Peru,PC
1396,NoobSniper275,22,Peru,PC
1397,AFKDuck300,25,Peru,PC
1398,EpicFox944,27,Peru,PlayStation
1399,HyperKnight967,18,Peru,PC
1400,CoffeeSlayer870,18,Brazil,PlayStation
1401,LlamaKnight807,25,Peru,PC
1402,MochiHunter321,24,Chile,Xbox
1403,NoobCoder593,25,Argentina,PC
1404,RogueKnight761,20,Peru,PC
1405,ManaSlayer301,26,Ecuador,PC
1406,RogueLegend403,25,Peru,PC
1407,LagBear598,22,Peru,PC
1408,MochiHunter849,22,Peru,PC
1409,MochiCarry241,27,Mexico,PC
1410,EpicLegend93,26,Colombia,PC
1411,RespawnCarry488,19,Spain,PC
1412,RespawnLegend528,24,Peru,PC
1413,CriticalKid255,19,Peru,PC
1414,DragonEnjoyer879,23,Peru,PC
1415,CoffeeKid575,25,Brazil,PC
1416,CyberSlayer496,26,Peru,Nintendo Switch
1417,LootTank877,19,Ecuador,PC
1418,MochiGoblin582,27,Argentina,Nintendo Switch
1419,AFKKid205,24,Chile,PC
1420,TurboNinja294,27,Peru,PlayStation
1421,ZeroCoder330,20,Peru,PC
1422,LagKid604,22,Colombia,Nintendo Switch
1423,EpicMain894,24,Chile,PC
1424,GhostHunter329,20,Peru,PC
1425,ZeroSniper287,27,Spain,Xbox
1426,PotatoDuck354,22,Chile,PC
1427,ManaSupport681,19,Peru,PlayStation
1428,EpicNinja963,23,Peru,PlayStation
1429,ByteTank260,24,Peru,Xbox
1430,AFKWolf269,22,Peru,PC
1431,DragonCoder647,18,Colombia,Nintendo Switch
1432,LagPlayer854,20,Peru,PC
1433,LootSupport779,23,Chile,PC
1434,DragonEnjoyer540,19,Argentina,PC
1435,CoffeeGoblin649,19,Peru,PlayStation
1436,RespawnBear392,21,Peru,PC
1437,LlamaKnight611,24,Peru,PlayStation
1438,ByteKnight995,26,Peru,PlayStation
1439,QuantumBear662,27,Peru,PC
1440,HyperEnjoyer381,24,Peru,PC
1441,HyperCat164,21,Argentina,PC
1442,CriticalMain522,24,Peru,PC
1443,CriticalSniper283,24,Peru,PC
1444,GhostCarry284,24,Mexico,Xbox
1445,DragonSupport916,18,Peru,PC
1446,LimaCarry587,18,Peru,Xbox
1447,RetroSniper656,18,Chile,Nintendo Switch
1448,ShadowSupport139,19,Chile,PC
1449,LimaSniper411,27,Peru,PC
1450,ManaCarry555,26,Peru,PlayStation
1451,CriticalPlayer980,27,Ecuador,PC
1452,NightBoss41,27,Peru,PC
1453,PotatoCarry298,26,Chile,PC
1454,PandaGamer213,20,Argentina,PC
1455,TurboBoss428,24,Peru,Xbox
1456,ShadowBoss275,19,Peru,PC
1457,QuantumEnjoyer509,21,Peru,PC
1458,CoffeeMain613,19,Peru,PC
1459,QuantumFox24,27,Ecuador,Xbox
1460,ProGoblin119,21,Argentina,PC
1461,CodeHunter897,27,Peru,PC
1462,GhostHunter585,18,Peru,PC
1463,ByteBoss501,27,Chile,Xbox
1464,NightSupport47,21,Chile,PlayStation
1465,GhostDuck522,21,Spain,PC
1466,AFKPilot722,27,Peru,PlayStation
1467,CyberGoblin621,21,Chile,Nintendo Switch
1468,NovaHunter368,27,Brazil,PlayStation
1469,CodeDuck431,24,Peru,PC
1470,RogueMaster281,22,Argentina,PlayStation
1471,CoffeeGamer982,26,Argentina,Nintendo Switch
1472,HyperDuck800,27,Peru,Xbox
1473,RespawnSlayer194,19,Peru,PlayStation
1474,AFKSlayer581,23,Peru,PC
1475,NovaGamer157,23,Colombia,PlayStation
1476,ProPlayer582,19,Peru,PlayStation
1477,RogueCoder352,26,Mexico,PC
1478,CodeEnjoyer413,19,Colombia,PC
1479,RespawnMaster873,27,Peru,Xbox
1480,LimaMain594,18,Peru,PC
1481,PandaDuck787,25,Peru,PlayStation
1482,PotatoSlayer985,23,Peru,PC
1483,RogueKnight983,19,Peru,PC
1484,RetroCarry620,18,Peru,Xbox
1485,BytePlayer428,23,Peru,PC
1486,PixelBoss932,26,Brazil,PC
1487,EpicSupport646,19,Peru,PC
1488,HyperSupport204,26,Chile,Nintendo Switch
1489,LootFox727,20,Peru,PlayStation
1490,NoobKid529,25,Mexico,PC
1491,MochiTank326,26,Peru,PC
1492,CriticalMain532,21,Chile,PC
1493,RetroCarry405,25,Peru,PC
1494,GGPilot839,26,Colombia,PC
1495,PingCarry974,26,Brazil,PC
1496,NovaWolf243,25,Spain,PlayStation
1497,ManaHunter797,26,Peru,PC
1498,HyperNinja3,18,Spain,PC
1499,QuantumHunter139,19,Peru,Nintendo Switch
1500,HyperSniper852,20,Peru,Nintendo Switch
