CIM-038,57690875,3,28/08/2023
SPR-580,54716824,3,5/09/2023
VVS-017,95161027,5,26/08/2023
KWP-672,90365520,6,21/08/2023
QHC-492,73185299,3,1/09/2023
QFR-958,45783712,3,21/08/2023
SJQ-827,49087435,1,21/08/2023
DEV-433,54761731,3,26/08/2023
MMA-577,43053402,6,2/09/2023
ZXK-295,78757121,4,22/08/2023
VXS-438,13245501,3,1/09/2023
LWG-915,46462527,6,31/08/2023
YUQ-590,88956889,2,4/09/2023
AQS-362,55552996,1,23/08/2023
RSE-049,76388967,6,22/08/2023
III-576,60574154,6,27/08/2023
UXG-019,55552996,6,5/09/2023
VRR-793,87800799,2,31/08/2023
EJW-346,78922174,6,2/09/2023
BCK-361,80048864,3,28/08/2023
AWB-345,25171011,6,31/08/2023
FCN-617,22777006,1,31/08/2023
AQS-362,42798099,1,5/09/2023
QFP-254,90237332,3,31/08/2023
DIQ-718,62566305,4,25/08/2023
BIT-434,59407188,6,28/08/2023
TMN-884,42798099,5,1/09/2023
OXP-732,79901434,2,24/08/2023
SNY-500,40348917,4,25/08/2023
QUU-384,73185299,3,27/08/2023
MTF-868,83236386,2,25/08/2023
VXS-438,89429489,1,21/08/2023
VTV-269,26976877,4,3/09/2023
IHG-413,17913944,4,21/08/2023
SNY-500,43877279,4,27/08/2023
GXF-122,37110873,2,22/08/2023
BCN-855,38913831,3,4/09/2023
JXD-139,44229880,4,4/09/2023
FVQ-662,32565207,5,28/08/2023
DUG-251,32904023,4,1/09/2023
QJO-060,45828535,6,26/08/2023
YMU-875,24995742,3,28/08/2023
VRR-793,81114108,4,21/08/2023
TYF-885,26290971,3,24/08/2023
ADX-669,96659352,4,1/09/2023
CJE-310,98140264,3,2/09/2023
AFL-718,26976877,5,24/08/2023
EBI-299,71463316,6,29/08/2023
AFL-718,89148118,1,1/09/2023
OPT-996,83236386,2,26/08/2023
PVZ-181,90237332,5,21/08/2023
WZD-331,16151792,3,22/08/2023
RDT-761,80048864,5,5/09/2023
TXM-139,94080926,5,2/09/2023
KSO-608,40112594,6,27/08/2023
CIM-038,73535476,3,22/08/2023
FLJ-040,40348917,2,21/08/2023
HFM-021,88956889,6,29/08/2023
AQS-362,41036366,2,27/08/2023
TYF-885,43877279,5,5/09/2023
OQI-373,42798099,2,3/09/2023
QVJ-982,77191257,5,1/09/2023
VRR-793,98589725,1,5/09/2023
CIM-038,25171011,1,27/08/2023
JDQ-505,20864087,6,2/09/2023
III-576,42157219,6,26/08/2023
JXD-139,79464412,4,24/08/2023
QRC-609,25171011,3,24/08/2023
QTK-083,89298238,3,22/08/2023
BCN-855,81114108,4,23/08/2023
QFP-254,89298238,2,28/08/2023
DFF-034,66409237,4,2/09/2023
GBD-525,52097922,5,25/08/2023
JFC-432,89148118,5,24/08/2023
FLJ-040,38637282,6,26/08/2023
TMN-884,23928045,2,3/09/2023
AWB-345,44679500,1,28/08/2023
CNQ-172,16151792,1,25/08/2023
UWA-476,37110873,2,21/08/2023
JDQ-505,48467976,5,31/08/2023
XSD-310,22280452,2,5/09/2023
BCK-361,29847168,1,29/08/2023
XSD-310,45828535,4,31/08/2023
AVM-258,35584593,4,28/08/2023
QHC-492,96258632,2,30/08/2023
SJD-818,55552996,1,29/08/2023
FQG-293,55552996,1,21/08/2023
MYC-756,85871751,2,28/08/2023
QFP-254,43043986,5,28/08/2023
AVM-258,45828535,2,24/08/2023
UWA-476,71463316,3,28/08/2023
ARS-231,71378466,6,28/08/2023
KQQ-136,79475585,6,28/08/2023
AWT-354,66409237,6,2/09/2023
WZD-331,69975105,6,30/08/2023
XLF-273,42928709,4,4/09/2023
UWA-476,88956889,3,4/09/2023
MMA-577,32821689,5,25/08/2023
TMJ-043,85949265,6,21/08/2023
DFF-034,78078115,2,22/08/2023
KJX-387,32904023,3,28/08/2023
KBY-991,90365520,6,31/08/2023
XZR-640,91897732,5,1/09/2023
KQA-580,96659352,6,27/08/2023
JXD-139,26976877,2,25/08/2023
KCO-488,42157219,2,28/08/2023
UOD-420,69324480,3,3/09/2023
BRD-969,66409237,3,4/09/2023
QFP-254,71463316,6,21/08/2023
VRR-793,22280452,5,23/08/2023
HLR-109,79140840,1,27/08/2023
LDR-510,73535476,2,25/08/2023
YYU-726,93160528,1,1/09/2023
OWN-701,59407188,1,3/09/2023
ZAF-449,26233063,2,21/08/2023
ISU-815,46462527,6,24/08/2023
WZD-331,87800799,2,29/08/2023
OQI-373,90237332,1,27/08/2023
BCN-855,71463316,4,28/08/2023
QFP-254,42928709,5,4/09/2023
UJV-290,89298238,4,1/09/2023
UXG-019,66409237,4,28/08/2023
SSE-115,89863424,4,27/08/2023
VXS-438,69324480,3,23/08/2023
MTF-868,79464412,6,23/08/2023
OXP-732,23928045,3,28/08/2023
OPJ-039,90365520,1,21/08/2023
RDT-761,59407188,5,26/08/2023
DIQ-718,43488351,6,1/09/2023
YUQ-590,77484838,6,22/08/2023
OTH-462,79140840,1,30/08/2023
CSZ-863,95015539,2,24/08/2023
GXF-122,78757121,1,26/08/2023
EUZ-452,90365520,6,26/08/2023
OPT-996,69639726,3,21/08/2023
MYC-756,88956889,4,2/09/2023
GBD-525,87800799,6,30/08/2023
DON-719,24995742,3,2/09/2023
VRR-793,43053402,2,29/08/2023
EBI-299,96258632,5,25/08/2023
UWA-476,88956889,6,2/09/2023
BRD-969,93160528,5,23/08/2023
HFC-845,13245501,6,26/08/2023
UWA-476,26233063,1,4/09/2023
QFP-254,32904023,4,2/09/2023
FQG-293,78078115,4,1/09/2023
AQS-362,16151792,1,29/08/2023
QTK-083,43488351,6,23/08/2023
YOT-530,89298238,4,2/09/2023
QTK-083,93160528,3,23/08/2023
JJN-837,11602775,2,24/08/2023
GLC-370,79372768,4,2/09/2023
SSD-176,43043986,5,1/09/2023
GXF-122,62566305,5,30/08/2023
MTF-868,32821689,5,2/09/2023
QRC-609,35565959,5,4/09/2023
PJG-338,49087435,1,21/08/2023
OTH-462,57263719,5,3/09/2023
YJD-279,62324793,5,25/08/2023
LYZ-614,59407188,3,2/09/2023
CNQ-172,76388967,6,23/08/2023
ZWF-661,13245501,1,25/08/2023
TMN-884,79140840,5,21/08/2023
YJD-279,50375303,5,4/09/2023
QIL-029,42928709,4,30/08/2023
QTK-083,55552996,1,2/09/2023
YGV-332,86828079,1,27/08/2023
ARS-231,78757121,4,26/08/2023
FCN-617,37110873,6,3/09/2023
TMN-884,50365593,6,2/09/2023
ICX-503,87800799,2,25/08/2023
RBE-789,81114108,2,29/08/2023
UDR-957,54716824,1,31/08/2023
KJX-387,78757121,4,27/08/2023
KSO-608,26233063,3,28/08/2023
CIM-038,86241107,2,28/08/2023
YOT-530,89298238,1,23/08/2023
BWD-036,24995742,1,26/08/2023
OTW-288,15210391,3,24/08/2023
QUU-384,89429489,1,23/08/2023
BMJ-772,40348917,1,1/09/2023
GBJ-693,96659352,3,3/09/2023
TZY-323,16151792,3,5/09/2023
WLL-607,91897732,1,21/08/2023
SSD-176,43877279,4,24/08/2023
VDD-853,37110873,4,31/08/2023
VXS-438,15210391,4,2/09/2023
QFR-958,27912250,3,4/09/2023
AQS-362,73786035,1,25/08/2023
ZEX-027,54716824,6,31/08/2023
JJN-837,71984468,5,21/08/2023
XOA-735,78078115,2,27/08/2023
DFJ-952,35565959,2,28/08/2023
XBD-314,78922174,3,1/09/2023
ZVA-180,50365593,6,23/08/2023
BZS-261,35565959,1,1/09/2023
KBY-991,58187172,6,25/08/2023
UTN-601,52097922,2,3/09/2023
XSD-310,87813843,3,1/09/2023
TKM-141,23928045,5,30/08/2023
HFM-021,15210391,1,21/08/2023
MTF-868,88995291,3,4/09/2023
OQI-373,86402303,3,26/08/2023
FQG-293,62324793,1,29/08/2023
BTO-226,87800799,3,29/08/2023
DEN-125,17913944,1,1/09/2023
UTN-601,17972674,1,21/08/2023
SSE-115,79420973,5,1/09/2023
OQI-373,71378466,1,25/08/2023
HLR-109,88995291,2,25/08/2023
OFS-384,83236386,1,23/08/2023
XZR-640,49087435,6,21/08/2023
TKM-141,32565207,4,30/08/2023
DFF-034,81114108,5,31/08/2023
DEN-125,73786035,4,28/08/2023
SNY-500,44229880,3,29/08/2023
CSZ-863,79901434,5,3/09/2023
BWD-036,95751208,3,25/08/2023
EVN-510,67418025,5,27/08/2023
KCO-488,35584593,1,22/08/2023
VCL-867,25171011,1,21/08/2023
YUQ-590,20864087,5,29/08/2023
OFS-384,81114108,3,23/08/2023
TMJ-043,78078115,3,22/08/2023
OFS-384,64394265,5,31/08/2023
BRD-969,95751208,4,27/08/2023
IDO-503,16151792,6,1/09/2023
GKG-558,26290971,3,30/08/2023
YUQ-590,85949265,2,21/08/2023
TZY-323,45828535,6,28/08/2023
YZD-580,38913831,1,22/08/2023
CNN-411,42798099,6,31/08/2023
SSE-115,26976877,4,28/08/2023
VJI-529,33397650,6,2/09/2023
TXM-139,43043986,3,21/08/2023
EUZ-452,87800799,2,25/08/2023
PPX-620,80048864,1,28/08/2023
UCX-285,22280452,3,1/09/2023
TZY-323,71984468,1,1/09/2023
QRC-609,87800799,1,22/08/2023
JFC-432,38913831,3,21/08/2023
XLF-273,57690875,4,26/08/2023
CIM-038,94080926,2,26/08/2023
LWG-915,23928045,2,23/08/2023
ICX-503,66409237,5,22/08/2023
BXY-119,13245501,5,2/09/2023
HFC-845,86241107,3,22/08/2023
YOT-530,57263719,5,25/08/2023
KQQ-136,26976877,3,27/08/2023
RDT-761,19829266,3,1/09/2023
FQG-293,69975105,5,4/09/2023
PFD-286,76388967,6,4/09/2023
DIQ-718,69324480,1,2/09/2023
QIL-029,13245501,2,31/08/2023
JXD-139,89298238,3,5/09/2023
QFP-254,73185299,5,23/08/2023
XBD-314,78922174,2,23/08/2023
TMJ-043,11602775,6,21/08/2023
BMJ-772,12663268,1,5/09/2023
KDA-627,60574154,5,28/08/2023
FLW-631,38913831,3,27/08/2023
OTH-462,57263719,2,27/08/2023
RBE-789,86402303,6,30/08/2023
KQA-580,48184351,2,30/08/2023
ZVA-180,54761731,4,26/08/2023
VRR-793,85949265,5,30/08/2023
DFJ-952,78078115,5,2/09/2023
DON-719,15210391,2,30/08/2023
UXG-019,86241107,2,1/09/2023
YUQ-590,64394265,1,5/09/2023
DOV-560,76388967,2,5/09/2023
ZWF-661,77191257,4,4/09/2023
HFM-021,29337157,4,2/09/2023
AWB-345,93845419,5,25/08/2023
HFM-021,86402303,6,31/08/2023
BCK-361,40112594,2,28/08/2023
FVB-607,54761731,5,24/08/2023
LDR-510,87813843,6,23/08/2023
HFC-845,36008913,6,22/08/2023
QVJ-982,79372768,6,28/08/2023
YEZ-591,63437380,5,27/08/2023
UXG-019,19829266,2,25/08/2023
YYK-309,64394265,6,22/08/2023
KWP-672,42157219,6,26/08/2023
KWP-672,77191257,2,2/09/2023
HFM-021,84165595,6,1/09/2023
OXP-732,91897732,2,27/08/2023
FVB-607,89863424,1,2/09/2023
GXF-122,79420973,3,2/09/2023
VZV-827,54761731,1,26/08/2023
WZD-331,29337157,4,26/08/2023
BXY-119,31193794,5,29/08/2023
PFD-286,91897732,2,4/09/2023
QUU-384,43877279,5,28/08/2023
UXG-019,89429489,1,3/09/2023
EBI-299,89148118,6,31/08/2023
ISU-815,32821689,1,22/08/2023
VCL-867,89429489,6,30/08/2023
TZY-323,26290971,5,22/08/2023
JFC-432,26233063,4,27/08/2023
SSD-176,55552996,6,27/08/2023
XSD-310,52097922,6,3/09/2023
HLR-109,36380447,2,4/09/2023
XLF-273,22777006,2,27/08/2023
LDR-510,85949265,6,24/08/2023
YJD-279,17913944,5,21/08/2023
UWA-476,33713901,2,2/09/2023
SSD-176,78078115,1,24/08/2023
DUG-251,93160528,2,25/08/2023
SJQ-827,50375303,2,25/08/2023
FVQ-662,31611146,4,1/09/2023
VXS-438,50375303,4,4/09/2023
KJX-387,73535476,4,26/08/2023
FEG-454,86241107,2,29/08/2023
VJI-529,69324480,1,5/09/2023
VJI-529,35565959,5,24/08/2023
RDT-761,42798099,6,25/08/2023
BRD-969,73914283,3,5/09/2023
OQI-373,87813843,1,31/08/2023
TZY-323,77191257,3,26/08/2023
AFL-718,49087435,1,25/08/2023
VVS-017,33713901,1,3/09/2023
DFJ-952,25171011,4,4/09/2023
JXD-139,35565959,5,30/08/2023
AVM-258,62566305,1,3/09/2023
QIL-029,93845419,6,31/08/2023
JCW-489,13245501,5,27/08/2023
RBE-789,32904023,6,3/09/2023
PJG-338,78078115,2,23/08/2023
DUG-251,99842319,2,3/09/2023
KQQ-136,96659352,3,30/08/2023
SNY-500,45783712,5,25/08/2023
CNQ-172,62566305,3,5/09/2023
KJX-387,13245501,5,5/09/2023
DUG-251,81114108,5,21/08/2023
SAM-013,79372768,1,23/08/2023
ZEX-027,77191257,6,1/09/2023
OTW-288,64394265,5,23/08/2023
TXM-139,48184351,1,4/09/2023
XBD-314,62324793,5,30/08/2023
YUQ-590,26976877,4,27/08/2023
FQG-293,95161027,4,29/08/2023
OFS-384,38637282,1,27/08/2023
DON-719,69639726,1,29/08/2023
TZY-323,50365593,1,21/08/2023
YYU-726,77642521,2,23/08/2023
SAM-013,32904023,3,21/08/2023
FLJ-040,27912250,3,26/08/2023
JFC-432,84165595,3,27/08/2023
TKM-141,90237332,3,2/09/2023
ONB-903,53166028,3,29/08/2023
HFM-021,69975105,6,28/08/2023
AVM-258,77191257,6,22/08/2023
MMA-577,52097922,2,22/08/2023
FVQ-662,43053402,6,28/08/2023
ICX-503,89298238,3,5/09/2023
GBJ-693,45877001,5,27/08/2023
FEG-454,67418025,2,31/08/2023
QFP-254,12663268,5,23/08/2023
QVJ-982,41036366,4,1/09/2023
OTH-462,89863424,6,28/08/2023
EBI-299,40112594,3,21/08/2023
QHC-492,84165595,4,22/08/2023
YMU-875,45828535,5,29/08/2023
KQQ-136,32904023,1,26/08/2023
TMJ-043,69975105,6,31/08/2023
QRC-609,89863424,3,30/08/2023
ZAF-449,99842319,1,26/08/2023
BXY-119,89429489,3,2/09/2023
CRU-009,66409237,4,27/08/2023
OQI-373,78922174,3,27/08/2023
VZV-827,45783712,1,24/08/2023
YMU-875,45783712,4,4/09/2023
FVQ-662,40112594,4,3/09/2023
HLR-109,44229880,5,21/08/2023
YYU-726,67418025,6,5/09/2023
VVS-017,50365593,3,24/08/2023
CRU-009,54716824,6,27/08/2023
NSR-955,93845419,2,22/08/2023
YGV-332,77484838,3,25/08/2023
VXS-438,58187172,2,21/08/2023
XLF-273,17913944,4,27/08/2023
ZWF-661,57263719,5,26/08/2023
AQS-362,16151792,1,3/09/2023
OQI-373,95161027,1,28/08/2023
VDD-853,90365520,5,2/09/2023
JXD-139,79140840,4,1/09/2023
YJD-279,97403853,3,31/08/2023
JDC-028,87800799,5,24/08/2023
EUZ-452,79372768,5,2/09/2023
OBI-353,73914283,4,24/08/2023
VCL-867,81114108,1,26/08/2023
TXM-139,53166028,3,2/09/2023
RDT-761,45877001,5,24/08/2023
XTE-383,57690875,6,27/08/2023
SSD-176,45783712,6,2/09/2023
GBJ-693,97403853,4,30/08/2023
XSD-310,31611146,1,26/08/2023
XSD-310,71378466,3,29/08/2023
RAH-420,15561764,4,21/08/2023
AVM-258,73185299,3,30/08/2023
TZY-323,95161027,5,21/08/2023
DOV-560,57263719,4,2/09/2023
III-576,49087435,2,1/09/2023
DFJ-952,40348917,2,2/09/2023
QRC-609,79140840,5,2/09/2023
VRR-793,40348917,3,26/08/2023
LWG-915,27912250,1,22/08/2023
GLC-370,42928709,6,24/08/2023
SPR-580,20864087,1,22/08/2023
BWD-036,77191257,5,21/08/2023
XZG-521,52097922,4,3/09/2023
OTS-581,54761731,5,3/09/2023
AQS-362,15210391,2,30/08/2023
OTW-288,94080926,5,22/08/2023
TXM-139,79901434,2,26/08/2023
BWD-036,80048864,3,22/08/2023
XZG-521,26976877,3,26/08/2023
SPR-580,94080926,5,4/09/2023
OPJ-039,62324793,2,28/08/2023
ZWF-661,32565207,6,21/08/2023
KBY-991,45877001,6,30/08/2023
