M1009,1316.30,MUY GRAVE,Conducir un vehiculo con cualquiera de sus sistemas de direccion  frenos  suspension o luces en mal estado  previa inspeccion tecnica vehicular.
G2017,377.41,GRAVE,Conducir vehiculos que tengan lunas o vidrios polarizados que impidan la visibilidad del interior del vehiculo  sin la autorizacion correspondiente.
G2067,429.89,GRAVE,No ceder el paso a otros vehiculos que tienen preferencia.
M1044,270.72,MUY GRAVE,Conducir un vehiculo de la categoria L5 de la clasificacion vehicular  que no cuente con el certificado de aprobacion de inspeccion tecnica vehicular
M1016,663.26,MUY GRAVE,Circular en sentido contrario al transito autorizado
G2056,417.99,GRAVE,Abandonar el vehiculo en la via pública.
M1002,2310.06,MUY GRAVE,Conducir con presencia de alcohol en la sangre  narcoticos y/o alucinogenos por negarse al mismo.
M1048,544.44,MUY GRAVE,Efectuar maniobras y/o acciones generando danos materiales a la infraestructura o garitas de pago de peaje
M1042,602.86,MUY GRAVE,Conducir un vehiculo con la licencia de conducir vencida
G2001,368.08,GRAVE,Adelantar o sobrepasar en forma indebida a otro vehiculo
G2019,425.21,GRAVE,Conducir un vehiculo usando algún dispositivo movil u objeto portatil que implique dejar de conducir con ambas manos sobre el volante de direccion.
G2073,385.41,GRAVE,Adelantar o sobrepasar a la bicicleta u otros ciclos o al VMP  incumpliendo la obligacion de efectuar dicha maniobra por el carril de la izquierda.
M1045,546.13,MUY GRAVE,No respetar el derecho preferente de paso del/de la ciclista o del/ de la conductor/a del VMP
G2022,356.97,GRAVE,Conducir un vehiculo sin espejos retrovisores.
G2033,428.40,GRAVE,Circular en las vias publicas terrestres en donde haya una senal de ZONA DE NEBLINA sin tener las luces intermitentes de emergencia encendidas.
M1037,628.38,MUY GRAVE,Voltear en U sobre la misma calzada  en las curvas  puentes  pasos a desnivel  vias expresas  túneles  cima de cuesta  cruce ferroviario a nivel.
G2014,399.25,GRAVE,Tener la puerta  capot o maletera del vehiculo abierta  cuando el vehiculo esta en marcha.
L3004,182.63,LEVE,Utilizar el carril de giro a la izquierda para continuar la marcha en cualquier direccion que no sea la especificamente senalada.
M1014,538.95,MUY GRAVE,No detenerse al llegar a un cruce ferroviario a nivel o reiniciar la marcha sin haber comprobado que no se aproxima tren o vehiculo ferroviario
G2070,387.82,GRAVE,Circular por las vias públicas terrestres donde se encuentran instaladas garitas de peaje  sin pagar el monto del peaje.
G2040,352.29,GRAVE,Transitar lentamente por el carril de la izquierda  causando congestion o riesgo o rapidamente por el carril de la derecha.
G2011,446.98,GRAVE,Circular  estacionar o detenerse sobre una isla de encauzamientoo divisoria del transito  bermas  aceras  pasos peatonales o rampas para minusvalidos.
M1019,523.54,MUY GRAVE,Conducir vehiculos sin cumplir con las restricciones que consigna la Licencia de Conducir.
M1039,540.32,MUY GRAVE,Conducir y ocasionar un accidente de transito con danos personales inobservando las normas de transito dispuestas en el presente Reglamento.
G2066,429.96,GRAVE,Conducir un vehiculo cuyas caracteristicas registrables o condiciones tecnicas han sido modificadas  atentando contra la seguridad de los usuarios.
M1032,592.92,MUY GRAVE,Deteriorar intencionalmente  adulterar  destruir o sustraer las Placas de exhibicion  rotativa o transitoria .
G2071,362.03,GRAVE,Utilizar  mientras se conduce el vehiculo  cualquier dispositivo electronico que reproduzca imagenes o videos con fines de entretenimiento visual.
L3007,190.27,LEVE,Hacer uso de bocinas de descarga de aire comprimido en el ambito urbano.
G2068,391.39,GRAVE,Seguir a los vehiculos de emergencia y vehiculos oficiales para avanzar mas rapidamente.
M1035,628.40,MUY GRAVE,Circular  conducir u operar maquinas amarillas o verdes por las vias públicas terrestres.
M1047,520.07,MUY GRAVE,Realizar la circulacion por rutas que no forman parte de caminos  vias urbanas o del Sistema Nacional de Carreteras  evadiendo el pago del peaje
L3005,200.49,LEVE,Arrojar  depositar o abandonar objetos o sustancias en la via pública que dificulten la circulacion.
G2008,379.12,GRAVE,No utilizar el carril derecho para recoger o dejar pasajeros o carga.
M1024,587.10,MUY GRAVE,Estacionar interrumpiendo totalmente el transito
M1031,567.23,MUY GRAVE,Conducir un vehiculo sin contar con la poliza del Seguro Obligatorio de Accidentes de Transito.
G2037,378.99,GRAVE,Usar luces altas en vias urbanas o hacer mal uso de las luces.
G2003,410.24,GRAVE,Detener el vehiculo bruscamente sin motivo.
G2046,388.85,GRAVE,Estacionar a menos de tres (3) metros de las puertas de establecimientos educacionales  teatros  iglesias y hoteles.
M1003,2439.00,MUY GRAVE,Conducir un vehiculo automotor sin tener licencia de conducir o permiso provisional.
M1020,801.96,MUY GRAVE,Superar el limite maximo de velocidad establecido hasta en 10 km/h adicionales
M1040,554.21,MUY GRAVE,Conducir un vehiculo para el servicio de transporte público y ocasionar un accidente de transito con danos personales.
G2055,436.61,GRAVE,Desplazar o empujar un vehiculo bien estacionado  con el proposito de ampliar un espacio o tratar de estacionar otro vehiculo.
G2041,440.60,GRAVE,Aumentar la velocidad cuando es alcanzado por otro vehiculo que tiene la intencion de sobrepasarlo o adelantarlo.
G2004,416.07,GRAVE,No detenerse antes de la linea de parada o no respetar el derecho de paso del peaton o ciclista.
G2002,354.90,GRAVE,No hacer senales ni tomar las precauciones para girar  voltear en U  pasar de un carril de la calzada a otro o detener el vehiculo
G2061,403.13,GRAVE,Conducir un vehiculo sin tener puesto el casco de seguridad o anteojos protectores  en caso de no tener parabrisas.
M1034,652.49,MUY GRAVE,Utilizar las placas de exhibicion  rotativa o transitoria en vehiculos a los que no se encuentren asignadas.
G2015,398.94,GRAVE,No utilizar las luces intermitentes de emergencia de un vehiculo cuando se detiene por razones de fuerza mayor u obstaculizando el transito.
G2044,374.91,GRAVE,Estacionar frente a la entrada o salida de garajes  estacionamientos públicos o en las salidas de salas  espectaculos en funcionamiento.
G2024,390.26,GRAVE,Conducir un vehiculo del servicio de transporte público de pasajeros con personas de pie  si la altura interior del vehiculo no supera a 1 80 metros.
G2012,442.17,GRAVE,Girar estando el semaforo con luz roja y flecha verde  sin respetar el derecho preferente de paso de los peatones
M1022,2379.44,MUY GRAVE,Superar el limite maximo de velocidad establecido establecido en mas de 30 km/h adicionales
G2042,398.23,GRAVE,Estacionar el vehiculo en zonas prohibidas o rigidas senalizadas o sin las senales de seguridad reglamentarias en caso de emergencia.
G2074,396.96,GRAVE,Abrir o dejar abierta la puerta o capot de un vehiculo automotor  dificultando la circulacion de la bicicleta u otros ciclos o del VMP
G2016,414.10,GRAVE,Conducir un vehiculo por una via en la cual no esta permitida la circulacion o sobre mangueras contra incendios
M1021,1183.65,MUY GRAVE,Superar el limite maximo de velocidad establecido establecido en mas de 10 km/h hasta en 30 km/h adicionales
G2053,379.79,GRAVE,Estacionar un vehiculo automotor por la noche en lugares donde  por la falta de alumbrado público  se impide su visibilidad.
G2028,404.47,GRAVE,Conducir un vehiculo cuya carga o pasajeros obstruya la visibilidad de los espejos laterales.
M1010,588.93,MUY GRAVE,Abastecer de combustible un vehiculo del servicio de transporte público de pasajeros con personas a bordo del vehiculo.
G2027,344.75,GRAVE,Conducir un vehiculocon la salida del tubo de escape en la parte lateral derecha.
L3003,197.91,LEVE,Abrir o dejar abierta la puerta de un vehiculo estacionado  dificultando la circulacion vehicular.
G2034,371.82,GRAVE,Circular por la ciclovia
G2023,436.77,GRAVE,Conducir un vehiculo cuando llueve  llovizne o garúe  sin tener operativo el sistema de limpiaparabrisas.
M1023,988.72,MUY GRAVE,No respetar el limite minimo de velocidad establecido
G2005,414.66,GRAVE,No mantener una distancia suficiente  razonable y prudente  de acuerdo al tipo de vehiculo y la via por la que se conduce.
G2036,391.76,GRAVE,Remolcar vehiculos sin las medidas de seguridad.
G2020,355.07,GRAVE,Conducir un vehiculo que carezca de vidrios de seguridado que se encuentren deteriorado o con objetos que impidan la visibilidad del conductor.
G2025,433.04,GRAVE,Conducir un vehiculo con el motor en punto neutro o apagado.
M1004,4337.78,MUY GRAVE,Conducir vehiculos estando la licencia de conducir retenida  suspendida o estando inhabilitado para obtener licencia de conducir.
G2049,389.89,GRAVE,Estacionar en lugar que afecte la operatividad del servicio de transporte público de pasajeros o carga o que afecte la seguridad del transito.
M1007,1150.20,MUY GRAVE,Participar en competencias de velocidad en eventos no autorizados.
M1011,567.15,MUY GRAVE,Conducir vehiculos sin parachoque.
G2006,364.18,GRAVE,No ubicar el vehiculo con la debida anticipacion en el carril donde va efectuar el giro o volteo.
M1041,617.43,MUY GRAVE,Conducir y ocasionar un accidente de transito con lesiones graves o muerte inobservando las normas de transito dispuestas en el presente Reglamento.
G2038,444.70,GRAVE,Compartir el asiento de conducir con otra persona  animal o cosa.
G2045,420.91,GRAVE,Estacionar a una distancia menor de cinco metros de una bocacalle  de las entradas centros de asistencia medica  bomberos o de hidrantes.
G2013,378.46,GRAVE,Conducir un vehiculo con mayor número de personas al número de asientos senalado en la Tarjeta de Identificacion Vehicular
G2043,424.99,GRAVE,Estacionar o detener el vehiculo sobre la linea demarcatoria de interseccion  dentro de estas o en el crucero peatonal (paso peatonal)
M1030,2799.88,MUY GRAVE,Conducir un vehiculo que no cuente con el certificado de aprobacion de inspeccion tecnica vehicular.
G2060,436.57,GRAVE,No presentar la Tarjeta de Identificacion Vehicular; la Licencia de Conducir y/o el Documento de Identidad.
M1027,646.55,MUY GRAVE,Circular sin placas de rodaje o sin el permiso correspondiente
G2021,404.64,GRAVE,Conducir un vehiculo que no cuenta con las luces o dispositivos retrorreflectivos previstos en los reglamentos pertinentes
M1028,585.46,MUY GRAVE,No dar preferencia de paso a los vehiculos de emergencia y vehiculos oficiales cuando hagan uso de sus senales audibles y visibles
M1008,1159.22,MUY GRAVE,Permitir a un menor de edad la conduccion de un vehiculo automotor  sin autorizacion o permiso provisional.
G2058,361.03,GRAVE,Recoger o dejar pasajeros fuera de los paraderos de ruta autorizados  cuando existan.
G2026,366.43,GRAVE,Conducir un vehiculo sin portar el Certificado SOAT fisico  excepto que se cuente con certificado electronico.
G2048,365.76,GRAVE,Estacionar en zonas no permitidas por la autoridad competente  a menos de diez (10) metros de un cruce peatonal o de un paradero de buses.
G2032,361.87,GRAVE,Circular en las vias publicas urbanas por la noche sin tener encendido el sistema de luces reglamentarias.
G2057,429.10,GRAVE,Utilizar la via pública para efectuar reparaciones  salvo casos de emergencia.
M1005,2651.23,MUY GRAVE,Conducir un vehiculo con Licencia de Conducir cuya clase o categoria no corresponde al vehiculo que conduce.
G2050,444.75,GRAVE,Estacionar un omnibus  microbus  camion  remolque  volquete o furgon  en en vias públicas de zona urbana.
