V00070,P0100,UNIDAD,1,5,0%
V00017,P0029,UNIDAD,1,8,0%
V00051,P0211,PAQ50,50,8,26%
V00074,P0120,CAJA24,24,2,19%
V00025,P0027,PAQ50,50,7,26%
V00057,P0097,PAQ10,10,2,8%
V00095,P0020,UNIDAD,1,1,0%
V00038,P0063,CAJA24,24,8,19%
V00017,P0111,PAQ25,25,8,21%
V00003,P0066,UNIDAD,1,18,0%
V00053,P0002,UNIDAD,1,4,0%
V00015,P0083,UNIDAD,1,13,0%
V00063,P0010,UNIDAD,1,7,0%
V00056,P0005,PAQ50,50,2,26%
V00063,P0168,PAQ50,50,4,26%
V00094,P0038,CAJA48,48,5,23%
V00074,P0178,PAQ20,20,6,13%
V00044,P0043,UNIDAD,1,7,0%
V00087,P0121,PAQ50,50,5,26%
V00104,P0095,UNIDAD,1,9,0%
V00087,P0030,PAQ25,25,5,21%
V00043,P0037,UNIDAD,1,3,0%
V00007,P0012,UNIDAD,1,8,0%
V00017,P0009,UNIDAD,1,4,0%
V00044,P0169,UNIDAD,1,15,0%
V00099,P0195,UNIDAD,1,15,0%
V00021,P0041,UNIDAD,1,13,0%
V00040,P0185,UNIDAD,1,8,0%
V00092,P0100,PAQ50,50,6,26%
V00042,P0212,UNIDAD,1,18,0%
V00011,P0205,UNIDAD,1,7,0%
V00002,P0145,CAJA12,12,8,13%
V00077,P0093,PAQ10,10,2,8%
V00057,P0095,UNIDAD,1,3,0%
V00080,P0207,PAQ10,10,7,8%
V00011,P0194,PAQ50,50,2,26%
V00032,P0084,UNIDAD,1,8,0%
V00049,P0061,PAQ25,25,5,21%
V00078,P0060,UNIDAD,1,8,0%
V00051,P0089,UNIDAD,1,10,0%
V00010,P0182,PAQ20,20,6,13%
V00047,P0141,CAJA24,24,8,19%
V00042,P0193,UNIDAD,1,14,0%
V00089,P0088,UNIDAD,1,1,0%
V00084,P0044,CAJA12,12,1,13%
V00042,P0007,UNIDAD,1,1,0%
V00062,P0038,UNIDAD,1,11,0%
V00082,P0132,CAJA12,12,4,13%
V00106,P0123,UNIDAD,1,6,0%
V00060,P0045,UNIDAD,1,13,0%
V00034,P0043,CAJA48,48,4,23%
V00051,P0025,UNIDAD,1,10,0%
V00078,P0029,UNIDAD,1,3,0%
V00096,P0182,CAJA24,24,8,19%
V00052,P0041,UNIDAD,1,17,0%
V00089,P0182,PAQ10,10,8,8%
V00062,P0035,UNIDAD,1,4,0%
V00010,P0126,UNIDAD,1,10,0%
V00030,P0066,UNIDAD,1,14,0%
V00016,P0181,UNIDAD,1,2,0%
V00073,P0193,UNIDAD,1,3,0%
V00093,P0114,PAQ25,25,2,21%
V00015,P0206,UNIDAD,1,12,0%
V00019,P0049,PAQ25,25,2,21%
V00092,P0030,UNIDAD,1,8,0%
V00076,P0208,UNIDAD,1,15,0%
V00001,P0031,UNIDAD,1,14,0%
V00001,P0102,UNIDAD,1,4,0%
V00099,P0213,UNIDAD,1,10,0%
V00046,P0194,UNIDAD,1,9,0%
V00090,P0030,UNIDAD,1,1,0%
V00094,P0185,PAQ20,20,3,13%
V00092,P0164,UNIDAD,1,17,0%
V00061,P0139,UNIDAD,1,5,0%
V00006,P0146,UNIDAD,1,13,0%
V00080,P0176,UNIDAD,1,5,0%
V00059,P0045,UNIDAD,1,8,0%
V00025,P0132,UNIDAD,1,18,0%
V00073,P0176,PAQ20,20,1,13%
V00088,P0096,CAJA24,24,2,19%
V00098,P0121,UNIDAD,1,5,0%
V00043,P0049,PAQ20,20,4,13%
V00076,P0169,UNIDAD,1,16,0%
V00094,P0128,UNIDAD,1,11,0%
V00066,P0083,UNIDAD,1,6,0%
V00091,P0084,PAQ10,10,8,8%
V00036,P0177,UNIDAD,1,1,0%
V00050,P0172,PAQ50,50,8,26%
V00031,P0087,UNIDAD,1,15,0%
V00089,P0101,UNIDAD,1,3,0%
V00077,P0193,UNIDAD,1,15,0%
V00089,P0013,PAQ25,25,2,21%
V00051,P0143,PAQ20,20,3,13%
V00025,P0107,PAQ25,25,7,21%
V00027,P0132,UNIDAD,1,8,0%
V00073,P0147,UNIDAD,1,6,0%
V00058,P0090,PAQ20,20,2,13%
V00084,P0203,UNIDAD,1,8,0%
V00093,P0065,UNIDAD,1,13,0%
V00078,P0170,UNIDAD,1,16,0%
V00097,P0213,CAJA12,12,4,13%
V00093,P0012,UNIDAD,1,11,0%
V00034,P0026,UNIDAD,1,13,0%
V00053,P0065,CAJA48,48,7,23%
V00071,P0139,UNIDAD,1,6,0%
V00012,P0105,UNIDAD,1,4,0%
V00090,P0144,PAQ10,10,3,8%
V00065,P0001,CAJA48,48,4,23%
V00014,P0041,UNIDAD,1,5,0%
V00087,P0176,CAJA12,12,6,13%
V00020,P0143,CAJA100,100,6,33%
V00089,P0102,UNIDAD,1,17,0%
V00034,P0032,PAQ50,50,2,26%
V00031,P0161,UNIDAD,1,16,0%
V00037,P0188,CAJA12,12,2,13%
V00029,P0191,UNIDAD,1,12,0%
V00042,P0110,UNIDAD,1,15,0%
V00002,P0158,PAQ50,50,2,26%
V00042,P0063,PAQ50,50,2,26%
V00042,P0117,UNIDAD,1,15,0%
V00019,P0051,UNIDAD,1,18,0%
V00059,P0140,UNIDAD,1,16,0%
V00037,P0118,UNIDAD,1,8,0%
V00064,P0020,UNIDAD,1,1,0%
V00087,P0209,UNIDAD,1,6,0%
V00047,P0057,PAQ50,50,2,26%
V00068,P0020,UNIDAD,1,3,0%
V00093,P0007,UNIDAD,1,2,0%
V00041,P0050,UNIDAD,1,5,0%
V00054,P0083,UNIDAD,1,13,0%
V00001,P0166,CAJA24,24,7,19%
V00065,P0025,CAJA12,12,2,13%
V00003,P0107,PAQ50,50,1,26%
V00057,P0067,PAQ10,10,1,8%
V00047,P0057,UNIDAD,1,2,0%
V00073,P0037,UNIDAD,1,1,0%
V00107,P0198,UNIDAD,1,12,0%
V00079,P0019,UNIDAD,1,7,0%
V00005,P0067,UNIDAD,1,8,0%
V00035,P0119,PAQ50,50,5,26%
V00038,P0072,UNIDAD,1,1,0%
V00062,P0193,PAQ50,50,6,26%
V00068,P0169,UNIDAD,1,18,0%
V00103,P0027,UNIDAD,1,9,0%
V00035,P0021,CAJA12,12,1,13%
V00023,P0023,CAJA48,48,7,23%
V00068,P0183,UNIDAD,1,12,0%
V00008,P0038,UNIDAD,1,4,0%
V00041,P0027,UNIDAD,1,18,0%
V00090,P0041,CAJA100,100,7,33%
V00001,P0046,PAQ50,50,2,26%
V00088,P0042,UNIDAD,1,11,0%
V00062,P0118,PAQ10,10,1,8%
V00027,P0195,CAJA24,24,6,19%
V00075,P0150,CAJA24,24,1,19%
V00006,P0208,UNIDAD,1,8,0%
V00051,P0048,UNIDAD,1,9,0%
V00084,P0175,CAJA12,12,1,13%
V00008,P0184,UNIDAD,1,14,0%
V00055,P0110,UNIDAD,1,4,0%
V00104,P0075,UNIDAD,1,5,0%
V00101,P0077,PAQ10,10,4,8%
V00038,P0209,CAJA24,24,5,19%
V00028,P0049,UNIDAD,1,11,0%
V00084,P0053,CAJA12,12,5,13%
V00034,P0198,UNIDAD,1,9,0%
V00103,P0159,UNIDAD,1,10,0%
V00003,P0136,UNIDAD,1,13,0%
V00006,P0151,UNIDAD,1,15,0%
V00096,P0090,UNIDAD,1,13,0%
V00060,P0033,UNIDAD,1,1,0%
V00091,P0013,CAJA48,48,4,23%
V00010,P0135,UNIDAD,1,17,0%
V00020,P0043,UNIDAD,1,13,0%
V00009,P0088,UNIDAD,1,10,0%
V00002,P0154,PAQ50,50,7,26%
V00014,P0076,UNIDAD,1,15,0%
V00042,P0101,UNIDAD,1,13,0%
V00065,P0187,PAQ20,20,4,13%
V00034,P0054,CAJA48,48,3,23%
V00049,P0183,UNIDAD,1,10,0%
V00022,P0177,PAQ50,50,4,26%
V00102,P0201,UNIDAD,1,8,0%
V00005,P0017,PAQ20,20,4,13%
V00017,P0038,UNIDAD,1,15,0%
V00039,P0135,UNIDAD,1,6,0%
V00055,P0202,UNIDAD,1,9,0%
V00013,P0106,CAJA12,12,6,13%
V00044,P0091,UNIDAD,1,1,0%
V00070,P0056,CAJA12,12,5,13%
V00063,P0024,PAQ50,50,4,26%
V00100,P0030,UNIDAD,1,8,0%
V00092,P0151,CAJA24,24,3,19%
V00014,P0181,CAJA100,100,5,33%
V00055,P0067,UNIDAD,1,8,0%
V00089,P0141,CAJA48,48,8,23%
V00093,P0066,UNIDAD,1,10,0%
V00065,P0030,UNIDAD,1,3,0%
V00025,P0031,UNIDAD,1,7,0%
V00030,P0111,CAJA12,12,7,13%
V00076,P0094,PAQ25,25,3,21%
V00006,P0116,UNIDAD,1,6,0%
V00049,P0033,UNIDAD,1,11,0%
V00103,P0018,CAJA12,12,3,13%
V00060,P0183,CAJA100,100,7,33%
V00082,P0169,PAQ50,50,4,26%
V00005,P0095,UNIDAD,1,15,0%
V00048,P0122,PAQ50,50,5,26%
V00062,P0211,UNIDAD,1,13,0%
V00052,P0172,CAJA24,24,4,19%
V00088,P0078,UNIDAD,1,13,0%
V00107,P0070,PAQ20,20,4,13%
V00072,P0126,CAJA24,24,6,19%
V00029,P0152,UNIDAD,1,4,0%
V00092,P0177,PAQ10,10,4,8%
V00058,P0200,UNIDAD,1,10,0%
V00037,P0113,UNIDAD,1,12,0%
V00043,P0139,PAQ25,25,6,21%
V00036,P0166,PAQ20,20,3,13%
V00094,P0002,UNIDAD,1,7,0%
V00013,P0078,UNIDAD,1,1,0%
V00096,P0204,UNIDAD,1,3,0%
V00040,P0120,UNIDAD,1,3,0%
V00068,P0048,PAQ50,50,1,26%
V00059,P0132,UNIDAD,1,6,0%
V00095,P0041,UNIDAD,1,12,0%
V00096,P0124,CAJA12,12,2,13%
V00096,P0027,UNIDAD,1,12,0%
V00093,P0031,PAQ20,20,1,13%
V00032,P0119,UNIDAD,1,14,0%
V00082,P0135,UNIDAD,1,7,0%
V00107,P0115,CAJA12,12,8,13%
V00026,P0128,UNIDAD,1,5,0%
V00085,P0058,PAQ10,10,2,8%
V00102,P0099,UNIDAD,1,9,0%
V00018,P0210,UNIDAD,1,4,0%
V00049,P0007,CAJA12,12,1,13%
V00105,P0105,UNIDAD,1,13,0%
V00062,P0204,UNIDAD,1,18,0%
V00097,P0034,PAQ20,20,4,13%
V00031,P0034,UNIDAD,1,8,0%
V00099,P0067,UNIDAD,1,6,0%
V00072,P0194,PAQ20,20,4,13%
V00104,P0115,UNIDAD,1,2,0%
V00086,P0064,PAQ10,10,8,8%
V00080,P0180,PAQ50,50,4,26%
V00107,P0192,UNIDAD,1,14,0%
V00092,P0071,UNIDAD,1,1,0%
V00022,P0070,PAQ20,20,6,13%
V00013,P0204,UNIDAD,1,6,0%
V00061,P0139,PAQ25,25,5,21%
V00025,P0102,UNIDAD,1,5,0%
V00086,P0007,PAQ20,20,8,13%
V00085,P0052,UNIDAD,1,10,0%
V00048,P0109,UNIDAD,1,8,0%
V00105,P0094,PAQ20,20,3,13%
V00076,P0114,UNIDAD,1,3,0%
V00085,P0004,CAJA24,24,5,19%
V00054,P0019,CAJA12,12,5,13%
V00070,P0084,UNIDAD,1,7,0%
V00003,P0083,UNIDAD,1,1,0%
V00036,P0174,PAQ25,25,5,21%
V00083,P0191,PAQ50,50,5,26%
V00014,P0038,CAJA100,100,5,33%
V00032,P0181,CAJA24,24,8,19%
V00090,P0067,UNIDAD,1,3,0%
V00019,P0072,UNIDAD,1,8,0%
V00004,P0007,UNIDAD,1,8,0%
V00023,P0011,UNIDAD,1,6,0%
V00042,P0119,UNIDAD,1,2,0%
V00010,P0188,CAJA24,24,3,19%
V00042,P0208,UNIDAD,1,9,0%
V00079,P0046,PAQ25,25,1,21%
V00083,P0101,UNIDAD,1,8,0%
V00085,P0165,UNIDAD,1,10,0%
V00054,P0178,UNIDAD,1,18,0%
V00026,P0047,UNIDAD,1,13,0%
V00035,P0165,CAJA100,100,6,33%
V00016,P0108,UNIDAD,1,6,0%
V00024,P0192,UNIDAD,1,3,0%
V00039,P0184,UNIDAD,1,8,0%
V00060,P0170,UNIDAD,1,9,0%
V00025,P0060,PAQ20,20,7,13%
V00048,P0182,PAQ20,20,8,13%
V00081,P0139,UNIDAD,1,12,0%
V00082,P0201,PAQ25,25,8,21%
V00022,P0197,CAJA24,24,1,19%
V00040,P0155,UNIDAD,1,3,0%
V00086,P0069,UNIDAD,1,8,0%
V00020,P0190,UNIDAD,1,8,0%
V00042,P0015,UNIDAD,1,8,0%
V00052,P0077,CAJA12,12,4,13%
V00074,P0055,UNIDAD,1,2,0%
V00039,P0148,CAJA12,12,7,13%
V00102,P0078,PAQ10,10,7,8%
V00003,P0036,UNIDAD,1,3,0%
V00006,P0165,UNIDAD,1,7,0%
V00044,P0143,UNIDAD,1,1,0%
V00098,P0056,CAJA100,100,1,33%
V00026,P0010,PAQ50,50,2,26%
V00028,P0020,UNIDAD,1,3,0%
V00103,P0105,PAQ10,10,5,8%
V00099,P0024,CAJA12,12,6,13%
V00072,P0091,UNIDAD,1,12,0%
V00035,P0001,UNIDAD,1,8,0%
V00071,P0028,UNIDAD,1,7,0%
V00026,P0067,UNIDAD,1,10,0%
V00096,P0108,CAJA48,48,5,23%
V00045,P0058,PAQ20,20,3,13%
V00085,P0130,CAJA48,48,5,23%
V00056,P0140,CAJA48,48,7,23%
V00068,P0100,UNIDAD,1,10,0%
V00005,P0141,UNIDAD,1,5,0%
V00015,P0203,UNIDAD,1,3,0%
V00083,P0161,CAJA100,100,3,33%
V00082,P0136,CAJA100,100,5,33%
V00080,P0122,UNIDAD,1,10,0%
V00107,P0180,PAQ25,25,4,21%
V00052,P0199,UNIDAD,1,9,0%
V00094,P0142,UNIDAD,1,14,0%
V00082,P0170,UNIDAD,1,3,0%
V00009,P0048,CAJA24,24,1,19%
V00049,P0058,UNIDAD,1,6,0%
V00031,P0131,CAJA100,100,8,33%
V00042,P0110,UNIDAD,1,8,0%
V00106,P0206,UNIDAD,1,9,0%
V00011,P0078,UNIDAD,1,1,0%
V00006,P0124,PAQ25,25,3,21%
V00064,P0094,CAJA24,24,2,19%
V00027,P0203,CAJA12,12,7,13%
V00009,P0141,CAJA100,100,6,33%
V00041,P0157,CAJA100,100,5,33%
V00072,P0102,PAQ50,50,6,26%
V00053,P0109,UNIDAD,1,12,0%
V00089,P0213,PAQ25,25,8,21%
V00041,P0002,CAJA48,48,8,23%
V00049,P0166,UNIDAD,1,12,0%
V00100,P0025,UNIDAD,1,14,0%
V00026,P0092,UNIDAD,1,17,0%
V00018,P0101,PAQ50,50,5,26%
V00074,P0004,CAJA24,24,5,19%
V00093,P0079,UNIDAD,1,2,0%
V00021,P0016,CAJA24,24,4,19%
V00066,P0142,UNIDAD,1,18,0%
V00074,P0046,CAJA12,12,8,13%
V00017,P0028,UNIDAD,1,14,0%
V00081,P0086,PAQ20,20,1,13%
V00063,P0055,CAJA12,12,3,13%
V00060,P0144,UNIDAD,1,3,0%
V00085,P0010,UNIDAD,1,7,0%
V00031,P0031,PAQ25,25,1,21%
V00017,P0169,UNIDAD,1,2,0%
V00011,P0159,UNIDAD,1,12,0%
V00054,P0121,UNIDAD,1,8,0%
V00017,P0006,UNIDAD,1,18,0%
V00097,P0128,PAQ50,50,4,26%
V00001,P0192,CAJA48,48,7,23%
V00039,P0069,PAQ25,25,6,21%
V00069,P0137,UNIDAD,1,6,0%
V00074,P0142,UNIDAD,1,13,0%
V00069,P0016,UNIDAD,1,15,0%
V00031,P0185,CAJA48,48,6,23%
V00012,P0057,UNIDAD,1,10,0%
V00094,P0129,CAJA12,12,4,13%
V00012,P0211,UNIDAD,1,7,0%
V00002,P0181,CAJA24,24,4,19%
V00033,P0157,PAQ50,50,7,26%
V00084,P0071,CAJA12,12,3,13%
V00098,P0028,PAQ10,10,8,8%
V00012,P0110,CAJA48,48,5,23%
V00004,P0054,UNIDAD,1,9,0%
V00072,P0172,UNIDAD,1,6,0%
V00057,P0042,PAQ25,25,7,21%
V00007,P0030,PAQ10,10,8,8%
V00015,P0002,UNIDAD,1,15,0%
V00017,P0152,UNIDAD,1,4,0%
V00015,P0154,PAQ10,10,2,8%
V00059,P0033,CAJA24,24,7,19%
V00038,P0011,CAJA100,100,6,33%
V00101,P0200,UNIDAD,1,15,0%
V00020,P0035,UNIDAD,1,12,0%
V00030,P0009,UNIDAD,1,13,0%
V00047,P0118,UNIDAD,1,7,0%
V00050,P0070,UNIDAD,1,11,0%
V00015,P0047,UNIDAD,1,2,0%
V00069,P0168,CAJA24,24,8,19%
V00053,P0180,UNIDAD,1,14,0%
V00061,P0033,UNIDAD,1,5,0%
V00051,P0019,UNIDAD,1,16,0%
V00043,P0202,CAJA12,12,2,13%
V00008,P0192,UNIDAD,1,13,0%
V00015,P0047,UNIDAD,1,17,0%
V00103,P0021,UNIDAD,1,7,0%
V00090,P0060,UNIDAD,1,17,0%
V00062,P0061,UNIDAD,1,17,0%
V00040,P0037,PAQ25,25,3,21%
V00093,P0057,UNIDAD,1,8,0%
V00067,P0213,PAQ50,50,3,26%
V00089,P0186,UNIDAD,1,4,0%
V00015,P0117,UNIDAD,1,12,0%
V00103,P0147,UNIDAD,1,2,0%
V00062,P0180,UNIDAD,1,5,0%
V00086,P0070,UNIDAD,1,5,0%
V00009,P0099,UNIDAD,1,9,0%
V00088,P0113,UNIDAD,1,18,0%
V00001,P0074,PAQ20,20,8,13%
V00034,P0150,UNIDAD,1,1,0%
V00093,P0056,UNIDAD,1,9,0%
V00041,P0156,UNIDAD,1,4,0%
V00003,P0106,UNIDAD,1,3,0%
V00011,P0177,PAQ50,50,1,26%
V00106,P0030,CAJA24,24,1,19%
V00085,P0013,CAJA24,24,4,19%
V00078,P0060,PAQ25,25,8,21%
V00047,P0135,CAJA48,48,4,23%
V00095,P0058,PAQ10,10,3,8%
V00064,P0005,UNIDAD,1,2,0%
V00089,P0080,CAJA100,100,1,33%
V00050,P0027,UNIDAD,1,16,0%
V00092,P0022,CAJA100,100,5,33%
V00104,P0095,CAJA24,24,5,19%
V00046,P0119,CAJA12,12,4,13%
V00051,P0062,PAQ50,50,1,26%
V00102,P0204,UNIDAD,1,6,0%
V00065,P0016,UNIDAD,1,10,0%
V00107,P0156,PAQ25,25,4,21%
V00004,P0064,UNIDAD,1,16,0%
V00017,P0152,UNIDAD,1,1,0%
V00090,P0054,UNIDAD,1,7,0%
V00038,P0017,CAJA24,24,4,19%
V00033,P0178,UNIDAD,1,7,0%
V00098,P0039,PAQ50,50,8,26%
V00107,P0131,UNIDAD,1,2,0%
V00085,P0054,UNIDAD,1,16,0%
V00066,P0047,UNIDAD,1,10,0%
V00035,P0034,CAJA12,12,6,13%
V00015,P0112,PAQ50,50,1,26%
V00025,P0099,PAQ25,25,1,21%
V00035,P0103,UNIDAD,1,12,0%
V00029,P0132,UNIDAD,1,3,0%
V00033,P0008,PAQ20,20,8,13%
V00022,P0207,UNIDAD,1,12,0%
V00101,P0143,UNIDAD,1,18,0%
V00099,P0129,UNIDAD,1,2,0%
V00061,P0188,UNIDAD,1,2,0%
V00040,P0029,UNIDAD,1,8,0%
V00063,P0182,UNIDAD,1,15,0%
V00065,P0105,UNIDAD,1,18,0%
V00038,P0090,UNIDAD,1,4,0%
V00089,P0157,UNIDAD,1,1,0%
V00027,P0166,UNIDAD,1,11,0%
V00017,P0075,UNIDAD,1,17,0%
V00080,P0026,UNIDAD,1,12,0%
V00006,P0030,PAQ10,10,5,8%
V00008,P0039,CAJA48,48,6,23%
V00075,P0129,PAQ10,10,6,8%
V00019,P0156,UNIDAD,1,6,0%
V00004,P0184,CAJA48,48,1,23%
V00085,P0065,UNIDAD,1,10,0%
V00044,P0084,UNIDAD,1,6,0%
V00020,P0163,PAQ25,25,5,21%
V00103,P0181,CAJA48,48,6,23%
V00024,P0051,CAJA24,24,6,19%
V00013,P0028,UNIDAD,1,11,0%
V00037,P0126,UNIDAD,1,5,0%
V00070,P0131,UNIDAD,1,6,0%
V00050,P0090,UNIDAD,1,5,0%
V00067,P0033,PAQ20,20,2,13%
V00086,P0049,PAQ10,10,8,8%
V00069,P0186,UNIDAD,1,7,0%
V00064,P0034,UNIDAD,1,2,0%
V00049,P0161,UNIDAD,1,17,0%
V00075,P0052,UNIDAD,1,11,0%
V00022,P0036,UNIDAD,1,15,0%
V00089,P0077,CAJA24,24,4,19%
V00080,P0090,UNIDAD,1,14,0%
V00033,P0052,PAQ20,20,6,13%
V00004,P0080,UNIDAD,1,1,0%
V00045,P0145,UNIDAD,1,18,0%
V00028,P0166,CAJA100,100,8,33%
V00078,P0186,CAJA48,48,8,23%
V00038,P0116,UNIDAD,1,1,0%
V00076,P0125,UNIDAD,1,12,0%
V00047,P0010,PAQ50,50,8,26%
V00095,P0071,UNIDAD,1,14,0%
