1,1,Master Ball,The best Poke Ball with the ultimate level of performance. With it, you will catch any wild Pokemon without fail.,1
4,61,X Sp. Atk,An item that sharply boosts the Sp. Atk stat of a Pokemon during a battle. It wears off once the Pokemon is withdrawn.,4
4,62,X Sp. Def,An item that sharply boosts the Sp. Def stat of a Pokemon during a battle. It wears off once the Pokemon is withdrawn.,4
5,63,Poke Doll,A doll that attracts the attention of a Pokemon. It guarantees escape from any battle with wild Pokemon.,5
5,64,Fluffy Tail,A toy that attracts the attention of a Pokemon. It guarantees escape from any battle with wild Pokemon.,5
5,65,Blue Flute,A flute made from blue glass that awakens sleeping Pokemon.,5
5,66,Yellow Flute,A flute made from yellow glass that snaps Pokemon out of confusion.,5
5,67,Red Flute,A flute made from red glass that snaps Pokemon out of infatuation.,5
5,68,Black Flute,A flute made from black glass. It makes it easier to encounter strong Pokemon in the place you use it.,5
5,69,White Flute,A flute made from white glass. It makes it easier to encounter weak Pokemon in the place you use it.,5
5,70,Shoal Salt,Salt that you found inside Shoal Cave.,5
5,71,Shoal Shell,A seashell that you found inside Shoal Cave.,5
5,72,Red Shard,A small red shard. It appears to be a fragment of some sort of implement made long ago.,5
5,73,Blue Shard,A small blue shard. It appears to be a fragment of some sort of implement made long ago.,5
5,74,Yellow Shard,A small yellow shard. It appears to be a fragment of some sort of implement made long ago.,5
5,75,Green Shard,A small green shard. It appears to be a fragment of some sort of implement made long ago.,5
5,76,Super Repel,An item that prevents any low-level wild Pokemon from jumping out at you for a while. It lasts longer than Repel.,5
5,77,Max Repel,An item that prevents any low-level wild Pokemon from jumping out at you for a while. It lasts longer than Super Repel.,5
5,78,Escape Rope,A long and durable rope. Use it to escape instantly from a cave or a dungeon.,5
5,79,Repel,An item that prevents any low-level wild Pokemon from jumping out at you for a while.,5
5,80,Sun Stone,A peculiar stone that can make certain species of Pokemon evolve. It burns as red as the evening sun.,5
5,81,Moon Stone,A peculiar stone that can make certain species of Pokemon evolve. It is as black as the night sky.,5
5,82,Fire Stone,A peculiar stone that can make certain species of Pokemon evolve. The stone has a fiery orange heart.,5
5,83,Thunder Stone,A peculiar stone that can make certain species of Pokemon evolve. It has a distinct thunderbolt pattern.,5
5,84,Water Stone,A peculiar stone that can make certain species of Pokemon evolve. It is the blue of a pool of clear water.,5
5,85,Leaf Stone,A peculiar stone that can make certain species of Pokemon evolve. It has an unmistakable leaf pattern.,5
6,86,Tiny Mushroom,A very small and rare mushroom. It’s popular with a certain class of collectors and sought out by them.,6
6,87,Big Mushroom,A very large and rare mushroom. It’s popular with a certain class of collectors and sought out by them.,6
6,88,Pearl,A rather small pearl that has a very nice silvery sheen to it. It can be sold cheaply to shops.,6
6,89,Big Pearl,A rather large pearl that has a very nice silvery sheen. It can be sold to shops for a high price.,6
6,90,Stardust,Lovely red sand that flows between the fingers with a loose, silky feel. It can be sold at a low price to shops.,6
6,91,Star Piece,A small shard of a beautiful gem that demonstrates a distinctly red sparkle. It can be sold at a high price to shops.,6
6,92,Nugget,A nugget of the purest gold that gives off a lustrous gleam in direct light. It can be sold at a high price to shops.,6
6,93,Heart Scale,A pretty, heart-shaped scale that is extremely rare. Some people are happy to receive one.,6
6,94,Honey,A sweet honey with a lush aroma that attracts wild Pokemon when it is used in tall grass, in caves, or on special trees.,6
6,95,Growth Mulch,A fertilizer for growing Berries. However, it appears to be unsuitable for the soil in the Hoenn region and has no effect.,6
6,96,Damp Mulch,A fertilizer for growing Berries. However, it appears to be unsuitable for the soil in the Hoenn region and has no effect.,6
6,97,Stable Mulch,A fertilizer for growing Berries. However, it appears to be unsuitable for the soil in the Hoenn region and has no effect.,6
6,98,Gooey Mulch,A fertilizer for growing Berries. However, it appears to be unsuitable for the soil in the Hoenn region and has no effect.,6
6,99,Root Fossil,A fossil from a prehistoric Pokemon that once lived in the sea. It looks as if it could be part of a plant’s root.,6
6,100,Claw Fossil,A fossil from a prehistoric Pokemon that once lived in the sea. It appears to be a fragment of a claw.,6
6,101,Helix Fossil,A fossil from a prehistoric Pokemon that once lived in the sea. It might be a piece of a seashell.,6
6,102,Dome Fossil,A fossil from a prehistoric Pokemon that once lived in the sea. It could be a shell or carapace.,6
6,103,Old Amber,A piece of amber that still contains the genetic material of an ancient Pokemon. It’s clear with a tawny, reddish tint.,6
6,104,Armor Fossil,A fossil from a prehistoric Pokemon that once lived on the land. It looks to be from some kind of protective collar.,6
6,105,Skull Fossil,A fossil from a prehistoric Pokemon that once lived on the land. It appears as though it’s part of a head.,6
6,106,Rare Bone,A rare bone that is extremely valuable for the study of Pokemon archeology. It can be sold for a high price to shops.,6
6,107,Shiny Stone,A peculiar stone that can make certain species of Pokemon evolve. It shines with a dazzling light.,6
6,108,Dusk Stone,A peculiar stone that can make certain species of Pokemon evolve. It holds shadows as dark as can be.,6
6,109,Dawn Stone,A peculiar stone that can make certain species of Pokemon evolve. It sparkles like a glittering eye.,6
6,110,Oval Stone,A peculiar stone that can make certain species of Pokemon evolve. It’s as round as a Pokemon Egg.,6
6,111,Odd Keystone,A vital item that is needed to keep a stone tower from collapsing. Voices can be heard from it occasionally.,6
6,112,Griseous Orb,A glowing orb to be held by Giratina. It boosts the power of Dragon- and Ghost-type moves when it is held.,6
