Sacriel,19/12/2023,13/8/2025,1002681105,5573,672403,LJ1024
dakotaz,17/12/2022,20/8/2025,978947160,7112,4520305,SJ1094
Stray228,10/6/2023,19/8/2025,972961650,10290,773712,NO1070
AdmiralBulldog,14/3/2023,17/8/2025,972317520,6198,694253,VO1090
pokimane,21/7/2022,22/8/2025,964334055,16026,5367605,KI1011
lestream,6/2/2021,18/8/2025,955346835,3652,883706,DT1007
ybicanoooobov,13/4/2021,18/8/2025,938816460,8255,523512,RD1020
Method,14/4/2021,14/8/2025,905107560,4135,401400,QU1003
Nightblue3,20/4/2022,22/8/2025,899215845,7234,2641880,CW1089
EsfandTV,5/12/2021,24/8/2025,888938940,4393,471970,OR1066
shroud,20/12/2023,13/8/2025,888505170,29612,7744066,DT1007
NOBRU,1/5/2021,14/8/2025,888211260,22070,1549722,RD1020
buster,13/8/2023,18/8/2025,884353800,14195,1087377,FE1044
Scarra,2/3/2021,22/8/2025,864157695,6060,1242014,LB1029
Baiano,8/5/2022,14/8/2025,859718520,9229,425797,AZ1074
tmxk319,26/8/2022,13/8/2025,857951685,7173,427926,RL1050
WePlayEsport_RU,23/10/2023,21/8/2025,853324635,8627,346934,NO1070
elded,18/2/2023,14/8/2025,853049385,7699,2601858,VG1046
LPL,9/1/2023,17/8/2025,850636305,17573,502467,IC1059
juansguarnizo,10/3/2023,13/8/2025,849083325,6039,1204773,NN1099
Rakin,19/1/2021,16/8/2025,842581305,5333,1258173,RL1050
SolaryHS,18/7/2023,17/8/2025,827452485,1802,149073,PK1026
Cellbit,9/1/2021,27/8/2025,817373955,8264,1293451,IC1059
dota2ti_ru,25/1/2022,19/8/2025,812538090,126232,541644,NO1070
uzra,16/10/2022,21/8/2025,812362125,3683,185506,MD1058
OverwatchLeague,9/11/2023,21/8/2025,805163370,33132,1796619,IR1081
Thijs,26/11/2023,21/8/2025,794621265,7180,755116,OR1066
Swagg,6/12/2021,13/8/2025,790021440,6309,784966,VD1067
TeePee,6/11/2023,15/8/2025,789698115,4410,520519,TP1087
LVNDMARK,11/4/2022,22/8/2025,788421150,3688,248829,WT1016
Agraelus,2/11/2023,19/8/2025,779867430,4642,414951,BC1084
BLASTPremier,24/5/2023,27/8/2025,753808200,24689,501371,NN1099
cloakzy,8/12/2021,22/8/2025,748023225,6743,2138294,MK1092
aceu,27/2/2023,21/8/2025,744620970,6328,859439,HV1056
shuteye_orange,1/1/2021,26/8/2025,728551080,2217,85247,XG1006
Elraenn,19/7/2022,14/8/2025,726379485,13224,1223076,UW1039
Elajjaz,3/10/2022,16/8/2025,726000045,4922,346566,OA1052
CDNThe3rd,5/9/2023,24/8/2025,722562675,4919,2009972,AG1091
POW3Rtv,7/7/2021,19/8/2025,721548885,3836,1080764,NO1070
IzakOOO,22/12/2021,15/8/2025,717096330,4463,1461767,VG1046
DreadzTV,11/9/2023,16/8/2025,715644660,6249,675908,HV1056
ddahyoni,18/8/2022,23/8/2025,711864630,4534,322895,VX1069
WePlayEsport_EN,5/6/2022,25/8/2025,704823000,6127,175061,LO1049
ElmiilloR,17/8/2021,23/8/2025,686456910,5163,426716,CW1089
Squeezie,21/10/2022,25/8/2025,667977780,19260,2149306,AN1079
allkeyshop_tv,25/4/2021,16/8/2025,663185955,1361,67472,XC1072
Domingo,14/2/2022,23/8/2025,662502810,11423,829700,AE1038
PlayHearthstone,11/11/2023,17/8/2025,661075170,13154,825727,BK1048
ESL_DOTA2,6/4/2023,13/8/2025,661049190,4714,337177,RO1019
Kitboga,8/2/2023,13/8/2025,656365305,7394,772055,LH1004
DansGaming,1/8/2021,24/8/2025,653181210,3270,817365,TB1073
mobilmobil,28/7/2023,21/8/2025,652685055,5303,446426,OA1052
Destiny,23/10/2023,19/8/2025,650910525,3894,571183,AN1079
woowakgood,8/1/2022,25/8/2025,650364705,4100,591500,MD1058
RATIRL,13/8/2023,25/8/2025,649761570,4420,423002,TZ1002
bratishkinoff,12/8/2021,24/8/2025,646333065,10626,1128907,PA1054
Yogscast,4/12/2023,16/8/2025,644580630,1384,961860,DN1001
lol_ambition,18/5/2022,24/8/2025,639445965,5332,362297,NS1035
jukes,1/12/2022,25/8/2025,628079220,8165,1327059,BC1084
muse_tw,24/8/2022,20/8/2025,625892895,1397,121053,KK1093
Shlorox,3/4/2021,18/8/2025,625142130,5216,331632,DU1053
coscu,9/3/2023,22/8/2025,622424175,8919,1865296,DQ1021
dogdog,12/11/2022,19/8/2025,622199835,5856,594239,BA1060
chocoTaco,9/3/2022,15/8/2025,620395515,3846,1134153,DN1001
Locklear,28/1/2022,13/8/2025,619247415,5512,824676,DT1007
blusewilly_retry,16/10/2022,26/8/2025,618755280,5941,374480,BC1084
Amouranth,3/5/2022,23/8/2025,618067800,2560,1707804,XL1061
UberHaxorNova,25/8/2022,22/8/2025,615472275,3247,421256,KF1077
Sfory,16/5/2023,16/8/2025,612617325,3197,457502,AK1034
Giantwaffle,19/11/2021,26/8/2025,612594165,3429,878934,GW1036
ZanoXVII,18/9/2021,26/8/2025,610609920,6073,514866,KO1014
zilioner,23/2/2022,23/8/2025,601906185,5843,465887,DA1063
SkipNhOLIVE,19/4/2021,22/8/2025,600910875,1196,324765,TB1073
Kamet0,19/2/2021,19/8/2025,600882645,4560,565661,IC1059
MYM_ALKAPONE,26/2/2022,26/8/2025,599850495,5948,770535,HV1056
jinu6734,20/2/2022,15/8/2025,597275955,4710,274875,NU1040
imaqtpie,1/6/2021,21/8/2025,596368095,3478,2652018,VO1090
x2Twins,22/7/2022,25/8/2025,595707975,4167,1288969,TP1087
C_a_k_e,14/3/2022,19/8/2025,588662010,4403,302633,TB1073
SmiteGame,9/2/2023,26/8/2025,586925850,1588,535211,VB1096
RatedEpicz,13/12/2021,26/8/2025,582401145,3336,134757,UE1057
wtcN,21/6/2022,14/8/2025,582125625,7438,1852272,KO1014
Anton,22/4/2021,25/8/2025,581034300,3199,207484,WT1016
benjyfishy,1/11/2023,22/8/2025,580787955,14423,1739112,BY1022
StarLadder5,12/1/2021,18/8/2025,580541850,13089,1029203,NN1099
Reborn_Live,14/12/2023,16/8/2025,578122875,17488,697007,CY1025
CasinoDaddy,25/12/2023,27/8/2025,577240710,2168,151098,AE1038
H2P_Gucio,27/6/2023,18/8/2025,575998575,3581,220488,ZU1045
Xayoo_,16/6/2022,27/8/2025,575138175,6091,572789,BY1022
Jinnytty,7/12/2023,13/8/2025,569601090,3607,372334,BQ1023
KendineMuzisyen,9/6/2023,17/8/2025,567374295,9583,1372290,ZU1045
Jahrein,4/8/2022,19/8/2025,566176425,8929,1422862,RN1030
Mathil1,2/7/2022,19/8/2025,561997440,3953,293595,DU1053
Greekgodx,20/9/2021,20/8/2025,561616335,7083,1278824,DU1053
Brunenger,25/1/2021,21/8/2025,559915035,2844,659652,HW1033
ClassyBeef,13/2/2021,26/8/2025,558883590,1941,108623,TB1073
Diegosaurs,2/12/2022,25/8/2025,558587535,4150,521201,CW1089
BobRoss,26/8/2022,13/8/2025,558170835,2175,1519266,HV1056
Nick28T,6/9/2021,26/8/2025,556741020,3024,977377,OZ1085
nokduro,19/10/2022,18/8/2025,555637890,4040,165823,LO1049
GMHikaru,7/12/2022,20/8/2025,554249955,7155,505361,TZ1002
SkipNhO,24/11/2022,27/8/2025,553663800,3875,1076499,AN1079
jovirone,28/11/2023,24/8/2025,553283745,5632,1089830,VS1083
Chap,26/2/2022,18/8/2025,550951215,3430,1272899,OA1052
kimdoe,10/6/2022,21/8/2025,549244755,4062,287639,DA1063
RebirthzTV,6/9/2021,27/8/2025,548041425,4629,276694,EW1042
Klean,10/11/2021,25/8/2025,545108145,2801,276242,HW1033
godjj,14/4/2022,15/8/2025,544706325,4378,331744,MI1015
Gladd,21/8/2022,23/8/2025,543954570,2779,337972,DU1053
CSRuHub,10/7/2021,14/8/2025,540556545,5044,511431,BY1022
CriticalRole,28/10/2022,19/8/2025,539495145,17689,571210,GW1036
Vinesauce,17/8/2023,27/8/2025,536989080,6125,442493,ET1065
lol_woolf,19/1/2022,27/8/2025,532969650,9633,308528,KS1031
Mithrain,26/7/2023,19/8/2025,530456265,4990,1258713,NL1008
EWROON,15/5/2022,18/8/2025,526660590,5172,514693,DQ1021
ludwig,19/10/2023,24/8/2025,525883695,5368,542580,YC1062
RduLIVE,25/7/2023,25/8/2025,525737445,3953,234884,DB1005
Hiko,10/7/2022,15/8/2025,523057245,5268,1001350,ZU1045
FENGRUSH,17/7/2022,19/8/2025,521568750,4985,95643,BY1022
Chess,27/11/2023,19/8/2025,521511525,5767,326118,OR1066
72hrs,17/8/2022,15/8/2025,519458565,3756,1024814,KS1095
TwitchRivals,19/6/2023,21/8/2025,516113670,14509,999480,CW1089
a541021,22/2/2023,14/8/2025,516009420,3105,207369,LH1004
hashinshin,21/1/2022,14/8/2025,515812965,2483,570621,CG1051
JoshOG,4/9/2023,22/8/2025,510984165,2957,1748928,RD1020
B0aty,5/1/2023,25/8/2025,510323715,3152,516113,ZG1043
AustinShow,1/8/2021,24/8/2025,509643945,24739,840624,OR1066
39daph,16/11/2021,19/8/2025,509052375,3766,505362,LJ1024
scump,22/1/2022,22/8/2025,506838930,6789,893010,ET1065
flurry1989,24/8/2022,26/8/2025,505333050,3859,169505,BA1060
Kyle,26/3/2023,20/8/2025,501208575,3059,182260,BK1048
SummonersInnLive,24/12/2023,17/8/2025,499421415,6328,503346,QA1080
Aydan,21/11/2023,24/8/2025,495563580,3507,1701314,KF1077
Faker,17/8/2023,24/8/2025,492835710,29414,2716270,RD1020
Mongraal,8/3/2023,19/8/2025,492733995,18180,2951980,DA1063
2chamcham2,21/7/2021,18/8/2025,490230510,5107,489270,XG1006
EmadGG,18/12/2023,19/8/2025,487281450,2741,702744,NL1008
pacific8815,24/9/2023,14/8/2025,483895050,3992,171858,UM1000
FolagorLives,1/6/2022,26/8/2025,482387190,5032,786983,BQ1023
lilypichu,27/1/2022,16/8/2025,477949200,8407,1363222,VG1046
mistermv,9/11/2021,25/8/2025,476597370,6627,479900,XG1006
Bonjwa,5/1/2023,13/8/2025,473157810,1802,123954,UM1000
KingGeorge,19/7/2022,19/8/2025,472786395,2914,767727,NU1040
KingRichard,8/2/2022,25/8/2025,472405995,3312,1536757,YC1062
melharucos,2/2/2022,25/8/2025,468792120,3519,328473,BA1060
INSCOPE21TV,9/5/2023,26/8/2025,468467130,7554,658658,IC1059
JohnPitterTV,4/10/2021,27/8/2025,461605275,900,286184,DU1053
Zizaran,27/7/2021,16/8/2025,460519830,2552,267004,ZG1043
imls,5/6/2023,15/8/2025,460332570,5621,392024,PC1086
TSM_ImperialHal,16/12/2021,13/8/2025,459076530,3550,302593,TM1088
jdm2088,16/11/2021,15/8/2025,458883255,15405,276488,AN1082
Ramee,5/1/2023,19/8/2025,457242510,2825,132642,HV1056
Towelliee,25/8/2023,15/8/2025,453487500,2392,705098,NA1098
SPYGEA,25/9/2023,16/8/2025,452479680,3131,222046,KI1011
FollowGrubby,4/3/2023,13/8/2025,451910415,3365,430649,CW1089
Amar,14/4/2023,25/8/2025,449223195,4207,604374,BY1022
mch_AGG,28/1/2021,17/8/2025,443328990,884,219431,VB1096
IWillDominate,23/4/2022,14/8/2025,442870530,4591,797244,NU1040
Nadeshot,3/12/2023,20/8/2025,440331540,7985,1472104,UW1039
buddha,28/8/2023,15/8/2025,438460680,3184,247303,BQ1023
Deadlyslob,28/4/2021,22/8/2025,438143850,3088,315637,QC1012
failverde,6/8/2022,24/8/2025,437353350,2348,169973,MI1015
zrush,10/4/2021,21/8/2025,436243530,3084,180412,HV1056
HoneyMad,5/7/2022,13/8/2025,434971635,6394,533250,OZ1085
ESAMarathon,2/1/2023,16/8/2025,433329345,1460,244440,CY1025
Nmplol,5/9/2021,27/8/2025,429213420,6767,455444,ET1065
relaxing234,27/7/2022,23/8/2025,428279160,8405,258402,LD1032
Doigby,4/12/2023,15/8/2025,428267280,6829,1068260,HV1056
Sequisha,7/10/2022,13/8/2025,426325350,2540,252495,CW1089
HusKerrs,17/4/2023,23/8/2025,425044665,3247,361360,ET1065
yapyap30,5/3/2022,27/8/2025,422278350,9306,301033,QA1080
Elwind,2/8/2022,16/8/2025,421436625,7165,703464,IC1059
Shiphtur,19/5/2023,14/8/2025,420316860,3414,709343,QC1012
BarbarousKing,21/7/2022,22/8/2025,419187600,2244,159402,MI1015
alexelcapo,7/6/2021,18/8/2025,418413015,5772,680023,NA1098
moistcr1tikal,12/6/2021,17/8/2025,415091820,3977,1166681,NS1035
Rush,17/12/2023,21/8/2025,412717875,4731,542991,QR1018
LosPollosTV,20/5/2022,15/8/2025,411900525,5671,476096,DB1005
DreamLeague,2/7/2023,16/8/2025,411414600,1751,349054,KB1047
Voyboy,26/9/2022,13/8/2025,411274050,4632,1251182,KO1014
BastiGHG,21/6/2023,24/8/2025,410621295,2733,507730,GW1036
DatModz,24/6/2021,16/8/2025,409985220,1753,270720,LD1032
dafran,14/1/2023,14/8/2025,408885990,4319,599036,ZU1045
yeTz,18/7/2021,15/8/2025,408478725,4221,849972,TM1088
Aurateur,23/10/2021,22/8/2025,407829960,2492,142427,UW1039
pokelawls,19/10/2022,14/8/2025,407214675,3352,668807,AG1091
ziGueira,7/4/2023,27/8/2025,407188275,3203,529814,BK1048
A_Seagull,10/2/2021,15/8/2025,407156655,4193,1028544,KF1077
koil,8/11/2022,27/8/2025,403848390,2791,299033,BQ1071
PAGO3,7/12/2022,22/8/2025,402836460,2326,425072,NA1098
Llobeti4,4/3/2021,26/8/2025,402468465,3410,648084,SJ1094
xargon0731,9/2/2023,21/8/2025,401439255,2549,283232,QA1080
itsHafu,12/11/2021,26/8/2025,400822020,3276,787371,QU1003
shongxbong,18/3/2023,27/8/2025,400635750,7656,845158,BQ1071
StaysafeTV,9/1/2022,16/8/2025,399746130,2876,149648,AK1034
Loeya,26/2/2022,19/8/2025,398289900,2635,1233300,KB1047
RiotGamesJP,23/8/2023,26/8/2025,390922410,13675,141684,ZG1043
btssmash,9/4/2023,19/8/2025,389890800,1061,216558,FE1044
PietSmiet,8/12/2022,17/8/2025,387717165,4147,576903,KB1047
Payo,1/9/2022,16/8/2025,385755615,2772,175503,IC1059
Shotz,18/7/2022,25/8/2025,385739280,2523,159763,QA1080
silphtv,16/12/2021,20/8/2025,385176540,1891,309065,ZU1045
m0xyy,1/11/2022,17/8/2025,384746505,2431,461534,TZ1002
LexVeldhuis,16/2/2022,23/8/2025,380251830,4939,244467,RL1050
NateHill,6/11/2021,26/8/2025,379971075,3311,1055613,VS1083
Shaunz,26/4/2023,21/8/2025,379800060,3791,148568,DB1005
Emongg,19/1/2023,19/8/2025,379682235,2228,504653,UM1000
fl0m,16/8/2022,25/8/2025,379633995,1931,658323,WT1016
AsmodaiTV,17/2/2021,22/8/2025,379345935,2796,247056,VO1090
Homyatol,14/4/2023,24/8/2025,378734925,4826,375749,BQ1023
Grimmmz,12/7/2021,25/8/2025,377312595,2153,1001739,HW1033
aXtLOL,6/5/2021,23/8/2025,376430955,4991,763886,LB1029
boyMinORu,26/4/2023,17/8/2025,376358805,2717,367223,PY1041
just_ns,5/8/2023,16/8/2025,376209315,3969,341549,LN1013
BurkeBlack,13/7/2021,13/8/2025,372767025,2154,276421,CY1025
Trick2g,8/11/2023,19/8/2025,371417130,2650,1476226,AN1082
FORMAL,13/2/2023,25/8/2025,369971310,2391,512592,MD1058
Fortnite,1/5/2021,25/8/2025,369166335,28584,3558217,XC1072
Magic,10/11/2023,25/8/2025,362552205,5123,365714,AE1038
Xari,14/11/2023,13/8/2025,361741665,4841,269447,OA1052
RocketBeansTV,16/10/2023,20/8/2025,360858030,696,416018,VB1096
ANGRYPUG,19/4/2022,14/8/2025,360278835,1892,366463,XC1072
MarcaoRX,5/4/2022,24/8/2025,359273445,1258,166594,QU1003
yamatonjp,4/9/2021,15/8/2025,359095725,2269,179920,OR1066
btscsgo,7/9/2021,25/8/2025,357966315,6530,219539,MJ1009
Skyyart,3/5/2021,22/8/2025,356907810,2311,598579,DQ1021
gratis150ml,17/6/2023,20/8/2025,356697420,1801,741652,QT1017
ShivFPS,19/12/2023,19/8/2025,355389630,1782,236407,DB1005
Ponce,11/3/2022,17/8/2025,355091505,3043,242969,TZ1002
Distortion2,27/7/2023,13/8/2025,354144315,1953,314170,MI1015
boxbox,10/8/2022,26/8/2025,353396640,2717,1717150,KS1031
rkdwl12,27/5/2023,24/8/2025,353381040,2484,507418,NA1098
TheKAIRI78,14/9/2021,18/8/2025,353046060,6795,885915,MJ1009
RiotGamesRU,3/4/2021,13/8/2025,352700745,19753,173861,DT1007
FPSThailand,24/4/2023,27/8/2025,351025410,2260,390579,LB1029
naseongkim,7/3/2022,26/8/2025,350120640,1584,103260,YC1062
obm1025,4/12/2022,17/8/2025,346276365,3563,428179,LO1049
singsing,28/1/2022,17/8/2025,346171920,2735,572005,AE1038
BlackUFA,25/4/2022,27/8/2025,345166455,3889,279922,LD1032
QuattroAce,25/12/2021,16/8/2025,342273825,1696,157620,BC1084
bateson87,11/10/2022,17/8/2025,342162660,3344,598678,ET1065
Staiy,12/11/2021,22/8/2025,341874270,3711,259624,AN1082
polsatgames,18/2/2021,15/8/2025,340417455,5695,141026,KS1095
NymN,18/11/2021,23/8/2025,340095510,3402,241746,CV1064
orangemorange,15/4/2022,20/8/2025,338213940,2653,261139,KF1077
MinosTV_,21/1/2021,15/8/2025,338084550,2034,204605,AG1091
NairoMK,2/1/2021,22/8/2025,335695215,3054,339545,DQ1021
109ace,3/7/2021,19/8/2025,335311860,2202,166726,MJ1009
UnknownxArmy,1/6/2023,21/8/2025,333869670,3735,850944,DB1005
s1mple,9/10/2022,26/8/2025,333097410,12723,1681884,KS1031
bysTaXx,11/6/2023,17/8/2025,331965075,6210,1093212,DQ1021
Sjow,5/1/2021,18/8/2025,331726155,2189,240206,KI1011
hardgamechannel,3/7/2021,16/8/2025,331308960,5711,786562,CV1064
scoped,22/12/2021,21/8/2025,330160515,5165,731808,NA1098
VooDooSh,2/5/2022,27/8/2025,329448660,2519,85678,CV1064
WELOVEGAMES,8/3/2022,19/8/2025,328935150,2761,413458,KB1047
StereOnline,27/8/2022,17/8/2025,327697680,785,327645,NO1070
keanelol,28/6/2022,16/8/2025,327242790,2176,162917,OR1066
sal_gu,17/5/2021,22/8/2025,326488155,2663,164092,LJ1024
sips_,4/11/2023,13/8/2025,325731015,2984,430755,LH1004
ESL_CSGOb,19/4/2021,17/8/2025,325637220,5114,575769,EW1042
kyo1984123,15/5/2023,19/8/2025,325018110,1516,135687,BC1084
midbeast,25/8/2023,17/8/2025,324433515,2652,330060,KI1011
Alexby11,15/9/2022,16/8/2025,323225055,5331,1448018,II1076
Tumblurr,21/7/2022,24/8/2025,322841490,3846,353687,WT1016
Veritas,4/5/2023,17/8/2025,320121405,1595,182492,RO1019
daltoosh,12/3/2021,16/8/2025,319194420,2038,241602,RO1019
ELoTRiX,27/12/2022,16/8/2025,319051995,5620,895851,OR1066
TSM_Viss,23/5/2021,13/8/2025,316437645,2668,762778,DB1005
Anthony_Kongphan,12/3/2023,23/8/2025,316366395,1858,462128,AZ1074
modestal,5/9/2021,26/8/2025,316203420,5660,323364,BY1022
yumyumyu77,28/1/2021,21/8/2025,315613800,4496,309322,RK1027
XEWER,6/3/2021,16/8/2025,315398565,1660,455056,XG1006
blxckoutz,8/2/2022,15/8/2025,314656260,2566,482061,KB1047
EASPORTSFIFA,21/6/2022,26/8/2025,313078095,24395,1287954,TP1087
ALOHADANCETV,23/1/2021,21/8/2025,312898725,4288,555334,EB1075
rudbeckia7,6/9/2023,14/8/2025,311520135,2478,212053,AN1082
Flashpoint,10/4/2021,16/8/2025,311325840,11713,93616,DB1005
Steelmage,17/11/2023,13/8/2025,311218875,1696,60987,DN1001
RoyalPhunk,9/12/2021,20/8/2025,311093010,2934,204451,NA1098
Overpow,4/6/2023,20/8/2025,309892665,2004,254516,NN1099
NeVeR_LosEs,3/12/2023,15/8/2025,309559170,3680,200953,OZ1085
AvoidingThePuddle,10/4/2021,27/8/2025,309117315,3893,336181,PA1054
Ko0416,16/7/2023,21/8/2025,307823730,1515,108784,LH1004
Dota2ruhub2,25/8/2022,14/8/2025,307331445,5158,248277,WT1016
Slushpuppy,18/9/2021,23/8/2025,307001595,1560,122486,UW1039
itmeJP,3/5/2021,22/8/2025,306920835,2079,369273,CY1025
JesusAVGN,8/1/2021,27/8/2025,306076605,3838,682899,VX1069
tarzaned,28/6/2022,27/8/2025,306010080,4159,388878,MD1058
Mickalow,10/10/2023,16/8/2025,305967975,1830,864324,YC1062
UNLOSTV,26/6/2023,14/8/2025,304599090,12171,1585519,AE1038
resttpowered,17/11/2023,15/8/2025,304222200,2072,252184,IR1081
Felps,3/5/2023,23/8/2025,303435945,3109,844681,IR1081
Doublelift,9/5/2021,17/8/2025,301917225,13364,1389835,TM1088
kss7749,20/8/2023,26/8/2025,301790445,2403,170718,ET1065
Kiwo,14/8/2022,25/8/2025,299469345,1243,296481,VB1096
adolfz,11/10/2022,19/8/2025,299235990,4926,294217,WC1010
LigaPro1,9/2/2022,24/8/2025,298828170,1149,30986,NA1098
knekro,13/10/2021,24/8/2025,298811910,2912,260728,KF1077
Savjz,11/7/2021,19/8/2025,298693050,3401,542892,YC1062
BobbyPoffGaming,25/1/2021,21/8/2025,298668465,1254,125803,IC1059
