ab7f2910,Can someone please help me understand [Castro_1021 loltyler1] how to do trading properly?
7e152bd1,[stylishnoob4 Maximilian_DOOD] That is a hilarious situation laughing.
14c9f6c0,I still have 37 of them [Trainwreckstv dota2ti] I'm so glad I bought them laughing.
373221e6,Oh my goodness laughing out loud [GRONKH SypherPK] that's amazing!
d0589dbc,[ZeratoR SilverName] Congratulations on getting the icon you wanted.
373221e6,That's our friend Jake [Sacriel dakotaz] who is always so funny.
481e859f,How can you call an icon a crappy player? [Stray228 AdmiralBulldog]
373221e6,That comment about the icon was actually pretty funny. [pokimane lestream]
83eb002b,Jake I've missed seeing you in the stream chat [ybicanoooobov Method].
d349dfb1,Will you be able to get TOTS VVD later on? [Nightblue3 EsfandTV]
d0589dbc,This is ridiculous [shroud NOBRU] lol.
d03c8078,[buster Scarra] Please give Telles the number 13 on his jersey.
3d3e843f,Yes Jake we are all so happy you are back <3 [Baiano tmxk319].
e0355853,Is that Jake? Oh my goodness [WePlayEsport_RU elded] it's so great to see you.
14c9f6c0,That's our famous Jake [LPL juansguarnizo] the one who is always here laughing.
d23826b9,[Rakin SolaryHS] Of course it's Michael Owen mate he's such a legend.
6d379a9a,Jake is the best streamer ever [Cellbit dota2ti_ru] we all love him.
3d3e843f,I thought you had died or something [uzra OverwatchLeague] welcome back my friend.
14c9f6c0,I think he honestly deserves to be unbanned [Thijs Swagg] in my opinion laughing.
d23826b9,It is you are right about that. [TeePee LVNDMARK]
d036de7c,You should try putting Ronaldo on the wing and Silva at CAM. [Agraelus BLASTPremier]
bf4326a7,I think Ronaldo is best when he's at CAM [cloakzy aceu].
605d8716,You should use the 4-1-2-1-2 formation and swap the center backs [shuteye_orange Elraenn].
605d8716,That's a great tip thank you very much [Elajjaz CDNThe3rd].
14c9f6c0,cheer100 we should start a campaign to #unbanjake [POW3Rtv IzakOOO].
7e152bd1,Putting Ronaldo at CAM is a waste of a good striker [DreadzTV ddahyoni].
d0589dbc,It feels like EA made that menu to just troll you sarcastic [WePlayEsport_EN ElmiilloR].
27f84979,laughing out loud this is hilarious! [Squeezie allkeyshop_tv]
f385274f,Militao has a 2-star weak foot so use him on the right [Domingo PlayHearthstone].
3d3e843f,At this point Jake is just a meme now to be honest [ESL_DOTA2 Kitboga].
808b6695,Is that the kid who makes 10 accounts a day just to get into the stream? [DansGaming mobilmobil]
14c9f6c0,That is so ridiculous laughing. [Destiny woowakgood]
373221e6,Jake is the goat we all know that's true [RATIRL bratishkinoff].
605d8716,Hahaha that is just too funny laughing out loud [Yogscast lol_ambition].
373221e6,That's wrong you shouldn't say that about Jake [jukes muse_tw].
840b424d,You should put Militao on the right side of the pitch [Shlorox coscu].
373221e6,Everyone knows Jake is the goat [dogdog chocoTaco] he's the greatest of all time.
3d3e843f,Yep I completely agree with you on that one [Locklear blusewilly_retry] laughing.
808b6695,That's a sick legend to get from the pack [Amouranth UberHaxorNova].
c02778fb,Can you please adjust the kit numbers for the players? [Sfory Giantwaffle]
e0355853,I think we are gonna get absolutely smashed in this game. [ZanoXVII zilioner]
964cc88c,Please sort out the kit numbers for the players. [SkipNhOLIVE Kamet0]
f385274f,Can you please give Bernardo Silva a hunter chemistry style? [MYM_ALKAPONE jinu6734]
82bc92f5,Which player is better TOTS Lacazette or TOTS Aguero? [imaqtpie x2Twins]
db892075,Tell me about the players you got in your red picks. [C_a_k_e SmiteGame]
3d3e843f,Laughing he is probably half of the 8000 follows [RatedEpicz wtcN] to be honest.
373221e6,It only took us two hours to get a game [Anton benjyfishy] laughing out loud.
fb77a079,We have nearly 500 viewers watching the stream let's go! [StarLadder5 Reborn_Live]
0d983dbc,Finally we are getting to play a game after all this waiting. [CasinoDaddy H2P_Gucio]
d0589dbc,Hopefully we can get a game before the three-hour mark [Xayoo_ Jinnytty].
d03c8078,You should give Telles the number 13 because that's his real number you dummy. [KendineMuzisyen Jahrein]
27f84979,Let's go it's finally time for some gameplay. [Mathil1 Greekgodx]
3d3e843f,It's about time we started playing sarcastic [Brunenger ClassyBeef].
e781d0f0,In the future will you get TOTY Virgil van face or Varane? [Diegosaurs BobRoss]
cc984e31,You are playing Bernardo as a CDM [Nick28T nokduro] that's a bit strange.
964cc88c,Please fix the kit numbers on the player jerseys. [GMHikaru SkipNhO]
d036de7c,You're wasting Ronaldo by putting him at CAM he should be an outside CAM or striker [jovirone Chap].
3d3e843f,Imagine just playing menus with 500 viewers sarcastic [kimdoe RebirthzTV].
840b424d,Militao can't pass on his left foot so put him on the right side. [Klean godjj]
35a21fb9,Why has Lacazette got Aubameyang's squad number on his jersey? [Gladd CSRuHub]
808b6695,What's your in-game setup for the team? [CriticalRole Vinesauce]
35a21fb9,Oh never mind you already changed it [lol_woolf Mithrain].
605d8716,I just changed it for the chemistry so the players link up [EWROON ludwig].
808b6695,Set up the team for an offensive playstyle please. [RduLIVE Hiko]
cc984e31,Lazzo61 oh alright that makes sense. [FENGRUSH Chess]
3d3e843f,We've reached 522 viewers let's go! [72hrs TwitchRivals]
636111cd,Am I the only one that tries to have accurate kit numbers or am I weird? [a541021 hashinshin]
1037e6f7,To troll him you should give Ronaldo something other than number 7 [JoshOG B0aty].
bf4326a7,Do you think Arsenal should sell their player Mesut Ozil? [AustinShow 39daph]
27f84979,Would you sell Lacazette for a 94 Neymar? [scump flurry1989]
e781d0f0,Will you get TOTY Virgil van face or Varane in the future? [Kyle SummonersInnLive]
373221e6,Now that Mass is big time we will all be forgotten about. [Aydan Faker]
82bc92f5,Who is better for CAM TOTS Laca or TOTS Aguero? [Mongraal 2chamcham2]
4c5ed759,From now on I am back again to make his life miserable. [EmadGG pacific8815]
24dff7db,Nah it's not just you I do the exact same thing [FolagorLives lilypichu].
9498f716,I'm so lucky I just got a red 92 Militao in my premium FUT Champions SBC. [mistermv Bonjwa]
3d3e843f,Welcome back we're all so happy to see you here again. [KingGeorge KingRichard]
48711904,I hope that the new team in action dominates this game. [melharucos INSCOPE21TV]
2f9c31c6,I was the first one to comment on the stream let's go! [JohnPitterTV Zizaran]
636111cd,I'm so glad I'm not the only one that is doing that. [imls TSM_ImperialHal]
7e152bd1,I'm going to fight you [jdm2088 Ramee] so you better stop right now.
3d3e843f,I have missed you so much [Towelliee SPYGEA] my little cutie.
373221e6,Holy crap that is so unbelievable! [FollowGrubby Amar]
e0355853,Look who is back again [mch_AGG IWillDominate] our favorite person.
d03c8078,J E S U S what is this player doing? [Nadeshot buddha]
373221e6,Ahahahahaha that is just so funny! [Deadlyslob failverde]
e0355853,He's back again we all missed him so much. [zrush HoneyMad]
3d37399a,You are acting like a manager you should make a change. [ESAMarathon Nmplol]
373221e6,I can't believe how incredible that team is. [relaxing234 Doigby]
e0355853,Jake is back everyone tell all of your friends. [Sequisha HusKerrs]
605d8716,Hahahaha that is just too hilarious! [yapyap30 Elwind]
ea0c7c5d,Laughing out loud that was so easy! [Shiphtur BarbarousKing]
e0355853,Friend just kidding don't take it seriously. [alexelcapo moistcr1tikal]
3d3e843f,Thank you for the follow [Rush LosPollosTV] and it's our friend Jake laughing.
481e859f,He's obviously a professional player a pro. [DreamLeague Voyboy]
605d8716,I'm staying up late tonight because tomorrow there is no school. [BastiGHG DatModz]
de2f7017,Hello everyone in the chat [dafran yeTz] how are you all doing?
808b6695,We need to start a movement to #letjakefree. [Aurateur pokelawls]
2f9c31c6,Please be quiet and listen to the streamer. [ziGueira A_Seagull]
636111cd,We need to start a hashtag #givejakemod. [koil PAGO3]
840b424d,There's a pro that uses that badge this might be him. [Llobeti4 xargon0731]
636111cd,Bruh I can't believe what's happening. [itsHafu shongxbong]
373221e6,Kieran has banned so many random people in the chat. [StaysafeTV Loeya]
636111cd,biblethump I am so sad about this. [RiotGamesJP btssmash]
373221e6,Kieran has banned so many random channels for no reason. [PietSmiet Payo]
3d3e843f,You seem to be new to this whole mod thing sarcastic. [Shotz silphtv]
22c07609,Will you try TOTY Messi this FIFA or can you not afford him? [m0xyy LexVeldhuis]
18e28048,Who is this Jake person lmao? [NateHill Shaunz]
2f9c31c6,I would argue that they didn't deserve to be banned. [Emongg fl0m]
4e083e06,This guy is playing very well and dominating the game. [AsmodaiTV Homyatol]
e0355853,That person is a legend in the FIFA community. [Grimmmz aXtLOL]
3d3e843f,That's just a random legend in the stream chat. [boyMinORu just_ns]
2f9c31c6,Are you Jake? I'm just checking you sexy bum. [BurkeBlack Trick2g]
cf95348a,I got some really great players from my red picks. [FORMAL Fortnite]
04990488,I just got here so what did I miss? [Magic Xari]
d036de7c,Are you playing with a drop-back defensive style? [RocketBeansTV ANGRYPUG]
ead2e84f,Hey guys hey guys what's going on in the stream? [MarcaoRX yamatonjp]
373221e6,Ok I understand what you mean. [btscsgo Skyyart]
3d3e843f,Please say something Jake we all want to hear from you. [gratis150ml ShivFPS]
48711904,Okay that's definitely a professional player or something like that. [Ponce Distortion2]
373221e6,I am so happy with my red picks. [boxbox rkdwl12]
546b961f,Bro why are there so many guys named Luis in this stream? [TheKAIRI78 RiotGamesRU]
3d3e843f,Talk to us we want to hear what you have to say. [FPSThailand naseongkim]
0d983dbc,The sweat is real in this game it's so competitive. [obm1025 singsing]
808b6695,He's obviously a Silva 2 finisher come on Mass. [BlackUFA QuattroAce]
b2c77a02,Can I get a chance or what? [bateson87 Staiy] This is making me tired.
f385274f,You should go with a high depth because it helps your defense. [polsatgames NymN]
3d3e843f,No I don't think that is the right thing to do. [orangemorange MinosTV_]
cc984e31,Laughing out loud that's so funny! [NairoMK 109ace]
cc984e31,Joarwinston don't bully the new player that's mean. [UnknownxArmy s1mple]
e0355853,Please stop bullying Jake he's a good kid. [bysTaXx Sjow]
98c15224,Laughing it's our friend Jake again! [hardgamechannel scoped]
636111cd,I'm better than this guy and I finish bronze 3 in Weekend League sarcastic. [VooDooSh WELOVEGAMES]
373221e6,Paying my respects to the player you lost. [StereOnline keanelol]
3d3e843f,Laughing that is just too funny. [sal_gu sips_]
3d3e843f,Finally my first Jake ban of the day sarcastic sorry Jake. [ESL_CSGOb kyo1984123]
d036de7c,Lol your depth is so low you should change it. [midbeast Alexby11]
4e083e06,Can you please tell us what the current song is? [Tumblurr Veritas]
373221e6,Where is the guy that scammed Kieran? I want to see him. [daltoosh ELoTRiX]
2f9c31c6,Jake is getting shot down quicker than Malaysia Airlines Flight 370. [TSM_Viss Anthony_Kongphan]
373221e6,I want to unban him he seems like a decent lad. [modestal yumyumyu77]
b6ee695e,The gameplay in this game looks very quick which is great. [XEWER blxckoutz]
4e083e06,Please tell us what the current song is. [EASPORTSFIFA ALOHADANCETV]
373221e6,He seems like a decent lad so you should unban him. [rudbeckia7 Flashpoint]
3d3e843f,You seem to be way gone from reality my friend. [Steelmage RoyalPhunk]
2f9c31c6,Shaking my head I can't believe this is happening. [Overpow NeVeR_LosEs]
abd14a11,You're playing against a fellow Romanian Mass which is cool. [AvoidingThePuddle Ko0416]
