AAceYT,4803190504,39346.86,2856020,GTA V
XStormLOL,5509857892,28788.89,7760231,PUBG
IGamerXD,2494659639,13015.85,2337551,Fortnite
PStormHD,3768966624,29982.87,8286894,Fortnite
IDrakePro,4320917864,39523.57,7426561,PUBG
SFireHD,2087612460,5753.74,9321457,CS2
ABladeHD,5983598441,39942.55,8528808,JustChatting
XToxic24,6547105477,32192.39,1388642,MTG
AToxicLOL,1295809193,13466,1674740,CODWarzone
TNovaTV,3541049610,10506.33,1328150,MTG
AWolfLOL,2470286431,18571.35,2850317,CS2
SNova_,6011215439,25731.62,6539204,Minecraft
VGamer24,4945363597,5627.92,689184,CS2
XBladeLive,7786099874,21084.79,3414236,GTA V
SToxicLOL,1730446629,8249.31,9063041,Minecraft
XToxicLOL,3748538311,28111.55,8702016,Fortnite
PBladeYT,2842029529,5903.54,2467481,PUBG
IAceLive,7584107690,32101.85,7994532,CS2
NSniperYT,7737678673,16434.42,2195315,LeagueOfLegends
NToxicLive,5270930779,32762.9,3476037,Valorant
ZFireZone,5093502435,37516.26,2332799,CS2
TFireZone,2510864005,29998.33,3653661,CODWarzone
TFireHD,4866224613,36601.07,4660358,Minecraft
NGamerTV,6404687255,8630.95,8027904,Valorant
TStormTV,2238224246,22261.7,2525312,GTA V
PAce24,4361107381,17644.76,7998375,GTA V
ANovaHD,1014422076,28263.2,4586044,CS2
SNova24,1466542634,7001.84,4081289,CODWarzone
IToxicTV,7378173885,11710.55,5886869,CODWarzone
XNovaHD,4758251075,9584.4,1483417,LeagueOfLegends
KBladeZone,4378534477,16937.08,3360935,LeagueOfLegends
SFireLive,1380801068,31516.65,8225360,GTA V
SWolfLive,3634342045,15498.15,6512904,PUBG
ASniperHD,4582048938,18932.03,1161069,CODWarzone
ZAceTV,1414226594,22265.83,3638124,Valorant
NAce24,6993149186,19113.59,2970890,Fortnite
ZFireHD,2595239510,6966.73,3588833,MTG
SFireLOL,2462230785,39497.75,8657057,CODWarzone
KNovaTV,5751299609,25719.75,3133628,CS2
NStormPro,5831259939,37608.96,6459295,PUBG
SFireYT,7424488032,39945.77,1494797,Fortnite
NGamerYT,4197106131,7975.96,8760233,CS2
ZSniperLOL,6237958309,34388.65,6823166,JustChatting
ZAceYT,4945536619,30737.33,6400543,Fortnite
IGamerLOL,1084385846,21992.75,3068532,CODWarzone
XDrakeLOL,7528058239,32191.67,6612106,CODWarzone
IAceYT,7431578058,35671.01,8360833,Minecraft
TDrakePro,4748216017,35311.08,3217607,Fortnite
KFire24,6589217460,6376.05,2659504,Minecraft
ABladePro,6715101580,15491.27,7192254,GTA V
ZGamerLive,6257440718,27999.98,6932066,Valorant
ZAce_,2207289703,15952.25,6224865,LeagueOfLegends
TSniperLive,3534672945,25221.29,4705262,CODWarzone
SToxic_,5495554480,32513.14,3746267,Minecraft
ADrakeTV,5313320536,30326.37,6631744,Minecraft
KNovaLOL,4631022756,20604.5,1013376,GTA V
NSniper24,1151837991,31450.2,4148831,GTA V
PAcePro,3555702788,33767.84,8780359,CS2
ISniperLive,4129444107,39644.11,2735580,MTG
SBladeXD,5424872754,12141.75,5338102,MTG
NStormLive,1222671286,25423.32,5608602,PUBG
NWolfPro,7816618350,20802.81,4648478,PUBG
ZNova_,2253781134,22006.38,5453585,JustChatting
AToxicHD,7893941122,18838.78,6380098,CS2
XDrakeZone,5577405269,28957.23,2002796,GTA V
TToxic_,2047992998,11486.33,1219862,LeagueOfLegends
SFireTV,7889584641,34431.22,5284031,MTG
KFireLive,2477452673,6313.28,1664136,JustChatting
KStormTV,4822196376,26887,7654869,Valorant
VFireTV,5884615694,24680.23,8594742,Fortnite
KBladeYT,2636949987,29718.97,4771111,Minecraft
PAce_,4924568710,29418.04,9039188,CS2
PGamer_,3134799033,24980.47,1977385,JustChatting
XSniperYT,1146423808,7594.31,8997838,PUBG
PBladeZone,2449102093,26739.73,2629884,CODWarzone
PGamerTV,2034365229,16024.97,7768471,CODWarzone
IAce24,2356982851,5252.96,6099810,GTA V
VBladeYT,6495062584,13010.07,4084264,GTA V
NDrakeLive,4136056136,27477.81,4053852,GTA V
VWolf_,6919733172,38253.52,1502007,MTG
PBladeXD,6104966147,8800.13,2906323,Valorant
ZGamerHD,3349201514,10364.39,9204240,PUBG
VFireZone,1983032260,36502.79,7970932,PUBG
PStormLive,5975516907,32661.74,2517151,PUBG
NGamer_,3417524023,32565.84,2007884,MTG
VAceLive,7023021039,16075.61,9043717,JustChatting
XNovaXD,4052952761,27491.23,4292895,LeagueOfLegends
IDrakeHD,2144403326,16526.52,7889785,GTA V
NDrakeXD,5126981190,14617.64,4665326,GTA V
PWolfZone,3300994026,28297.53,4339510,GTA V
TFireXD,4407208206,9796.47,2037622,Fortnite
AWolfHD,4299017198,7479.06,6495531,Valorant
TGamerXD,4650503355,21504.67,9010771,Minecraft
ANovaLOL,7836642928,18561.03,3253040,Minecraft
NStorm_,3259103680,11742.1,1164605,LeagueOfLegends
