muse_tw,01070678665989b18271ad25a1f1da6f92dbb457 because thats his number you dummy kappa
YoDa,2 mil on fitness holyyyyyy
KingRichard,thank you for the follow and its jake lul
scoped,poor shot
Voyboy,c57408f5ed00cc1bd11a04622cad08a16549f988 there was no reason for that
Mickalow,https://www twitch tv/realedwin
WELOVEGAMES,why is your depth so damn low lul
Anthony_Kongphan,bernardo better than best lul lul
pokimane,jake is tbe
VooDooSh,f433d424bd4dbc1f0c0f5f106476b26e4a757008 playing him with 94 laporte on shadow
FolagorLives,what did he sayy
Shaunz,01070678665989b18271ad25a1f1da6f92dbb457 custom tactics and instructions
moistcr1tikal,rip
juansguarnizo,c57408f5ed00cc1bd11a04622cad08a16549f988 lul
LVPes,i literally jake put something and instantly it's banned lul
ESL_CSGO,can someone help me with trading
daltoosh,go high depth bro 01070678665989b18271ad25a1f1da6f92dbb457
JesusAVGN,https://www twitch tv/realedwin
blxckoutz,tots goretzka would solve the cdm problem
singsing,013e821f4abd3315b33607ba2cb49e56f79ab646 to the death pus
ybicanoooobov,he deserves to be unbanned imo lul
muse_tw,ggggg
MinosTV_,that militao is a hack
Grimmmz,i hav 2 5m to improve
midbeast,u can set cr7 to stay up front
Locklear,goooaaalazooooooooooooooooooooo
SkipNhO,he's on the ropes
NeVeR_LosEs,#bestandonlymod kappa
MarcaoRX,why david luiz
XEWER,c57408f5ed00cc1bd11a04622cad08a16549f988 i'm disappointed w/ you
Sjow,okay im gonna go watch the game now
Smurfdomuca,i think you should go for a high/ high player for pogba like tots wijnaldum
AvoidingThePuddle,lul
bratishkinoff,rewards
POW3Rtv,masss how are you
Ko0416, i'd probably use anchor on laporte and shadow on vvd personally
Dota2ruhub2,c57408f5ed00cc1bd11a04622cad08a16549f988 come to sweden then
FORMAL,013e821f4abd3315b33607ba2cb49e56f79ab646 didnt feel like you spammed enough
ZeratoR,jake?!? <3
Dota2ruhub2,rewards
MarcaoRX,01070678665989b18271ad25a1f1da6f92dbb457 tactics
nokduro,675de720c3b5aee1fa2c091e20fac68ef4814ae6 nice try
hanryang1125,send en beskjed
RoyalPhunk,im like a gold2/1 player
CasinoDaddy,give ronaldo something other than 7 to troll him
Locklear,about time kappa
ONSCREEN,yes another one
aXtLOL,can i get a chance or what :z :z
itsHafu,build a nice team to experience this gameplay sums up the game
Quin69,triple team haha
Reborn_Live,record ban c57408f5ed00cc1bd11a04622cad08a16549f988
Distortion2,sellout
Shaunz,bro why is there so many luis guys in this stream including me thres like a solid 4-5
jdm2088,hi
sonycast_,respect him
StaysafeTV,0e8bbf3683ed63f53e2dd8b79cf977a5d4015ccc ok
dafran,massnalaca massnalaca massnalaca massnalaca
ddahyoni,kit numbers
H2P_Gucio,do u think arsenal should sell ozil
NickEh30,c57408f5ed00cc1bd11a04622cad08a16549f988 i have 37 of them lul
Tfue,5110 people in here pogchamp
SaltyBet,c3e9b20869a4efc9487232e339ee8a45751d79a0 who are you kappa
Veritas,remember when mass didn't want to use gullit at cdm
mistermv,friend fsfsffs
flurry1989,m a n a g e r
SaltyBet,fe69e9e340e5eb5aeb1ab8ba2ec524c6a33ff9e2 i would go vvd but stones is still decent
Llobeti4,a954227235571316131abb831a9fba6d5131b94a what did the patch said
yeTz,record
Tumblurr,`we've conquered all of europe `we're never gonna stop `from paris down to turkey `we've won the
bysTaXx,record ban c57408f5ed00cc1bd11a04622cad08a16549f988
daltoosh,i tbh dont mind timed finishing
2chamcham2,rewards
BastiGHG,lul mass is not your guy for things like that lul as long as you dont want to lose coins
gratis150ml,lul
Deadlyslob,lul
AdmiralBahroo,you got it jake
VooDooSh,drop back helps bro
UNLOSTV,play now
Alexby11,whod ya get in rewards mate
singsing,seems like a decent lad
lestream,thought you had died or something welcome back
godjj,not switch into defenders
NICKMERCS,i have 50k
s1mple,that guy is ass
Veritas, futbday walker 87 schar pretty good too if you have a faster guy to cover him
boyMinORu,anyone have any tips on good lw
AsmodaiTV,talk to us
daltoosh,013e821f4abd3315b33607ba2cb49e56f79ab646 back off pus
FORMAL,tots goretza sbc 01070678665989b18271ad25a1f1da6f92dbb457
Trymacs,why didnt i buy all the anchors when they were 700 coins
ALOHADANCETV,in honesty your cdm's are too attacking will leave you way too exposed overall
C_a_k_e,oh you changed it
RiotGamesJP,mass can u help me improve my team https://www futbin com/19/squad/8151003
polsatgames,c57408f5ed00cc1bd11a04622cad08a16549f988 smh my head
EmadGG,looooooool
Amouranth,massnagg massnagg massnagg massnagg massnagg massnagg
mch_AGG,there's a pro that uses that badge this might be him lol
naseongkim,#welcomebackjake
wtcN,si
Rakin,e3214df16861673d444661293a3053f5058287f8 2slo4me
Kamet0,why has laca got auba's squad num
StaysafeTV,tbh he was so bad only good with skill moves you are better than him
StarLadder_cs_en,calling an icon a shity
AsmodaiTV,you never switched into cbs for the 1goal though still unlucky as it hit the post and went to him
dota2ti_ru,jake is just a meme now tbh lul
singsing,real edwin rade
btssmash,ok thats definetly a pro or something
stylishnoob4,is
kyo1984123,446580e365cac4bae0238a654cc21103f731ce93 you know his name
Scarra,013e821f4abd3315b33607ba2cb49e56f79ab646 didnt realise i had caps on mb
blusewilly_retry,he just got demolished
HGmony,013e821f4abd3315b33607ba2cb49e56f79ab646 i heard he bought a new one for his birthday
Tumblurr,cr7 anywhere upfront but cam
so_urf,https://www twitch tv/realedwin
bysTaXx,stop moobot
obm1025,current song
midbeast,use drop back
Elraenn,this guy is terrible
Nightblue3,you camera is tele setup
midbeast,2e42cd8917a25d16b7709da8b974ece13982f098 check whispers
JesusAVGN,anyways lads ole's at the wheel
failverde,channels
Elwind,731430e6a38d5dbe9abf28bf0029eddee1191337 a legend
Skyyart,f
Alexby11,just saying tots havertz is the best player in the game
CSRuHub,unlucky
gratis150ml,i have cr7 neymar prime eusebio and mbappe where would u olay each of em in a 423rcam lcam cam st
ibai,anchors are like 4k now
RebirthzTV,ederson trash
EsfandTV,ronaldo at cam
Ko0416,123
LPL,01070678665989b18271ad25a1f1da6f92dbb457 its like ea made that menu troll u
HGmony,shoot
aXtLOL,013e821f4abd3315b33607ba2cb49e56f79ab646 he will never make one ffs
so_urf,best day of my life
itmeJP,olesse
failverde,omg
SmiteGame,d7cca38a841226be3773c67cdb494a2140990b1d just for the chem
NeVeR_LosEs,b9bc384a11db1e3dba6efbea0a6cacc4eb907a26 shut up
Method,it is*
Veritas,where dyu usually finish in champs
mobilmobil,reds
adolfz,kappa
Felps,c3e9b20869a4efc9487232e339ee8a45751d79a0 probably
ALOHADANCETV,fe69e9e340e5eb5aeb1ab8ba2ec524c6a33ff9e2 which version of vvd
adolfz,c57408f5ed00cc1bd11a04622cad08a16549f988 you rather stay in the uk with your new pm boris kappa
ZanoXVII,lets gooo
DreadzTV,gonna get smashed lul
ELoTRiX,https://www twitch tv/realedwin
Mickalow,i think it was better with cr7 at cam he's wasted out wide imo
daltoosh,i used pressure on heavy but drop back is way better
NOBRU,68974f87f72c87ebe22fc8f207e8147c45a5d159 lul
coscu,let's go gameplay
ALOHADANCETV,i think you would get top 100 easy if you get a groundpounder in for pogba man
itmeJP,this could make more sense kappa #menus19
Trymacs,that was not me guys there ar so manny trolls in chat
Tumblurr,van dijk on 8 chem or tots john stones on 10 chem
hashinshin,pen ref
MYM_ALKAPONE,siiiiiiiiiiiiu
CSRuHub,i was first lets gooooo
kyo1984123,peter schmeichel is no joke great was going to put him into another icon dont want to anymore
Smurfdomuca,im sohappy with my gold 3 rewards i got eder militao and alex telles
nokduro,from now on i am back again to make his life miserable
just_ns,no
a541021,yikes
itmeJP,how do u use ederson he's terrible for me
Mathil1,dam
Dota2ruhub2,m
xargon0731,another jake lul
EmadGG,u did a slide tackle bro wasn't a pen
Rakin,looool
ESL_CSGOb,pressure on heavy is $$
ONSCREEN,f
Alexby11,01070678665989b18271ad25a1f1da6f92dbb457 can we pls ban chris
pacific8815,massnasuspect
rkdwl12,they basically said we arent getting anything else in fifa 19 tho feelsbadman
WePlayEsport_RU,ronaldo waste at cam
RduLIVE,hwatttttttt
Maximilian_DOOD,he moved the gk
Agraelus,675de720c3b5aee1fa2c091e20fac68ef4814ae6 ik im slow downt rub it in:face_with_tears_of_joy:
Swagg,is that the kid who makes 10 accounts a day 013e821f4abd3315b33607ba2cb49e56f79ab646
JoshOG,j e s u s
shongxbong,heyguys heyguys
Grimmmz,he's obviously a silva 2 finisher come on mass
Amar,wait i forgot i lost my sub :(
scoped,013e821f4abd3315b33607ba2cb49e56f79ab646 i feel you man
Letshe,much love brother hope all is well with you
SaltyBet,7a2cc49a10d7d1ac21e3d19e0411f6d3ac81b170 like to link to kimmich and tah
EsfandTV,01070678665989b18271ad25a1f1da6f92dbb457 can u show custom tactics and instructions after this game
just_ns,fe69e9e340e5eb5aeb1ab8ba2ec524c6a33ff9e2 vvd imo stones cant jump well even with anchor
HGmony,sorry newer to streaming apologies for these weird questions
Xayoo_,cheer15 would you sell laca for 94 neymar
ZeratoR,c57408f5ed00cc1bd11a04622cad08a16549f988 i prefer not to speak tbh
Distortion2,lol your depth is mad low
Letshe,ferhat is the goat btw
SaltyBet,oml this is barcelona 2011 all over again
LVPes,congrats
Magic,ca u play another game wanna know ur opinion of telles mil comb
Reborn_Live,just me that tries to have kit numbers accurate or am i weird
knekro,01070678665989b18271ad25a1f1da6f92dbb457 what do you think of 95 kimmich and 91 tha
polsatgames,01070678665989b18271ad25a1f1da6f92dbb457 you need a medium high to balance the midfield
sneakylol,lul
Ko0416,menu streaming
LCK_Korea,10 mill
ELoTRiX,reg pogba or reg kdb as cam
knekro,c3e9b20869a4efc9487232e339ee8a45751d79a0 lul
Elraenn,put militao on the right
Sfory,your wasting ronaldo by putting him at cam you should play him as an outside
crokeyz,85 vvd lul
zrush,lul
lol_woolf,glad i'm not the only one haha 523885702bd6e0936dca444ae4d7e27120ccc9b3
Rush,reds
Aurateur,forking kid thinks he is good abusing mechanics  you were better bro
Letshe,d86ed9c915c9610518ddb33c33f2fd6912c40de5 yooooo
Distortion2,wl will be extra sweaty when it's best of tots all crossing for sure
DreamHackCS,its so annoying when u press first time pass and your player gets a useless touch
crokeyz,01070678665989b18271ad25a1f1da6f92dbb457 how is that birthday bong working kappa
BlackUFA,reds
Magic,your not gonna win any headers because ronaldo is at cam and gullit is at cdm
EWROON,peennn
pimpimenta,lul
Aydan,suuuusssssss
IzakOOO,kit numbers
obm1025,shadow if you dont have a faster cb with him if you have a faster one then anchor
Skyyart, what chemstyle on vvd should i use
relaxing234,c57408f5ed00cc1bd11a04622cad08a16549f988 i would argue that th y didn't deserve it
Anomaly,they call me unexpected
aXtLOL,c57408f5ed00cc1bd11a04622cad08a16549f988 is probably going to get it tho
csgomc_ru,who is better gold neymar or 88 felipe
IzakOOO,yep 01070678665989b18271ad25a1f1da6f92dbb457
Alexby11,told you bernardo was a cheat code mass
knekro,what reds did you get
Swagg,arsenal not in ucl again
Elwind,will var ever be in fifa
Cellbit,you can't even attack lol
btssmash,efa27269d3cc26cd2edbd6c6989a0aeebcfd7314 :face_with_tears_of_joy: :face_with_tears_of_joy:
RduLIVE,69842b342cd722f7046f3fb3d8499b767c0661f7 missed you cutie
NoWay4u_Sir,trading with mass 1mill to 0 in less the 2 days lets goooo
JohnPitterTV,48bf8afbe9ed1fa3f67291f7018fe2950ad901df tomorow no school thats why
singsing,record spurs to win the champions league tomorrow
Yassuo,remember i counted that a month ago it was already disgraceful :rolling_on_the_floor_laughing:
kimdoe,trasssssh
Rainbow6,jake i missed you
B0aty,ahahahahahaha
FPSThailand,why cr7 cam
UNLOSTV,7a2cc49a10d7d1ac21e3d19e0411f6d3ac81b170 could u get tots goretzka
adolfz,https://www twitch tv/realedwin
pokimane,013e821f4abd3315b33607ba2cb49e56f79ab646 smart
gratis150ml,u think tagliafico is worth it bro
Stray228,bye now im going to sleep
RiotGamesRU, it's better to be aggressive with cbs when defending different people play different i guess
LCK,& before that i had enough through buying packs
TSM_Viss,ban
pacific8815,tell a friends
AvoidingThePuddle,013e821f4abd3315b33607ba2cb49e56f79ab646 any time
knekro,what dyu think of militao
pimpimenta,i really do actually but it's a lot easier to see a lot of gameplay that a lot of menus
Voyboy,robbed like arsenal last night kappa
so_urf,013e821f4abd3315b33607ba2cb49e56f79ab646 standard liege lil
Felps,https://www twitch tv/realedwin
SkipNhO,68974f87f72c87ebe22fc8f207e8147c45a5d159 nah it's not just you i do the same
UberHaxorNova,gg
CDNThe3rd,35607b09633f0ba567e82dd8028a69724a233eca yep lul
kimdoe,im so lucky i just got red 92 militao in premium fut champions sbc
yapyap30,poor defending
sonycast_,c57408f5ed00cc1bd11a04622cad08a16549f988 late asf
Trainwreckstv,01070678665989b18271ad25a1f1da6f92dbb457 give telles number 13 please
NeVeR_LosEs,u need to abuse crosses bro
coscu,rewards
TheGrefg,yikes dude
Sjow,i play pressure on heavy
SaltyBet,013e821f4abd3315b33607ba2cb49e56f79ab646 low blow
FORMAL, its better if you dont control your cbs in this fifa you're rewarded
sonycast_,goretzka maybe
JoshOG,wtfffffff
TheKAIRI78,when are you playing a game
pimpimenta,its def a blessing man
StereOnline,8b0b3e7ab08aa054e442e2b541b9ccae3301da60 he's a good swimmer
Amar,#givejakemod
polsatgames,edwinnraid edwinnraid edwinnraid edwinnraid
SaltyBet,guys will play when he's ready man stop spamming play games
obm1025,goretzka
s1mple,you need a brick in the middle instead of pogba
so_urf,the passing on this fifa is bad
XEWER,sorry kappa
Asmongold,just chuck a few rare consumable packs in the rewards you stingy forks
WELOVEGAMES,baby blanc
woowakgood,c5b3b52adbe0d226034e9fb442931f51b7363213 they like to win
dasMEHDI,lmao anchor were 800 a week ago
rkdwl12,cs
Smurfdomuca,tah*
Ponce,c57408f5ed00cc1bd11a04622cad08a16549f988 fight me first tho right
Rainbow6,jake
Overpow,f433d424bd4dbc1f0c0f5f106476b26e4a757008 88vd or tots john stones
FORMAL,looool
Smurfdomuca,c3e9b20869a4efc9487232e339ee8a45751d79a0 yooooooo
ESAMarathon,you seen the patch notes guys
hashinshin,look who's back
Kamet0,sssiiiiii
ESAMarathon,who's jake lmao
LVNDMARK,lul
DatModz,b8744dff47fa2f1a9da9b17b39a6173dd0b6a167 reds
s1mple, they say u cant do more than 2 skills more than 2 brings error as they say
flurry1989,wtffffff
s1mple,01070678665989b18271ad25a1f1da6f92dbb457 next rewards we could try baby blanc for pogba
melharucos,a pro
scoped,yup
cloakzy,c98e04ba3b487f9c5af40f819c3a663947910059 lul lul lul lul
buddha,am noob trader need help
pimpimenta,massnagiroud why tf is giroud red he's a blue now
naseongkim,https://www twitch tv/realedwin
Cellbit,militao has 2* weak foot use him on the right 01070678665989b18271ad25a1f1da6f92dbb457
Jahrein,grrr
Mickalow,lul
Nightblue3,try ronaldo on the wing and silva at cam
bysTaXx,higher depth is good if you can manual defend watch runthefutmarket tactics
buddha,kieran has banned so many random chnnels
Baiano,camera
B0aty,wtffffffff
Anthony_Kongphan,f433d424bd4dbc1f0c0f5f106476b26e4a757008 to cover for fullbacks
Smurfdomuca,https://www twitch tv/realedwin
shuteye_orange,wrong
Baiano,cheer100 #unbanjake
AvoidingThePuddle,chem style for eusebio
Aurateur,just got here c57408f5ed00cc1bd11a04622cad08a16549f988
orangemorange,is it bad for me to have 2 fullbacks at 7 chem
Aydan,jake is back
SkipNhOLIVE,massnagg massnagg
TheKAIRI78,another one here we go
yamatonjp,i'm better than this guy and i finish bronze 3 in wl kappa
Maximilian_DOOD,kuk
SkipNhOLIVE,militao can't pass on his left foot put him on the right in game
Sjow,446580e365cac4bae0238a654cc21103f731ce93 cine ii
EWROON,aa9f173af025007ac67b5c270674986aaa4adb26 69842b342cd722f7046f3fb3d8499b767c0661f7 ima fight u stop
CasinoDaddy,c57408f5ed00cc1bd11a04622cad08a16549f988 lul lul lul
adolfz,c98e04ba3b487f9c5af40f819c3a663947910059 f kappa lul
DreamHackCS,that was actually funny
blxckoutz,whoever just put use drop back needs banning kappa
JesusAVGN,bong break kappa
pimpimenta,when are you gonna finish your haircut
ELoTRiX,search his name
xargon0731,reds
orangemorange,try 4222
Mickalow,maybe lower the widthwhile u playing the cdms on cover wide
zrush,e53f6fd25f481a4fe44edaa824d9d321171e7f49 you seem to be new to this whole mod thing kappa
sonycast_,pogba and gullit are fine imo
yamatonjp,where do ppl play havertz not sure where to put him
FolagorLives,chat/mass is it smart to invest in rare ligue 1 players ready for when upgrades are out
relaxing234,f433d424bd4dbc1f0c0f5f106476b26e4a757008 :(
BlackUFA,you need a real cdm like vieira
Quin69,wait for it
RiotGamesJP,pls say something jake lul
Homyatol,m a n a g e r
Sfory,no worries 544d0aabccb3de54671d63d524da76bfbef484ed
LexVeldhuis,c57408f5ed00cc1bd11a04622cad08a16549f988 lul we need one of them for mass as well
yamatonjp,013e821f4abd3315b33607ba2cb49e56f79ab646 im coming to live with you
kyo1984123,grind for viera
2chamcham2,hahhahah
LexVeldhuis,reds
Papaplatte,jake
Papaplatte,675de720c3b5aee1fa2c091e20fac68ef4814ae6 you know it
lol_ambition,hopefully we get a game before the 3hr mark
LCS,01070678665989b18271ad25a1f1da6f92dbb457 bpm lul
Letshe,9115bf4cda132608fa28d5c54ac2d11a9086adea
naseongkim,40f7cbaa4d2c49168fdf51ef2ddd3ab4b8ee1790 soon hopefully lul
sneakylol,yes
FollowGrubby,fork this game
moistcr1tikal,731430e6a38d5dbe9abf28bf0029eddee1191337 are you jake
MarcaoRX,lul jake
Brunenger,tots laca or tots aguero for cam
WePlayEsport_RU,camera
just_ns,you will have to make it lul just take the photo from twitter
MOONMOON,who you packed from the reds bro
Destiny,only took 2 hours for a game lul lul lul
shuteye_orange,what's his opponents kit
shongxbong,01070678665989b18271ad25a1f1da6f92dbb457 alisson would have caught it fam
RiotGamesRU,https://www twitch tv/realedwin
WELOVEGAMES,i play balanced with 10 depth and full backs on balanced 01070678665989b18271ad25a1f1da6f92dbb457
FPSThailand,https://www twitch tv/realedwin
JesusAVGN,i prefer a 4 star weak foot for cam but 99stam is great for cam
TheRealKnossi,i havent bought a single fitness card this year
MYM_ALKAPONE,what's in game st up
scoped,any good bpl cb or bundesliga for 200k
Letshe,im also a manu fan xd
ELoTRiX,#tradingwithmass
rkdwl12,mass what you think about tots thiago
summit1g,this is the problem with d1 rewards no consumables
TheKAIRI78,where's the guy that scammed kieran
crokeyz,good night man have good steam i'm going to sleep :zzz: :waving_hand_medium_skin_tone:
SmiteGame,record the emirates - the only place in london to watch the europa league
saddummy,i packed a shitty icon from weeklies siuuuu
AdmiralBahroo,kappa
Amouranth,bernardo cdm d:
MarcaoRX,c57408f5ed00cc1bd11a04622cad08a16549f988 massnastopthat
Solary,do sbcs
itmeJP,d86ed9c915c9610518ddb33c33f2fd6912c40de5 kappa
gratis150ml,i play full high depth 01070678665989b18271ad25a1f1da6f92dbb457
lol_ambition,current son
BastiGHG,0e8bbf3683ed63f53e2dd8b79cf977a5d4015ccc its literally above your comment
KingRichard,damn
FollowGrubby,shhhh
Agraelus,goat
itsHafu,0-0 is ur only hope
StarLadder5,massnagg
A_Seagull,eaids
Mickalow,sorry
SilverName,jake55676533 lul
POW3Rtv,sick legend
sonycast_,gameplay is the worst part of fifa 19
Fextralife,league sbccccccccccc
stylishnoob4,will you get tots vvd later on
AvoidingThePuddle,passing lanes is not great; good for one cdm tactics
ESL_CSGOb,drop pogba for kante
Xari, and theyre the same speed so i guess the bigger dude wins out there
Mathil1,now mass is big time we will all be forgotten
Xari,013e821f4abd3315b33607ba2cb49e56f79ab646 stop bullying jake :(
JohnPitterTV,lul lul lul
Ko0416,bernardos weak foor not good for cam
auronplay,2million coins
HGmony,would have made more sense to pair up pogba with vieira rather than gullit imo but gullit is so fun
Xayoo_,record /ban chrispello1995
UNLOSTV,is he a pro
TheKAIRI78,https://www twitch tv/realedwin
dota2ti,yes jake <3
Castro_1021,01070678665989b18271ad25a1f1da6f92dbb457 quik mafs 1 6 mil probably
Kitboga,choon
so_urf,mass play drop back fast build up
Rush,boooooolshit
Destiny,68974f87f72c87ebe22fc8f207e8147c45a5d159 ty dude
Felps,i only like the pro clubs menus tbh 01070678665989b18271ad25a1f1da6f92dbb457
cloakzy,face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy
a541021,hoooooooooooly
lilypichu,f6a9479e3d05973c76570d0175d2a62a1d110475 pen ref by mass nar
hardgamechannel,tots goretzka sbc bro better than viera imo bro
JesusAVGN,there is still smoke in the background
wtcN,set up*
BarbarousKing,what'd mass get for red picks
