78757121 ZXK.295 4 180
13245501 VXS.438 3 0.75
46462527 LWG.915 6 300
88956889 YUQ.590 2 110
55552996 AQS.362 1 0.5
76388967 RSE.049 6 6
60574154 III.576 6 60
55552996 UXG.019 6 120
87800799 VRR.793 2 2
78922174 EJW.346 6 60
80048864 BCK.361 3 1.8
25171011 AWB.345 6 18
22777006 FCN.617 1 5
42798099 AQS.362 1 0.5
90237332 QFP.254 3 4.5
62566305 DIQ.718 4 20
59407188 BIT.434 6 60
42798099 TMN.884 5 5
79901434 OXP.732 2 10
40348917 SNY.500 4 200
73185299 QUU.384 3 120
83236386 MTF.868 2 10
89429489 VXS.438 1 0.25
26976877 VTV.269 4 80
17913944 IHG.413 4 6.4
43877279 SNY.500 4 200
37110873 GXF.122 2 20
38913831 BCN.855 3 150
44229880 JXD.139 4 80
32565207 FVQ.662 5 250
32904023 DUG.251 4 200
45828535 QJO.060 6 30
24995742 YMU.875 3 150
81114108 VRR.793 4 4
26290971 TYF.885 3 6
96659352 ADX.669 4 200
98140264 CJE.310 3 9
26976877 AFL.718 5 50
71463316 EBI.299 6 300
89148118 AFL.718 1 10
83236386 OPT.996 2 6
90237332 PVZ.181 5 25
16151792 WZD.331 3 165
80048864 RDT.761 5 25
94080926 TXM.139 5 25
40112594 KSO.608 6 270
73535476 CIM.038 3 135
40348917 FLJ.040 2 2
88956889 HFM.021 6 30
41036366 AQS.362 2 1
43877279 TYF.885 5 10
42798099 OQI.373 2 90
77191257 QVJ.982 5 25
98589725 VRR.793 1 1
25171011 CIM.038 1 45
20864087 JDQ.505 6 240
42157219 III.576 6 60
79464412 JXD.139 4 80
25171011 QRC.609 3 3
89298238 QTK.083 3 180
81114108 BCN.855 4 200
89298238 QFP.254 2 3
66409237 DFF.034 4 2
52097922 GBD.525 5 275
89148118 JFC.432 5 100
38637282 FLJ.040 6 6
23928045 TMN.884 2 2
44679500 AWB.345 1 3
16151792 CNQ.172 1 60
37110873 UWA.476 2 1.4
48467976 JDQ.505 5 200
22280452 XSD.310 2 110
29847168 BCK.361 1 0.6
45828535 XSD.310 4 220
35584593 AVM.258 4 200
96258632 QHC.492 2 40
55552996 SJD.818 1 55
55552996 FQG.293 1 1
85871751 MYC.756 2 100
43043986 QFP.254 5 7.5
45828535 AVM.258 2 100
71463316 UWA.476 3 2.1
71378466 ARS.231 6 3.6
79475585 KQQ.136 6 30
66409237 AWT.354 6 6
69975105 WZD.331 6 330
42928709 XLF.273 4 240
88956889 UWA.476 3 2.1
32821689 MMA.577 5 300
85949265 TMJ.043 6 240
78078115 DFF.034 2 1
32904023 KJX.387 3 15
90365520 KBY.991 6 12
91897732 XZR.640 5 200
96659352 KQA.580 6 270
26976877 JXD.139 2 40
42157219 KCO.488 2 10
69324480 UOD.420 3 9
66409237 BRD.969 3 180
71463316 QFP.254 6 9
22280452 VRR.793 5 5
79140840 HLR.109 1 1.8
73535476 LDR.510 2 6
93160528 YYU.726 1 1.6
59407188 OWN.701 1 1.5
26233063 ZAF.449 2 2
46462527 ISU.815 6 3
87800799 WZD.331 2 110
90237332 OQI.373 1 45
71463316 BCN.855 4 200
42928709 QFP.254 5 7.5
89298238 UJV.290 4 200
66409237 UXG.019 4 80
89863424 SSE.115 4 220
69324480 VXS.438 3 0.75
79464412 MTF.868 6 30
23928045 OXP.732 3 15
90365520 OPJ.039 1 45
59407188 RDT.761 5 25
43488351 DIQ.718 6 30
77484838 YUQ.590 6 330
79140840 OTH.462 1 40
95015539 CSZ.863 2 4
78757121 GXF.122 1 10
90365520 EUZ.452 6 30
69639726 OPT.996 3 9
88956889 MYC.756 4 200
87800799 GBD.525 6 330
24995742 DON.719 3 3
43053402 VRR.793 2 2
96258632 EBI.299 5 250
88956889 UWA.476 6 4.2
93160528 BRD.969 5 300
13245501 HFC.845 6 30
26233063 UWA.476 1 0.7
32904023 QFP.254 4 6
78078115 FQG.293 4 4
16151792 AQS.362 1 0.5
43488351 QTK.083 6 360
89298238 YOT.530 4 16
93160528 QTK.083 3 180
11602775 JJN.837 2 80
79372768 GLC.370 4 8
43043986 SSD.176 5 275
62566305 GXF.122 5 50
32821689 MTF.868 5 25
35565959 QRC.609 5 5
49087435 PJG.338 1 5
57263719 OTH.462 5 200
62324793 YJD.279 5 250
59407188 LYZ.614 3 15
76388967 CNQ.172 6 360
13245501 ZWF.661 1 5
79140840 TMN.884 5 5
50375303 YJD.279 5 250
42928709 QIL.029 4 12
55552996 QTK.083 1 60
86828079 YGV.332 1 5
78757121 ARS.231 4 2.4
37110873 FCN.617 6 30
50365593 TMN.884 6 6
87800799 ICX.503 2 100
81114108 RBE.789 2 20
54716824 UDR.957 1 50
78757121 KJX.387 4 20
26233063 KSO.608 3 135
86241107 CIM.038 2 90
89298238 YOT.530 1 4
24995742 BWD.036 1 45
15210391 OTW.288 3 60
89429489 QUU.384 1 40
40348917 BMJ.772 1 55
96659352 GBJ.693 3 3
16151792 TZY.323 3 60
91897732 WLL.607 1 45
43877279 SSD.176 4 220
37110873 VDD.853 4 8
15210391 VXS.438 4 1
27912250 QFR.958 3 150
73786035 AQS.362 1 0.5
54716824 ZEX.027 6 9
71984468 JJN.837 5 200
78078115 XOA.735 2 120
35565959 DFJ.952 2 100
78922174 XBD.314 3 150
50365593 ZVA.180 6 330
35565959 BZS.261 1 50
58187172 KBY.991 6 12
52097922 UTN.601 2 1.6
87813843 XSD.310 3 165
23928045 TKM.141 5 250
15210391 HFM.021 1 5
88995291 MTF.868 3 15
86402303 OQI.373 3 135
62324793 FQG.293 1 1
87800799 BTO.226 3 60
17913944 DEN.125 1 1
17972674 UTN.601 1 0.8
79420973 SSE.115 5 275
71378466 OQI.373 1 45
88995291 HLR.109 2 3.6
83236386 OFS.384 1 1.7
49087435 XZR.640 6 240
32565207 TKM.141 4 200
81114108 DFF.034 5 2.5
73786035 DEN.125 4 4
44229880 SNY.500 3 150
79901434 CSZ.863 5 10
95751208 BWD.036 3 135
67418025 EVN.510 5 250
35584593 KCO.488 1 5
25171011 VCL.867 1 50
20864087 YUQ.590 5 275
81114108 OFS.384 3 5.1
78078115 TMJ.043 3 120
64394265 OFS.384 5 8.5
95751208 BRD.969 4 240
16151792 IDO.503 6 15
26290971 GKG.558 3 15
85949265 YUQ.590 2 110
45828535 TZY.323 6 120
38913831 YZD.580 1 3
42798099 CNN.411 6 360
26976877 SSE.115 4 220
33397650 VJI.529 6 30
43043986 TXM.139 3 15
87800799 EUZ.452 2 10
80048864 PPX.620 1 5
22280452 UCX.285 3 1.5
71984468 TZY.323 1 20
87800799 QRC.609 1 1
38913831 JFC.432 3 60
57690875 XLF.273 4 240
94080926 CIM.038 2 90
23928045 LWG.915 2 100
66409237 ICX.503 5 250
13245501 BXY.119 5 225
86241107 HFC.845 3 15
57263719 YOT.530 5 20
26976877 KQQ.136 3 15
19829266 RDT.761 3 15
69975105 FQG.293 5 5
76388967 PFD.286 6 330
69324480 DIQ.718 1 5
13245501 QIL.029 2 6
89298238 JXD.139 3 60
73185299 QFP.254 5 7.5
78922174 XBD.314 2 100
11602775 TMJ.043 6 240
12663268 BMJ.772 1 55
60574154 KDA.627 5 250
38913831 FLW.631 3 3
57263719 OTH.462 2 80
86402303 RBE.789 6 60
48184351 KQA.580 2 90
54761731 ZVA.180 4 220
85949265 VRR.793 5 5
78078115 DFJ.952 5 250
15210391 DON.719 2 2
86241107 UXG.019 2 40
64394265 YUQ.590 1 55
76388967 DOV.560 2 10
77191257 ZWF.661 4 20
29337157 HFM.021 4 20
93845419 AWB.345 5 15
86402303 HFM.021 6 30
40112594 BCK.361 2 1.2
54761731 FVB.607 5 250
87813843 LDR.510 6 18
36008913 HFC.845 6 30
79372768 QVJ.982 6 30
63437380 YEZ.591 5 200
19829266 UXG.019 2 40
64394265 YYK.309 6 330
42157219 KWP.672 6 60
77191257 KWP.672 2 20
84165595 HFM.021 6 30
91897732 OXP.732 2 10
89863424 FVB.607 1 50
79420973 GXF.122 3 30
54761731 VZV.827 1 50
29337157 WZD.331 4 220
31193794 BXY.119 5 225
91897732 PFD.286 2 110
43877279 QUU.384 5 200
89429489 UXG.019 1 20
89148118 EBI.299 6 300
32821689 ISU.815 1 0.5
89429489 VCL.867 6 300
26290971 TZY.323 5 100
26233063 JFC.432 4 80
55552996 SSD.176 6 330
52097922 XSD.310 6 330
36380447 HLR.109 2 3.6
22777006 XLF.273 2 120
85949265 LDR.510 6 18
17913944 YJD.279 5 250
33713901 UWA.476 2 1.4
78078115 SSD.176 1 55
93160528 DUG.251 2 100
50375303 SJQ.827 2 3.6
31611146 FVQ.662 4 200
50375303 VXS.438 4 1
73535476 KJX.387 4 20
86241107 FEG.454 2 100
69324480 VJI.529 1 5
35565959 VJI.529 5 25
42798099 RDT.761 6 30
73914283 BRD.969 3 180
87813843 OQI.373 1 45
77191257 TZY.323 3 60
49087435 AFL.718 1 10
33713901 VVS.017 1 0.8
25171011 DFJ.952 4 200
35565959 JXD.139 5 100
62566305 AVM.258 1 50
93845419 QIL.029 6 18
13245501 JCW.489 5 300
32904023 RBE.789 6 60
78078115 PJG.338 2 10
99842319 DUG.251 2 100
96659352 KQQ.136 3 15
45783712 SNY.500 5 250
62566305 CNQ.172 3 180
13245501 KJX.387 5 25
81114108 DUG.251 5 250
79372768 SAM.013 1 50
77191257 ZEX.027 6 9
64394265 OTW.288 5 100
48184351 TXM.139 1 5
62324793 XBD.314 5 250
26976877 YUQ.590 4 220
95161027 FQG.293 4 4
38637282 OFS.384 1 1.7
69639726 DON.719 1 1
50365593 TZY.323 1 20
77642521 YYU.726 2 3.2
32904023 SAM.013 3 150
27912250 FLJ.040 3 3
84165595 JFC.432 3 60
90237332 TKM.141 3 150
53166028 ONB.903 3 4.5
69975105 HFM.021 6 30
77191257 AVM.258 6 300
52097922 MMA.577 2 120
43053402 FVQ.662 6 300
89298238 ICX.503 3 150
45877001 GBJ.693 5 5
67418025 FEG.454 2 100
12663268 QFP.254 5 7.5
41036366 QVJ.982 4 20
89863424 OTH.462 6 240
40112594 EBI.299 3 150
84165595 QHC.492 4 80
45828535 YMU.875 5 250
32904023 KQQ.136 1 5
69975105 TMJ.043 6 240
89863424 QRC.609 3 3
99842319 ZAF.449 1 1
89429489 BXY.119 3 135
66409237 CRU.009 4 160
78922174 OQI.373 3 135
45783712 VZV.827 1 50
45783712 YMU.875 4 200
40112594 FVQ.662 4 200
44229880 HLR.109 5 9
67418025 YYU.726 6 9.6
50365593 VVS.017 3 2.4
54716824 CRU.009 6 240
93845419 NSR.955 2 100
77484838 YGV.332 3 15
58187172 VXS.438 2 0.5
17913944 XLF.273 4 240
57263719 ZWF.661 5 25
16151792 AQS.362 1 0.5
95161027 OQI.373 1 45
90365520 VDD.853 5 10
79140840 JXD.139 4 80
97403853 YJD.279 3 150
87800799 JDC.028 5 1.25
79372768 EUZ.452 5 25
73914283 OBI.353 4 80
81114108 VCL.867 1 50
53166028 TXM.139 3 15
45877001 RDT.761 5 25
57690875 XTE.383 6 6
45783712 SSD.176 6 330
97403853 GBJ.693 4 4
31611146 XSD.310 1 55
71378466 XSD.310 3 165
15561764 RAH.420 4 200
73185299 AVM.258 3 150
95161027 TZY.323 5 100
57263719 DOV.560 4 20
49087435 III.576 2 20
40348917 DFJ.952 2 100
79140840 QRC.609 5 5
40348917 VRR.793 3 3
27912250 LWG.915 1 50
42928709 GLC.370 6 12
20864087 SPR.580 1 1
77191257 BWD.036 5 225
52097922 XZG.521 4 6
54761731 OTS.581 5 2.5
15210391 AQS.362 2 1
94080926 OTW.288 5 100
79901434 TXM.139 2 10
80048864 BWD.036 3 135
26976877 XZG.521 3 4.5
94080926 SPR.580 5 5
62324793 OPJ.039 2 90
32565207 ZWF.661 6 30
45877001 KBY.991 6 12
