NoWay4u_Sir,1234567245,8479,383892,CW1089
RiotGamesBrazil,1228613130,25918,1011924,SJ1094
JLTomy,1228169940,10053,428073,PK1026
SolaryFortnite,1223349555,3180,1478270,QT1017
ONSCREEN,1197130335,4134,918654,QC1012
AdmiralBahroo,1188645990,8152,778055,BQ1023
Quin69,1186941750,6616,538532,PK1026
Trymacs,1184154975,10735,1607134,RD1020
dasMEHDI,1172969025,5013,299048,XC1072
sneakylol,1149209820,6775,1659108,MJ1009
NickEh30,1148114400,9702,1660204,OR1066
fps_shaka,1131509385,5195,303671,CG1051
LVPes,1115650275,12947,587677,AZ1074
Vader,1110952500,5913,424374,BQ1071
forsen,1106781045,10080,1308165,RK1027
Papaplatte,1105525440,8546,919026,RQ1028
StarLadder_cs_en,1088832810,29956,820675,XC1072
Symfuhny,1076179485,7327,2355063,KO1014
DreamHackCS,1052904720,5001,1801697,RQ1028
Mizkif,1052047935,7899,591653,AN1082
Rainbow6,1031011170,11535,1501197,KS1031
stylishnoob4,1029543660,8485,354579,RK1027
Maximilian_DOOD,1023316710,9235,833047,NU1040
Trainwreckstv,1021699920,7134,728097,NO1070
dota2ti,1017577605,147643,663297,DT1007
GRONKH,1017544335,17860,1216020,KF1077
SypherPK,1016450160,6553,3611359,RK1027
ZeratoR,1011013035,10516,880728,LD1032
SilverName,1006608690,10618,614395,NL1008
Sacriel,1002681105,5573,672403,LJ1024
dakotaz,978947160,7112,4520305,SJ1094
Stray228,972961650,10290,773712,NO1070
AdmiralBulldog,972317520,6198,694253,VO1090
pokimane,964334055,16026,5367605,KI1011
lestream,955346835,3652,883706,DT1007
ybicanoooobov,938816460,8255,523512,RD1020
Method,905107560,4135,401400,QU1003
Nightblue3,899215845,7234,2641880,CW1089
EsfandTV,888938940,4393,471970,OR1066
shroud,888505170,29612,7744066,DT1007
NOBRU,888211260,22070,1549722,RD1020
buster,884353800,14195,1087377,FE1044
Scarra,864157695,6060,1242014,LB1029
Baiano,859718520,9229,425797,AZ1074
tmxk319,857951685,7173,427926,RL1050
WePlayEsport_RU,853324635,8627,346934,NO1070
elded,853049385,7699,2601858,VG1046
LPL,850636305,17573,502467,IC1059
juansguarnizo,849083325,6039,1204773,NN1099
Rakin,842581305,5333,1258173,RL1050
SolaryHS,827452485,1802,149073,PK1026
Cellbit,817373955,8264,1293451,IC1059
dota2ti_ru,812538090,126232,541644,NO1070
uzra,812362125,3683,185506,MD1058
OverwatchLeague,805163370,33132,1796619,IR1081
Thijs,794621265,7180,755116,OR1066
Swagg,790021440,6309,784966,VD1067
TeePee,789698115,4410,520519,TP1087
LVNDMARK,788421150,3688,248829,WT1016
Agraelus,779867430,4642,414951,BC1084
BLASTPremier,753808200,24689,501371,NN1099
cloakzy,748023225,6743,2138294,MK1092
aceu,744620970,6328,859439,HV1056
shuteye_orange,728551080,2217,85247,XG1006
Elraenn,726379485,13224,1223076,UW1039
Elajjaz,726000045,4922,346566,OA1052
CDNThe3rd,722562675,4919,2009972,AG1091
POW3Rtv,721548885,3836,1080764,NO1070
IzakOOO,717096330,4463,1461767,VG1046
DreadzTV,715644660,6249,675908,HV1056
ddahyoni,711864630,4534,322895,VX1069
WePlayEsport_EN,704823000,6127,175061,LO1049
ElmiilloR,686456910,5163,426716,CW1089
Squeezie,667977780,19260,2149306,AN1079
allkeyshop_tv,663185955,1361,67472,XC1072
Domingo,662502810,11423,829700,AE1038
PlayHearthstone,661075170,13154,825727,BK1048
ESL_DOTA2,661049190,4714,337177,RO1019
Kitboga,656365305,7394,772055,LH1004
DansGaming,653181210,3270,817365,TB1073
mobilmobil,652685055,5303,446426,OA1052
Destiny,650910525,3894,571183,AN1079
woowakgood,650364705,4100,591500,MD1058
RATIRL,649761570,4420,423002,TZ1002
bratishkinoff,646333065,10626,1128907,PA1054
Yogscast,644580630,1384,961860,DN1001
lol_ambition,639445965,5332,362297,NS1035
jukes,628079220,8165,1327059,BC1084
muse_tw,625892895,1397,121053,KK1093
Shlorox,625142130,5216,331632,DU1053
coscu,622424175,8919,1865296,DQ1021
dogdog,622199835,5856,594239,BA1060
chocoTaco,620395515,3846,1134153,DN1001
Locklear,619247415,5512,824676,DT1007
blusewilly_retry,618755280,5941,374480,BC1084
Amouranth,618067800,2560,1707804,XL1061
UberHaxorNova,615472275,3247,421256,KF1077
Sfory,612617325,3197,457502,AK1034
Giantwaffle,612594165,3429,878934,GW1036
ZanoXVII,610609920,6073,514866,KO1014
zilioner,601906185,5843,465887,DA1063
SkipNhOLIVE,600910875,1196,324765,TB1073
Kamet0,600882645,4560,565661,IC1059
MYM_ALKAPONE,599850495,5948,770535,HV1056
jinu6734,597275955,4710,274875,NU1040
imaqtpie,596368095,3478,2652018,VO1090
x2Twins,595707975,4167,1288969,TP1087
C_a_k_e,588662010,4403,302633,TB1073
SmiteGame,586925850,1588,535211,VB1096
RatedEpicz,582401145,3336,134757,UE1057
wtcN,582125625,7438,1852272,KO1014
Anton,581034300,3199,207484,WT1016
benjyfishy,580787955,14423,1739112,BY1022
StarLadder5,580541850,13089,1029203,NN1099
Reborn_Live,578122875,17488,697007,CY1025
CasinoDaddy,577240710,2168,151098,AE1038
H2P_Gucio,575998575,3581,220488,ZU1045
Xayoo_,575138175,6091,572789,BY1022
Jinnytty,569601090,3607,372334,BQ1023
KendineMuzisyen,567374295,9583,1372290,ZU1045
Jahrein,566176425,8929,1422862,RN1030
Mathil1,561997440,3953,293595,DU1053
Greekgodx,561616335,7083,1278824,DU1053
Brunenger,559915035,2844,659652,HW1033
ClassyBeef,558883590,1941,108623,TB1073
Diegosaurs,558587535,4150,521201,CW1089
BobRoss,558170835,2175,1519266,HV1056
Nick28T,556741020,3024,977377,OZ1085
nokduro,555637890,4040,165823,LO1049
GMHikaru,554249955,7155,505361,TZ1002
SkipNhO,553663800,3875,1076499,AN1079
jovirone,553283745,5632,1089830,VS1083
Chap,550951215,3430,1272899,OA1052
kimdoe,549244755,4062,287639,DA1063
RebirthzTV,548041425,4629,276694,EW1042
Klean,545108145,2801,276242,HW1033
godjj,544706325,4378,331744,MI1015
Gladd,543954570,2779,337972,DU1053
CSRuHub,540556545,5044,511431,BY1022
CriticalRole,539495145,17689,571210,GW1036
Vinesauce,536989080,6125,442493,ET1065
lol_woolf,532969650,9633,308528,KS1031
Mithrain,530456265,4990,1258713,NL1008
EWROON,526660590,5172,514693,DQ1021
ludwig,525883695,5368,542580,YC1062
RduLIVE,525737445,3953,234884,DB1005
Hiko,523057245,5268,1001350,ZU1045
FENGRUSH,521568750,4985,95643,BY1022
Chess,521511525,5767,326118,OR1066
72hrs,519458565,3756,1024814,KS1095
TwitchRivals,516113670,14509,999480,CW1089
a541021,516009420,3105,207369,LH1004
hashinshin,515812965,2483,570621,CG1051
JoshOG,510984165,2957,1748928,RD1020
B0aty,510323715,3152,516113,ZG1043
AustinShow,509643945,24739,840624,OR1066
39daph,509052375,3766,505362,LJ1024
scump,506838930,6789,893010,ET1065
flurry1989,505333050,3859,169505,BA1060
Kyle,501208575,3059,182260,BK1048
SummonersInnLive,499421415,6328,503346,QA1080
Aydan,495563580,3507,1701314,KF1077
Faker,492835710,29414,2716270,RD1020
Mongraal,492733995,18180,2951980,DA1063
2chamcham2,490230510,5107,489270,XG1006
EmadGG,487281450,2741,702744,NL1008
pacific8815,483895050,3992,171858,UM1000
FolagorLives,482387190,5032,786983,BQ1023
lilypichu,477949200,8407,1363222,VG1046
mistermv,476597370,6627,479900,XG1006
Bonjwa,473157810,1802,123954,UM1000
KingGeorge,472786395,2914,767727,NU1040
KingRichard,472405995,3312,1536757,YC1062
melharucos,468792120,3519,328473,BA1060
INSCOPE21TV,468467130,7554,658658,IC1059
JohnPitterTV,461605275,900,286184,DU1053
Zizaran,460519830,2552,267004,ZG1043
imls,460332570,5621,392024,PC1086
TSM_ImperialHal,459076530,3550,302593,TM1088
jdm2088,458883255,15405,276488,AN1082
Ramee,457242510,2825,132642,HV1056
Towelliee,453487500,2392,705098,NA1098
SPYGEA,452479680,3131,222046,KI1011
FollowGrubby,451910415,3365,430649,CW1089
Amar,449223195,4207,604374,BY1022
mch_AGG,443328990,884,219431,VB1096
IWillDominate,442870530,4591,797244,NU1040
Nadeshot,440331540,7985,1472104,UW1039
buddha,438460680,3184,247303,BQ1023
Deadlyslob,438143850,3088,315637,QC1012
failverde,437353350,2348,169973,MI1015
zrush,436243530,3084,180412,HV1056
HoneyMad,434971635,6394,533250,OZ1085
ESAMarathon,433329345,1460,244440,CY1025
Nmplol,429213420,6767,455444,ET1065
relaxing234,428279160,8405,258402,LD1032
Doigby,428267280,6829,1068260,HV1056
Sequisha,426325350,2540,252495,CW1089
HusKerrs,425044665,3247,361360,ET1065
yapyap30,422278350,9306,301033,QA1080
Elwind,421436625,7165,703464,IC1059
Shiphtur,420316860,3414,709343,QC1012
BarbarousKing,419187600,2244,159402,MI1015
alexelcapo,418413015,5772,680023,NA1098
moistcr1tikal,415091820,3977,1166681,NS1035
Rush,412717875,4731,542991,QR1018
LosPollosTV,411900525,5671,476096,DB1005
DreamLeague,411414600,1751,349054,KB1047
Voyboy,411274050,4632,1251182,KO1014
BastiGHG,410621295,2733,507730,GW1036
DatModz,409985220,1753,270720,LD1032
dafran,408885990,4319,599036,ZU1045
yeTz,408478725,4221,849972,TM1088
Aurateur,407829960,2492,142427,UW1039
pokelawls,407214675,3352,668807,AG1091
ziGueira,407188275,3203,529814,BK1048
A_Seagull,407156655,4193,1028544,KF1077
koil,403848390,2791,299033,BQ1071
PAGO3,402836460,2326,425072,NA1098
Llobeti4,402468465,3410,648084,SJ1094
xargon0731,401439255,2549,283232,QA1080
itsHafu,400822020,3276,787371,QU1003
shongxbong,400635750,7656,845158,BQ1071
StaysafeTV,399746130,2876,149648,AK1034
Loeya,398289900,2635,1233300,KB1047
RiotGamesJP,390922410,13675,141684,ZG1043
btssmash,389890800,1061,216558,FE1044
PietSmiet,387717165,4147,576903,KB1047
Payo,385755615,2772,175503,IC1059
Shotz,385739280,2523,159763,QA1080
silphtv,385176540,1891,309065,ZU1045
m0xyy,384746505,2431,461534,TZ1002
LexVeldhuis,380251830,4939,244467,RL1050
NateHill,379971075,3311,1055613,VS1083
Shaunz,379800060,3791,148568,DB1005
Emongg,379682235,2228,504653,UM1000
fl0m,379633995,1931,658323,WT1016
AsmodaiTV,379345935,2796,247056,VO1090
Homyatol,378734925,4826,375749,BQ1023
